,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
3567,KRUMA CONSTRUCTION MATERIALS TRADING,Single Proprietorship,30-Jan-2020,Platinum,Active,2020-07-06,06-Jul-2021,202001209144991493356
3568,DIGIT-ALL ENTERPRISES,Single Proprietorship,26-Jun-2013,Platinum,Active,2020-07-03,04-Jul-2021,20130675104458959936
3569,CI-GOLDEN ENTERPRISES,Single Proprietorship,11-Apr-2014,Platinum,Active,2020-07-03,09-Jul-2021,20140499435250151893
3570,SUR GENERAL MERCHANT,Single Proprietorship,28-Oct-2009,Platinum,Active,2020-07-03,11-Jul-2021,200910292801048103578
3571,"UNIFIED PROPERTY AND ACCIDENT INSURANCE SYSTEM FOR EDUCATION(UPRAISE) AGENCY, INC.",Corporation,11-Feb-2013,Platinum,Active,2020-07-03,03-Jul-2021,201302658131471288605
3572,TACLOBAN GRACE TRADING INC.,Corporation,19-Mar-2009,Platinum,Active,2020-07-03,18-Jul-2021,2009032554471355957
3573,SEVEN J OFFICE SUPPLIES & EQUIPMENT,Single Proprietorship,13-Apr-2018,Platinum,Active,2020-07-03,03-Jul-2021,2018041047971632534777
3574,LIYA'S ENTERPRISE,Single Proprietorship,08-Jun-2017,Platinum,Active,2020-07-03,03-Jul-2021,2017061577261379139937
3575,MARVERIC BUILDERS,Single Proprietorship,09-Jul-2007,Platinum,Active,2020-07-03,03-Jul-2021,200707150115691589
3576,CATBALOGAN SHELL SERVICE STATION,Single Proprietorship,10-Jul-2008,Platinum,Active,2020-07-03,03-Jul-2021,20080721474715143493
3577,V. TRILLANA BUILDERS & TRADING,Single Proprietorship,15-Jun-2010,Platinum,Active,2020-07-03,03-Jul-2021,2010063407722893875
3578,"STARCOM MANPOWER & ALLIED SERVICES, INC.",Corporation,13-Apr-2015,Platinum,Active,2020-07-03,03-Jul-2021,201504132728974334331
3579,CAROLINA GOLDEN AQUARIUS ENTERPRISES,Single Proprietorship,31-Aug-2011,Platinum,Active,2020-07-03,09-Jul-2021,20110843578929461251
3580,FORMS INTERNATIONAL ENTERPRISES CORP.,Corporation,21-Jan-2002,Platinum,Active,2020-07-03,03-Jul-2021,20020136727777838
3581,JUFEM TRADING,Single Proprietorship,30-Jul-2019,Platinum,Active,2020-07-03,03-Jul-2021,20190730652990739893
3582,ORMOC RIZAL ENTERPRISES COMPANY,Partnership,01-Feb-2005,Platinum,Active,2020-07-03,15-Jul-2021,200502216171814683801
3583,GREAT HARVEST COMMODITIES PH INC,Corporation,01-Apr-2017,Platinum,Active,2020-07-03,03-Jul-2021,2017041696661839380737
3584,MNRSQUARED CONSTRUCTION AND TRADING,Single Proprietorship,25-Oct-2012,Platinum,Active,2020-07-03,17-Jul-2021,20121061197713820108
3585,"SYSTEMS AND SOFTWARE CONSULTING GROUP, INC.",Corporation,31-Jan-2003,Platinum,Active,2020-07-03,15-Jul-2021,2003011399909687438
3586,MIKAELA ENTERPRISES,Single Proprietorship,17-Aug-2012,Platinum,Active,2020-07-03,03-Jul-2021,20120857619767811026
3587,HERACLEOS FOOD TAKE OUT,Single Proprietorship,17-Jul-2012,Platinum,Active,2020-07-03,03-Jul-2021,20120756094678664371
3588,"ABC FURNITURE LINES, INC.",Corporation,19-May-2017,Platinum,Active,2020-07-03,03-Jul-2021,2017051617421407470910
3589,BDF CONSTRUCTION,Single Proprietorship,15-Feb-2013,Platinum,Active,2020-07-03,03-Jul-2021,20130266204130635366
3590,"RAMY CONSTRUCTION, INC.",Corporation,16-Mar-2011,Platinum,Active,2020-07-03,03-Jul-2021,201103395281983506829
3591,TOTAL ORTHO MEDICAL SUPPLIES SOLUTION INC.,Corporation,16-Dec-2009,Platinum,Active,2020-07-03,03-Jul-2021,20091230122435366624
3592,LORENZO TAN DEVELOPMENT CO. INC.,Corporation,17-Jun-2011,Platinum,Active,2020-07-03,03-Jul-2021,201106418021736842485
3593,RED STONE CONSTRUCTION AND SUPPLY,Single Proprietorship,29-Mar-2017,Platinum,Active,2020-07-03,03-Jul-2021,201703170405323277388
3594,MACASO SHELL GASOLINE STATION,Single Proprietorship,17-Dec-2014,Platinum,Active,2020-07-03,03-Jul-2021,201412122816364162935
3595,V. JYN ENTERPRISES,Single Proprietorship,29-Oct-2013,Platinum,Active,2020-07-03,04-Jul-2021,201310858291703694250
3596,RPD CONSULTING INC.,Corporation,03-Feb-2020,Platinum,Active,2020-07-03,03-Jul-2021,2020022094082104553175
3597,HARDY COM COMPUTERS SALES,Single Proprietorship,11-Jul-2014,Platinum,Active,2020-07-03,03-Jul-2021,2014071079101555371175
3598,NAMNAMA CONSTRUCTION SUPPLIES,Single Proprietorship,14-Mar-2012,Platinum,Active,2020-07-03,03-Jul-2021,20120350251662370318
3599,"SAFEWAY SECURITY BUILDERS & TRANSPORT SOLUTIONS, INC.",Corporation,29-Oct-2009,Platinum,Active,2020-07-03,03-Jul-2021,20091029316395914222
3600,IKONSTRUKT-BIM CORPORATION,Corporation,22-Mar-2019,Platinum,Active,2020-07-03,03-Jul-2021,20190349178285073878
3601,BACHOCO CONSTRUCTION AND SUPPLY,Single Proprietorship,20-Mar-2018,Platinum,Active,2020-07-03,26-Jul-2021,20180310867168210549
3602,KWN MULTI TRADING,Single Proprietorship,28-May-2020,Platinum,Active,2020-07-03,03-Jul-2021,202005217320983040075
3603,COCHING CONSTRUCTION SUPPLY AND SERVICES,Single Proprietorship,21-Jan-2016,Platinum,Active,2020-07-03,03-Jul-2021,201601159287730419024
3604,V&P ENGINEERING (CHINA) LTD,Foreign Company Organization,28-Feb-2019,Platinum,Active,2020-07-03,03-Jul-2021,20190252787780507042
3605,"SERVICE PLUS SOLUTIONS, INC.",Corporation,07-Dec-2001,Platinum,Active,2020-07-03,10-Jul-2021,2001122821261920018
3606,PHENIX GARUDA CONSTRUCTION & DEV'T. CORP.,Corporation,01-Apr-2016,Platinum,Active,2020-07-03,03-Jul-2021,2016041674721230637195
3607,"WORLD SOLUTION TECHNOLOGY, INC.",Corporation,21-Jan-2016,Platinum,Active,2020-07-03,03-Jul-2021,2016011592891937438839
3608,PEGASUS AIR SERVICES INC,Corporation,26-Feb-2016,Platinum,Active,2020-07-03,03-Jul-2021,201602163414596356324
3609,"ERIN MILES MANPOWER AND GENERAL SERVICES, INC.",Corporation,25-Apr-2008,Platinum,Active,2020-07-03,04-Jul-2021,200804274601979313784
3610,ORLAMERA CORPORATION,Corporation,16-Sep-2014,Platinum,Active,2020-07-03,03-Jul-2021,201409114118362688413
3611,SILVERTOWN SALES,Single Proprietorship,20-Sep-2006,Platinum,Active,2020-07-03,03-Jul-2021,200609111991380244819
3612,DEN-EXPRESS MANPOWER AGENCY,Single Proprietorship,01-Jul-2014,Platinum,Active,2020-07-03,03-Jul-2021,201407106721753874776
3613,NISMALS' CORPORATION,Corporation,06-Aug-2013,Platinum,Active,2020-07-03,03-Jul-2021,20130878773965075515
3614,VIN RICE MILL,Single Proprietorship,11-Aug-2015,Platinum,Active,2020-07-03,03-Jul-2021,2015081448101885607509
3615,3TP MERCHANDISE,Single Proprietorship,30-Mar-2016,Platinum,Active,2020-07-03,03-Jul-2021,2016031671561974719040
3616,CBAP ENGINEERING SERVICES AND CONSTRUCTION SUPPLY,Single Proprietorship,06-Aug-2019,Platinum,Active,2020-07-03,03-Jul-2021,20190829193394104544
3617,G.E.R.A.R.R. TRADING,Single Proprietorship,30-Oct-2014,Platinum,Active,2020-07-03,03-Jul-2021,2014101183791654741482
3618,G ELECTRO CENTER,Single Proprietorship,18-May-2020,Platinum,Active,2020-07-03,03-Jul-2021,2020052165451910278869
3619,ORIGOLD TRADING,Single Proprietorship,06-Nov-2016,Platinum,Active,2020-07-03,03-Jul-2021,201611191588539992411
3620,STALL CONSTRUCTION SUPPLIES & SERVICES,Single Proprietorship,11-May-2005,Platinum,Active,2020-07-03,03-Jul-2021,20050573071117828250
3621,ALBERTO UY CONSTRUCTION & DEVELOPMENT,Single Proprietorship,09-Feb-2005,Platinum,Active,2020-07-03,03-Jul-2021,20050264521070277012
3622,GWGH LAND CONSULTANCY,Single Proprietorship,05-Jan-2016,Platinum,Active,2020-07-03,18-Jul-2021,201601157725837145670
3623,"HML TECHNOLOGIES AND SERVICES, INC.",Corporation,29-Oct-2018,Platinum,Active,2020-07-03,03-Jul-2021,20181070353768827833
3624,HEART AND MIND COMPUTER SERVICES AND COPY CENTER,Single Proprietorship,14-Aug-2014,Platinum,Active,2020-07-03,03-Jul-2021,2014081111351082341678
3625,ADVANCE SOLUTION ENTERPRISES,Single Proprietorship,30-Jan-2009,Platinum,Active,2020-07-03,03-Jul-2021,20090125775424081968
3626,APRIL JOY HOME DECORS AND FURNITURE,Single Proprietorship,12-Oct-2006,Platinum,Active,2020-07-03,03-Jul-2021,200610113862020864120
3627,MACROSS CONSUMER GOODS TRADING,Single Proprietorship,25-Sep-2019,Platinum,Active,2020-07-03,03-Jul-2021,201909194151704814546
3628,MCLAY BUILDERS CONSTRUCTION,Single Proprietorship,25-Jun-2020,Platinum,Active,2020-07-03,03-Jul-2021,202006219075946798046
3629,SOLEWIND BUILDERS,Single Proprietorship,21-Jun-2011,Platinum,Active,2020-07-03,03-Jul-2021,20110641851193189710
3630,EMRUS MARKETING & ENGINEERING SERVICES,Single Proprietorship,14-Jun-2016,Platinum,Active,2020-07-03,03-Jul-2021,2016061742111229599680
3631,"DOELEUR ELECTROSYSTEMS, INC.",Corporation,22-Jan-2009,Platinum,Active,2020-07-03,03-Jul-2021,200901242241742193183
3632,MARINE INBOX TRADING CORP.,Corporation,21-Mar-2011,Platinum,Active,2020-07-03,03-Jul-2021,201103396101225678801
3633,MDH CONSTRUCTION,Single Proprietorship,03-May-2017,Platinum,Active,2020-07-03,26-Jul-2021,2017051646361010473872
3634,GREAT HARVEST FOOD INDUSTRY,Single Proprietorship,15-Mar-2017,Platinum,Active,2020-07-03,03-Jul-2021,201703173785146191042
3635,EARTHWORK MOVERS,Single Proprietorship,11-Jun-2010,Platinum,Active,2020-07-03,03-Jul-2021,20100634041425123557
3636,APOLLO TECHNOLOGIES INC,Corporation,28-Aug-2012,Platinum,Active,2020-07-03,03-Jul-2021,201208579431408480851
3637,"WIN-A-PARTNER INTERNATIONAL BUSINESS,INC.",Corporation,02-Feb-2015,Platinum,Active,2020-07-03,03-Jul-2021,201502125461255204394
3638,KENMART MARKETING,Single Proprietorship,15-Apr-2008,Platinum,Active,2020-07-03,11-Jul-2021,20080419938207597424
3639,DATUIN MACHINE WORKS - MAIN OFFICE,Single Proprietorship,26-Aug-2010,Platinum,Active,2020-07-03,03-Jul-2021,20100835490375538106
3640,"RADIO PHILIPPINES NETWORK, INC.",Corporation,10-Apr-2007,Platinum,Active,2020-07-03,03-Jul-2021,200704133912088085319
3641,COMPACTOR MOTORS,Single Proprietorship,09-Nov-2009,Platinum,Active,2020-07-03,03-Jul-2021,200911294671160859621
3642,"SUPERIOR GAS AND EQUIPMENT CO., INC.",Corporation,20-Apr-2004,Platinum,Active,2020-07-03,03-Jul-2021,20040437931150284568
3643,KELA RESEARCH AND STRATEGY LTD.,Foreign Company Organization,14-Jun-2019,Platinum,Active,2020-07-03,03-Jul-2021,20190638428839690075
3644,LEA BUSINESS CORPORATION,Corporation,21-Jun-2016,Platinum,Active,2020-07-03,03-Jul-2021,2016061745411332958625
3645,JOHN-ONNIE'S TRADING,Single Proprietorship,28-Feb-2018,Platinum,Active,2020-07-03,03-Jul-2021,2018021122111950257832
3646,GOLDRICH CONSTRUCTION AND TRADING,Single Proprietorship,28-Feb-2007,Platinum,Active,2020-07-03,17-Jul-2021,20070212945932230388
3647,CCAP GEOTECH AND ENGINEERING SERVICES,Single Proprietorship,04-Dec-2013,Platinum,Active,2020-07-03,03-Jul-2021,201312887811465953231
3648,POALA FARM AGRO INDUSTRIAL SUPPLY AND GENERAL MERCHANDISE,Single Proprietorship,17-Apr-2015,Platinum,Active,2020-07-03,03-Jul-2021,2015041333201556854611
3649,"LEGAZPI OLYMPIA MARKETING, INC. DOING BUSINESS UNDER THENAME AND STYLE OF LEGAZPI OLYMPIA MERCHANDISING",Corporation,06-Aug-2013,Platinum,Active,2020-07-03,14-Aug-2021,201308786871723199650
3650,RK STAR ECOENGINEERING,Single Proprietorship,22-Jan-2013,Platinum,Active,2020-07-03,30-Jul-2021,20130164587235785360
3651,LEGAZPI ALIBAR FOODS INC.,Corporation,22-May-2018,Platinum,Active,2020-07-03,03-Jul-2021,201805985761035366680
3652,APDS AUTOMATION AND POWER DISTRIBUTION SERVICES,Single Proprietorship,06-Mar-2014,Platinum,Active,2020-07-03,03-Jul-2021,201403960312146682751
3653,MYK'S WATER HUB REFILLING STATION,Single Proprietorship,26-May-2020,Platinum,Active,2020-07-03,03-Jul-2021,2020052170461809363383
3654,SADIWA VEGETABLE STORE,Single Proprietorship,28-Aug-2013,Platinum,Active,2020-07-03,03-Jul-2021,20130880046591879885
3655,SOUND PORT RESORT AND RESTAURANT,Single Proprietorship,12-Dec-2017,Platinum,Active,2020-07-03,03-Jul-2021,20171212412349313703
3656,"COMMANDER SECURITY SERVICES, INC.",Corporation,13-Dec-2004,Platinum,Active,2020-07-03,03-Jul-2021,20041259021878231680
3657,LAOHOO BUILDING RENTALS,Single Proprietorship,31-Aug-2018,Platinum,Active,2020-07-03,03-Jul-2021,2018088094670459619
3658,"PRIMOVER CONSULTANCY SERVICES, INC.",Corporation,20-Sep-2013,Platinum,Active,2020-07-03,03-Jul-2021,201309827201006813227
3659,GOLDEN ARROW ELECTROCARE CORP.,Corporation,14-Feb-2017,Platinum,Active,2020-07-03,03-Jul-2021,2017021799831269682561
3660,ZURCERVS SERVICES CORPORATION,Corporation,17-May-2016,Platinum,Active,2020-07-03,03-Jul-2021,2016051712262126544916
3661,ACE CENTERPOINT,Single Proprietorship,09-Dec-2009,Platinum,Active,2020-07-03,23-Jul-2021,200912300232093971005
3662,MHFIVE ORGANIC PRODUCTS TRADING,Single Proprietorship,11-Feb-2019,Platinum,Active,2020-07-03,03-Jul-2021,20190255699410493993
3663,SCHEIRMAN CONSTRUCTION CONSOLIDATED INC.,Corporation,07-Aug-2017,Platinum,Active,2020-07-03,03-Jul-2021,201708147265930946604
3664,MILSEB TRADING AND GENERAL MERCHANDISE,Single Proprietorship,19-Feb-2008,Platinum,Active,2020-07-03,03-Jul-2021,20080218919658831765
3665,DLBB PAPEL LAPIS ATBP,Single Proprietorship,01-Jul-2015,Platinum,Active,2020-07-03,27-Jul-2021,201507140607240467602
3666,HJNS CONSTRUCTION AND SUPPLY,Single Proprietorship,17-Mar-2020,Platinum,Active,2020-07-03,03-Jul-2021,2020032144741065959840
3667,79 CORNERSTONE CONSTRUCTION DEVELOPMENT CORPORATION,Corporation,20-May-2014,Platinum,Active,2020-07-03,03-Jul-2021,201405102403466771726
3668,AU-LAND ENTERPRISES,Single Proprietorship,01-Apr-2013,Platinum,Active,2020-07-03,19-Jul-2021,201304691272132004378
3669,RB PCSAVER TRADING,Single Proprietorship,11-Oct-2005,Platinum,Active,2020-07-03,03-Jul-2021,20051085292019536754
3670,THE BRAIN COMPUTER CORPORATION,Corporation,29-Jun-2001,Platinum,Active,2020-07-03,17-Jul-2021,200106114731152036981
3671,PFS CORPORATION,Corporation,25-Jun-2020,Platinum,Active,2020-07-03,03-Jul-2021,2020062192291624693481
3672,AMOROLFO MARKETING,Single Proprietorship,30-Jan-2014,Platinum,Active,2020-07-03,03-Jul-2021,20140192494869875970
3673,ORACLE ( PHILS. ) CORP.,Corporation,19-Jun-2002,Platinum,Active,2020-07-03,31-Jul-2021,200206115373440651565
3674,DANLUIQUE ELECTRO MECHANICAL SUPPLY CORP,Corporation,25-Jan-2016,Platinum,Active,2020-07-03,03-Jul-2021,2016011597201328261992
3675,CJ LHANZ TRADING AND COMPUTER CENTER,Single Proprietorship,16-Feb-2010,Platinum,Active,2020-07-03,03-Jul-2021,20100232118309831249
3676,OAKWEN MARKETING,Single Proprietorship,13-Apr-2007,Platinum,Active,2020-07-03,03-Jul-2021,200704134301253481760
3677,APRIL ROSE ENT. & BUILDERS,Single Proprietorship,29-Apr-2010,Platinum,Active,2020-07-03,03-Jul-2021,20100433462151180007
3678,FARMACIA NORHIZA,Single Proprietorship,26-Mar-2004,Platinum,Active,2020-07-03,18-Jul-2021,20040335961167278963
3679,"PHARMA GALENX INNOVATIONS, INC.",Corporation,06-Nov-2018,Platinum,Active,2020-07-03,03-Jul-2021,201811697881556280066
3680,FLEXY MEDICAL SUPPLY,Single Proprietorship,05-May-2020,Platinum,Active,2020-07-03,03-Jul-2021,2020052160872129573071
3681,347 SCHOOL OFFICE SUPPLIES INC.,Corporation,21-Sep-2011,Platinum,Active,2020-07-03,05-Jul-2021,20110944169602051559
3682,REALPRINT ENTERPRISES,Single Proprietorship,01-Jul-2009,Platinum,Active,2020-07-03,14-Aug-2021,200907274371273092827
3683,PHILIPPINE AYYU DIVERSIFIED CORPORATION,Corporation,10-Jul-2018,Platinum,Active,2020-07-03,03-Jul-2021,201807903971791291012
3684,DAVOCOL'S GENERAL MERCHANDISE,Single Proprietorship,29-Jul-2010,Platinum,Active,2020-07-03,05-Jul-2021,201007348691341351624
3685,TSG IT ADVANCED SYSTEMS LTD.,Foreign Company Organization,13-Jul-2018,Platinum,Active,2020-07-03,03-Jul-2021,201807899662024707844
3686,"ST. MORITZ SECURITY AGENCY, INC.",Corporation,09-Jul-2004,Platinum,Active,2020-07-02,02-Jul-2021,2004074419758362999
3687,CCMALUENDA CONSTRUCTION INC,Corporation,09-Mar-2018,Platinum,Active,2020-07-02,02-Jul-2021,201803110303993689547
3688,"CHILDHOOD LEARNERS & READERS PUBLICATIONS, INC.",Corporation,01-Dec-2005,Platinum,Active,2020-07-02,02-Jul-2021,20051288921252860920
3689,TRIBATA CONSTRUCTION AND DEVELOPMENT,Single Proprietorship,28-Nov-2012,Platinum,Active,2020-07-02,02-Jul-2021,201211626872076104532
3690,ROSARY GASOLINE STATION,Single Proprietorship,16-Apr-2015,Platinum,Active,2020-07-02,22-Jul-2021,201504133164290169716
3691,"GEMARC ENTERPRISES, INCORPORATED",Corporation,10-Jun-2005,Platinum,Active,2020-07-02,21-Jul-2021,20050675711531639466
3692,TALISAYON MULTI-PURPOSE COOPERATIVE,Cooperative,08-Jul-2017,Platinum,Active,2020-07-02,27-Jul-2021,201707152455357709394
3693,UNIFEM TRADING,Single Proprietorship,04-May-2009,Platinum,Active,2020-07-02,06-Jul-2021,200905263161486211285
3694,KAWAN AGRICULTURAL FARM,Single Proprietorship,23-Mar-2020,Platinum,Active,2020-07-02,02-Jul-2021,202003214952255982540
3695,TRI-ACCESS VETERINARY TRADING CORP.,Corporation,26-Mar-2012,Platinum,Active,2020-07-02,02-Jul-2021,20120350957565702390
3696,"GOLDEN EYE SECURITY AGENCY CO., INC.",Corporation,17-Dec-2018,Platinum,Active,2020-07-02,02-Jul-2021,20181262665467484015
3697,"INT'L. PECAN DISTY, INC.",Corporation,20-Jun-2014,Platinum,Active,2020-07-02,02-Jul-2021,2014061056521699697228
3698,IDEAS ASSOCIATED SOLUTIONS,Single Proprietorship,12-Feb-2007,Platinum,Active,2020-07-02,02-Jul-2021,20070212577877836002
3699,GCMED PHARMACEUTICAL DISTRIBUTOR,Single Proprietorship,24-Feb-2016,Platinum,Active,2020-07-02,30-Jul-2021,2016021630731671153207
3700,PETT BUILDERS,Single Proprietorship,11-Mar-2004,Platinum,Active,2020-07-02,02-Jul-2021,2004033416524148714
3701,IMMACON CORPORATION,Corporation,25-Feb-2011,Platinum,Active,2020-07-02,02-Jul-2021,201102389832017542236
3702,"ADMEREX SOLUTIONS, INC.",Corporation,16-Jun-2014,Platinum,Active,2020-07-02,02-Jul-2021,2014061052021240713388
3703,"BLACK GURKA SECURITY AGENCY, INC.",Corporation,30-Jan-2018,Platinum,Active,2020-07-02,02-Jul-2021,201801117661354386441
3704,ELECSYS POWER CORPORATION,Corporation,22-Jan-2013,Platinum,Active,2020-07-02,07-Aug-2021,201301645092034135449
3705,NTCCL RICE SUPPLY TRADING,Single Proprietorship,24-Jul-2018,Platinum,Active,2020-07-02,02-Jul-2021,20180787709683888539
3706,AJJ CONSTRUCTION AND SUPPLY,Single Proprietorship,25-Jun-2020,Platinum,Active,2020-07-02,02-Jul-2021,202006219209972380848
3707,"GLO-CAL ADVANCED SYSTEMS, INC.",Corporation,28-Oct-2009,Platinum,Active,2020-07-02,02-Jul-2021,200910292761161012105
3708,HLYC TRADING,Single Proprietorship,19-Apr-2007,Platinum,Active,2020-07-02,18-Jul-2021,2007041347753642374
3709,SKY-PEN CONSULTANCY AND CONSTRUCTION CORP.,Corporation,26-May-2020,Platinum,Active,2020-07-02,02-Jul-2021,202005217097418462925
3710,MARIA VENUS BUILDER'S SUPPLY,Single Proprietorship,22-Oct-2010,Platinum,Active,2020-07-02,01-Aug-2021,201010105642894029143
3711,EVERLAND AGRI CORPORATION,Corporation,04-Jun-2020,Platinum,Active,2020-07-02,02-Jul-2021,202006217746395770052
3712,MAASIN SHELL STATION,Single Proprietorship,16-Sep-2013,Platinum,Active,2020-07-02,02-Jul-2021,20130982234831114278
3713,TEAM ALBAY YOUTH ORGANIZATIONS (TAYO) INC.,Corporation,08-Nov-2017,Platinum,Active,2020-07-02,02-Jul-2021,2017111295462112025771
3714,FORMAN CONSTRUCTION SERVICES,Single Proprietorship,02-Mar-2011,Platinum,Active,2020-07-02,15-Jul-2021,20110339083442324716
3715,"ILAB TURNKEY INDUSTRIES, INC.",Corporation,21-Jun-2016,Platinum,Active,2020-07-02,02-Jul-2021,2016061745391591706800
3716,JC MAGPANTAY TRADING,Single Proprietorship,11-Aug-2011,Platinum,Active,2020-07-02,02-Jul-2021,201108431851679270983
3717,INFINNOMED ENTERPRISE,Single Proprietorship,05-Jul-2010,Platinum,Active,2020-07-02,26-Aug-2021,201007343951839839468
3718,"PHILCOX (PHILIPPINES), INC.",Corporation,04-Jan-2002,Platinum,Active,2020-07-02,05-Aug-2021,2002013001518491520
3719,"ILOILO MARISON, INCORPORATED",Corporation,12-Jul-2019,Platinum,Active,2020-07-02,30-Jul-2021,201907332671131193193
3720,V.P. AMPOSTA PETRON STATION,Single Proprietorship,18-May-2018,Platinum,Active,2020-07-02,02-Jul-2021,20180599302774045885
3721,GARCIANO CONSTRUCTION AND BUILDERS SUPPLY,Single Proprietorship,20-Jun-2014,Platinum,Active,2020-07-02,01-Aug-2021,20140610564694607041
3722,YOURMED MARKETING,Single Proprietorship,22-Dec-2010,Platinum,Active,2020-07-02,02-Jul-2021,201012374031803673493
3723,MILLENIUM ACCESS CORPORATION,Corporation,20-Nov-2019,Platinum,Active,2020-07-02,02-Jul-2021,20191187891785015292
3724,ZAYCOLAND RESORT AND HOTEL,Corporation,10-Jul-2015,Platinum,Active,2020-07-02,02-Jul-2021,2015071416042056809940
3725,T. N. RAMOS CONSTRUCTION AND DEVELOPMENT CORPORATION,Corporation,27-Aug-2008,Platinum,Active,2020-07-02,09-Aug-2021,20080822131905115904
3726,"OP COMMUNICATIONS, INC.",Corporation,23-Oct-2003,Platinum,Active,2020-07-02,02-Jul-2021,2003101950951028682
3727,NDTECH AVIATION SERVICES,Single Proprietorship,06-Nov-2014,Platinum,Active,2020-07-02,02-Jul-2021,201411118909788451527
3728,EDFROBON CONSTRUCTION SERVICES INCORPORATED,Corporation,15-Mar-2012,Platinum,Active,2020-07-02,02-Jul-2021,20120350328854686863
3729,GD COMMERCIAL,Single Proprietorship,13-Apr-2011,Platinum,Active,2020-07-02,02-Jul-2021,2011044041389886459
3730,ENPALAPALAD DIAGNOSTIC CENTER,Single Proprietorship,14-Nov-2014,Platinum,Active,2020-07-02,02-Jul-2021,201411120006723141033
3731,ALROSE PRINTING SERVICES,Single Proprietorship,19-Aug-2008,Platinum,Active,2020-07-02,05-Jul-2021,200808220211385571997
3732,AKRIZ PRINTING PRESS,Single Proprietorship,27-Jul-2009,Platinum,Active,2020-07-02,02-Jul-2021,20090727876780723138
3733,TACLOBAN SHELL SERVICE STATION,Single Proprietorship,19-Mar-2013,Platinum,Active,2020-07-02,02-Jul-2021,20130368575267751444
3734,"AGP SALES AND BUILDING SERVICES, INC.",Corporation,25-Jul-2005,Platinum,Active,2020-07-02,02-Jul-2021,2005077885361676913
3735,PHARMALLY PHARMACEUTICAL CORPORATION,Corporation,06-Feb-2020,Platinum,Active,2020-07-02,02-Jul-2021,2020022098561022951402
3736,GAZEBO POOL AND RESTAURANT,Single Proprietorship,24-Mar-2014,Platinum,Active,2020-07-02,02-Jul-2021,2014039772686347939
3737,ST. FRANCIS SQUARE DEVELOPMENT CORPORATION DOING BUSINESSUNDER THE NAME AND STYLE OF ST. FRANCIS HOTELS,Corporation,17-Apr-2012,Platinum,Active,2020-07-02,02-Jul-2021,2012041433281937961128
3738,CAMCU CONSTRUCTION AND SUPPLIES,Single Proprietorship,25-Jun-2007,Platinum,Active,2020-07-02,02-Jul-2021,200706144503786149900
3739,ARNALDO'S HOTEL AND RESTAURANT,Single Proprietorship,20-Jan-2012,Platinum,Active,2020-07-02,02-Jul-2021,201201473081784201889
3740,HI-GRADE LIQUID OXYGEN CORPORATION,Corporation,30-Mar-2009,Platinum,Active,2020-07-02,02-Jul-2021,200903257841915049514
3741,TOYOTA CALAMBA LAGUNA INC,Corporation,23-May-2013,Platinum,Active,2020-07-02,02-Jul-2021,201305723861607333673
3742,GREENWALL CONSTRUCTION,Single Proprietorship,13-Jun-2007,Platinum,Active,2020-07-02,15-Jul-2021,200706142231528325896
3743,FORTWORTH INC,Corporation,02-Feb-2016,Platinum,Active,2020-07-02,02-Jul-2021,2016021605591903335553
3744,IA CASTAÑEDA CONSTRUCTION AND SUPPLY,Single Proprietorship,27-Mar-2015,Platinum,Active,2020-07-02,02-Jul-2021,201503131529264057421
3745,EROB TRADING,Single Proprietorship,09-May-2017,Platinum,Active,2020-07-02,02-Jul-2021,201705163703509759940
3746,INSIGHT SYSTEMS INTERNATIONAL CORPORATION,Corporation,17-Nov-2003,Platinum,Active,2020-07-02,02-Jul-2021,20031113538248819185
3747,HIGH RISER CONSTRUCTION & TRADING,Single Proprietorship,10-Sep-2012,Platinum,Active,2020-07-02,02-Jul-2021,20120958648888396224
3748,SYSTRA PHILIPPINES INCORPORATED,Corporation,29-Jul-2008,Platinum,Active,2020-07-02,02-Jul-2021,20080721738104152208
3749,ON TIME BUILDERS INCORPORATED,Corporation,04-Apr-2017,Platinum,Active,2020-07-02,02-Jul-2021,201704169152313807350
3750,REINN MATTEA GENERAL MERCHANDISE,Single Proprietorship,18-Jan-2016,Platinum,Active,2020-07-02,02-Jul-2021,201601158944387048896
3751,RIVADULLA CONSTRUCTION AND REALTY,Single Proprietorship,23-Jun-2020,Platinum,Active,2020-07-02,02-Jul-2021,2020062189391683010855
3752,NBLM ENTERPRISES,Single Proprietorship,25-Aug-2009,Platinum,Active,2020-07-02,02-Jul-2021,20090828322553778729
3753,COV MEDICAL SUPPLIES AND EQUIPMENTS,Single Proprietorship,15-Dec-2014,Platinum,Active,2020-07-02,02-Jul-2021,2014121224601360801362
3754,G4S CASH SOLUTIONS PHILIPPINES INC.,Corporation,20-Jun-2012,Platinum,Active,2020-07-02,29-Jul-2021,201206546031279785166
3755,"NEW BIAN YEK COMMERCIAL, INC.",Corporation,20-May-2004,Platinum,Active,2020-07-02,23-Jul-2021,2004053986929625872
3756,"RIVERSIDE PARTS MASTER, INCORPORATED",Corporation,23-Jul-2015,Platinum,Active,2020-07-02,02-Jul-2021,201507142886308184124
3757,WILAN BUILDERS DEVELOPMENT CORPORATION,Corporation,20-Dec-2019,Platinum,Active,2020-07-02,02-Jul-2021,201912463446827004
