,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
194,OVERLAND P BULILIT STATION,Single Proprietorship,28-Nov-2019,Platinum,Active,13-Dec-2019,13-Dec-2020,20200773851372093877
195,G SONS MULTI VENTURE INC.,Corporation,28-Nov-2019,Platinum,Active,16-Dec-2019,16-Dec-2020,2020077377513938915
196,3GX COMPUTERS & I.T. SOLUTIONS,Single Proprietorship,19-May-2005,Platinum,Active,16-Aug-2019,16-Aug-2020,2020087376847512609
197,ACT INDUSTRIAL ENTERPRISES & TECHNO SYSTEMS INC.,Corporation,12-May-2005,Platinum,Active,20-Sep-2019,20-Sep-2020,20200273241985560340
198,"LOCKHEED MARTIN GLOBAL, INC.",Foreign Company Organization,28-Nov-2019,Platinum,Active,13-Dec-2019,13-Dec-2020,202002730627095286
199,BRITESKY ENTERPRISES - PARAÑAQUE BRANCH,Single Proprietorship,29-Nov-2019,Platinum,Active,29-Nov-2019,29-Nov-2020,20200672741469208388
200,TOOLAN BUILDERS,Single Proprietorship,29-Nov-2019,Platinum,Active,16-Dec-2019,16-Dec-2020,20200372532040283191
201,FAIR-ALL MARKETING,Single Proprietorship,28-Apr-2005,Platinum,Active,22-Oct-2019,10-Nov-2020,20200272291254710196
202,DIAZ AQUINO CONSTRUCTION CORP.,Corporation,29-Nov-2019,Platinum,Active,06-Dec-2019,06-Dec-2020,2020087174231267856
203,D.M. MALIWANAG BUILDERS AND ENTERPRISES,Single Proprietorship,21-Apr-2005,Platinum,Active,18-Nov-2019,18-Nov-2020,20200371691392794958
204,JASA BUILDERS,Single Proprietorship,18-Apr-2005,Platinum,Active,20-Aug-2019,23-Aug-2020,20200771302127180705
205,"KANE CONSTRUCTION, INC.",Corporation,15-Apr-2005,Platinum,Active,31-Oct-2019,21-Nov-2020,20200271121049527611
206,T.N.G CONSTRUCTION CORPORATION,Corporation,02-Dec-2019,Platinum,Active,10-Dec-2019,10-Dec-2020,2020027097530917241
207,"DAVAO DURIAN LAUNDRY SERVICES, CO.",Partnership,05-Apr-2005,Platinum,Active,11-Oct-2019,11-Oct-2020,20200770391408934988
208,JR & JP ENTERPRISES,Single Proprietorship,05-Apr-2005,Platinum,Active,16-Jan-2020,17-Mar-2021,20200770351031333452
209,ITDC SYSTEMS DEVELOPMENT SERVICES,Single Proprietorship,02-Dec-2019,Platinum,Active,13-Dec-2019,13-Dec-2020,2020027004891439812
210,METROBUILD CONSTRUCTION CORP,Corporation,02-Dec-2019,Platinum,Active,18-Dec-2019,18-Dec-2020,20200368992021425846
211,JITS CONSTRUCTION CORPORATION,Corporation,13-Oct-2005,Platinum,Active,09-Oct-2019,16-Oct-2020,20200785571122107233
212,R.B. SORIANO CONSTRUCTION,Single Proprietorship,05-Oct-2005,Platinum,Active,04-Sep-2019,10-Sep-2020,2020028480880165051
213,PETAL TRADING & SERVICES,Single Proprietorship,28-Sep-2005,Platinum,Active,20-Sep-2019,28-Oct-2020,20200384081057970233
214,AJN CONSTRUCTION INC.,Corporation,25-Nov-2019,Platinum,Active,06-Dec-2019,06-Dec-2020,20200282741143220354
215,CHARISMA SNACK HOUSE & CATERING SERVICE,Single Proprietorship,07-Sep-2005,Platinum,Active,14-Jan-2020,14-Jan-2021,2020088243734970386
216,IKM BUILDERS AND CONSTRUCTION SUPPLY CORPORATION,Corporation,25-Nov-2019,Platinum,Active,29-Nov-2019,29-Nov-2020,20200781122047952576
217,KML187 SECURITY SERVICE CORPORATION,Corporation,25-Nov-2019,Platinum,Active,15-Jan-2020,15-Jan-2021,20200280791857957916
218,ROCKSTONE CONSTRUCTION SERVICES & SUPPLY,Single Proprietorship,16-Aug-2005,Platinum,Active,09-Sep-2019,09-Sep-2020,20200680381519944613
219,I.L.M.O. MARKETING,Single Proprietorship,29-Jul-2005,Platinum,Active,02-Oct-2019,02-Oct-2020,2020087911818843655
220,A.I. AGSALUD PRINTING PRESS,Single Proprietorship,25-Jul-2005,Platinum,Active,26-Dec-2019,26-Dec-2020,20200278821959191186
221,ELECTRON COMTRONICS AND SERVICE CENTER,Single Proprietorship,21-Jul-2005,Platinum,Active,21-Oct-2019,21-Oct-2020,2020027861535221918
222,"ASIAN HYBRID SEED TECHNOLOGIES, INC.",Corporation,08-Jul-2005,Platinum,Active,17-Sep-2019,25-Oct-2020,20200477772024918585
223,RISING ERA DYNASTY INC- GENSAN,Corporation,27-Nov-2019,Platinum,Active,05-Dec-2019,05-Dec-2020,2020027756539532649
224,FASTLINK COMPUTER CO.,Corporation,04-Jul-2005,Platinum,Active,26-Nov-2019,26-Nov-2020,2020027731873753358
225,KARANGYAN BUILDERS &TRADERS,Single Proprietorship,28-Jun-2005,Platinum,Active,06-Dec-2019,12-Dec-2020,20200577071196263744
226,"TRISTARLINE CO., INCORPORATED",Partnership,10-Jun-2005,Platinum,Active,10-Jan-2020,10-Jan-2021,20200275651161012892
227,ONLINE COMPUTER CENTER CORP,Corporation,09-Jun-2005,Platinum,Active,01-Oct-2019,01-Oct-2020,2020067551123859602
228,NAEA FARMS,Single Proprietorship,08-Jun-2005,Platinum,Active,03-Oct-2019,07-Oct-2020,20200275411334389415
229,MARTONI GENERAL MERCHANDISE,Single Proprietorship,08-Jun-2005,Platinum,Active,20-Aug-2019,20-Aug-2020,20200675371175070384
230,SAMANTHA ENTERPRISES,Single Proprietorship,05-Jun-2005,Platinum,Active,11-Oct-2019,26-Oct-2020,2020087500381851122
231,LONG ISLAND BUILDERS & CONSTRUCTION,Single Proprietorship,20-Feb-2006,Platinum,Active,12-Nov-2019,29-Dec-2020,20200494781442700151
232,METRO CLARK WASTE MANAGEMENT CORP.,Corporation,15-Feb-2006,Platinum,Active,09-Dec-2019,18-Jan-2021,20200294471871964827
233,"MEDILINES DISTRIBUTORS, INC.",Corporation,01-Feb-2006,Platinum,Active,12-Dec-2019,18-Dec-2020,20200293311791070708
234,"HI-TECH INSTRUMENTS, INC.",Corporation,31-Jan-2006,Platinum,Active,02-Oct-2019,04-Oct-2020,20200293111169085719
235,ADA MANUFACTURING CORPORATION,Corporation,21-Jan-2006,Platinum,Active,26-Sep-2019,10-Oct-2020,2020069219148994636
236,R.E. SINGSON CONSTRUCTION,Single Proprietorship,18-Jan-2006,Platinum,Active,14-Oct-2019,29-Oct-2020,2020089204698669711
237,ASE MOONSTONE ENTERPRISES,Single Proprietorship,19-Nov-2019,Platinum,Active,20-Dec-2019,20-Dec-2020,2020039079733720341
238,D. A. CADELIÑA CONSTRUCTION,Single Proprietorship,30-Dec-2005,Platinum,Active,15-Nov-2019,19-Dec-2020,20200390611755664794
239,DOUBLE M ENTERPRISES,Single Proprietorship,19-Nov-2019,Platinum,Active,28-Jan-2020,28-Jan-2021,20200290402141807687
240,E.T. LATAWAN CONSTRUCTION,Single Proprietorship,15-Dec-2005,Platinum,Active,11-Nov-2019,11-Nov-2020,20200790091827581660
241,GOLDFINGER BUILDERS,Single Proprietorship,08-Dec-2005,Platinum,Active,27-Aug-2019,10-Sep-2020,20200689621658199599
242,"ADVANCE FORCES SECURITY AND INVESTIGATION SERVICES, INC.",Corporation,02-Dec-2005,Platinum,Active,16-Sep-2019,16-Sep-2020,20200789111036730605
243,GREAT BREED ENTERPRISES COMPANY,Partnership,30-Nov-2005,Platinum,Active,31-Oct-2019,15-Nov-2020,2020028890235784873
244,COLORADO SHIPYARD CORPORATION,Corporation,25-Nov-2005,Platinum,Active,11-Nov-2019,18-Nov-2020,20200688681818588244
245,GBF PHARMA AND MEDICAL SUPPLIES,Single Proprietorship,23-Nov-2005,Platinum,Active,15-Jan-2020,15-Jan-2021,20200688231017413964
246,ANROL CONSTRUCTION,Single Proprietorship,16-Nov-2005,Platinum,Active,08-Jan-2020,14-Jan-2021,20200787861585302804
247,CMPT MANPOWER SERVICES,Single Proprietorship,14-Nov-2005,Platinum,Active,12-Dec-2019,12-Dec-2020,2020068765810821521
248,M.C.S. GENERAL MERCHANDISE,Single Proprietorship,26-Oct-2005,Platinum,Active,27-Jan-2020,04-Feb-2021,20200686731917014611
249,RC TELECOMM RESOURCES,Single Proprietorship,24-Oct-2005,Platinum,Active,13-Sep-2019,13-Sep-2020,20200286322047803255
250,LANDMARX PROPERTY DEVELOPMENT & CONSTRCUTION CORP,Corporation,21-Nov-2019,Platinum,Active,29-Nov-2019,29-Nov-2020,20200286191181935404
251,STA. CLARA INTERNATIONAL CORPORATION,Corporation,30-Jul-2006,Platinum,Active,11-Dec-2019,17-Dec-2020,20200710709741643892
252,RF CONSTRUCTION AND DEVELOPMENT CORPORATION,Corporation,12-Nov-2019,Platinum,Active,03-Dec-2019,03-Dec-2020,202008106921373761217
253,CITI COGENT PETROLEUM TRADING,Single Proprietorship,12-Nov-2019,Platinum,Active,22-Nov-2019,22-Nov-2020,20200210643557242188
254,"MEDISAFE PHILIPPINES, INCORPORATED",Corporation,15-Jul-2006,Platinum,Active,12-Dec-2019,20-Dec-2020,202002106001575075916
255,CRL CALABARQUEZ CORPORATION,Corporation,07-Jul-2006,Platinum,Active,24-Oct-2019,24-Oct-2020,202002105531699040492
256,CRL ENVIRONMENTAL CORPORATION,Corporation,07-Jul-2006,Platinum,Active,30-Sep-2019,30-Sep-2020,202002105491319678691
257,LEONARD PRINTS INC.,Corporation,29-Jun-2006,Platinum,Active,20-Nov-2019,22-Nov-2020,202002104871761272841
258,JOSMARC ENTERPRISES,Single Proprietorship,07-Jun-2006,Platinum,Active,25-Oct-2019,20-Dec-2020,20200710330527311013
259,FGS JANITORIAL SERVICES,Single Proprietorship,13-Nov-2019,Platinum,Active,27-Nov-2019,27-Nov-2020,20200210323302808833
260,"FIRST HYDROCARE PHILS., INC.",Corporation,05-Jun-2006,Platinum,Active,04-Nov-2019,14-Nov-2020,202008103071459994522
261,MAYOKINS CONSTRUCTION,Single Proprietorship,25-May-2006,Platinum,Active,27-Nov-2019,03-Dec-2020,202007102321051075687
262,JCW CONSTRUCTION,Single Proprietorship,17-May-2006,Platinum,Active,05-Sep-2019,05-Sep-2020,202005101891725947798
263,KORECS PRINTING HAUZ INC,Corporation,14-Nov-2019,Platinum,Active,28-Nov-2019,28-Nov-2020,202002100481115852253
264,RUDY D. FRANCISCO RICE MILL,Single Proprietorship,25-Apr-2006,Platinum,Active,03-Dec-2019,03-Dec-2020,20200310033852967301
265,MANDIIT CONSTRUCTION SERVICES,Single Proprietorship,14-Nov-2019,Platinum,Active,29-Nov-2019,29-Nov-2020,20200610012392988504
266,UNICENTER COMMUNICATIONS,Single Proprietorship,12-Apr-2006,Platinum,Active,06-Nov-2019,11-Nov-2020,20200399531796969988
267,UG SIBLINGS CONSTRUCTION CO.,Partnership,15-Nov-2019,Platinum,Active,21-Nov-2019,21-Nov-2020,2020059883393211022
268,CIFRA MARKETING CORPORATION,Corporation,16-Mar-2006,Platinum,Active,15-Jan-2020,15-Jan-2021,20200797471650399259
269,"GOLDEN BOOKS SERVICES, INC.",Corporation,03-Mar-2006,Platinum,Active,19-Nov-2019,21-Nov-2020,20200296041262839193
270,R. ESPINELI TRADING,Single Proprietorship,28-Feb-2006,Platinum,Active,13-Sep-2019,13-Sep-2020,2020069567641788761
271,ROLANDO C. SICCION SURVEYING OFFICE,Single Proprietorship,16-Nov-2006,Platinum,Active,06-Nov-2019,12-Nov-2020,202002117251618575068
272,"FA NEPOMUCENO CONSTRUCTION & DEV'T, INC.",Corporation,13-Nov-2006,Platinum,Active,17-Jan-2020,17-Jan-2021,202002116772140191977
273,"ZANORTE INDUSTRIES, INC.",Corporation,09-Nov-2006,Platinum,Active,20-Dec-2019,20-Dec-2020,202002116591741050320
274,FOODSPHERE INC.,Corporation,08-Nov-2006,Platinum,Active,01-Oct-2019,23-Nov-2020,20200711639425241017
275,"ASIAPHIL, INCORPORATED",Corporation,02-Sep-2003,Platinum,Active,05-Dec-2019,05-Dec-2020,202006115931676683342
276,SL AGRITECH CORPORATION,Corporation,02-Nov-2006,Platinum,Active,08-Nov-2019,24-Nov-2020,202002115811207950664
277,REDGUTZ TRADING,Single Proprietorship,07-Nov-2019,Platinum,Active,20-Nov-2019,20-Nov-2020,20200711492486384606
278,ATOS SERVICES (M) SDN. BHD.,Foreign Company Organization,07-Nov-2019,Platinum,Active,03-Dec-2019,03-Dec-2020,2020021145215485521
279,"CLIXLOGIC, INC.",Corporation,16-Oct-2006,Platinum,Active,10-Dec-2019,10-Dec-2020,202003114261869088647
280,"MIX AVIATION MAINTENANCE PRODUCTS, INC.",Corporation,03-Oct-2006,Platinum,Active,27-Aug-2019,27-Aug-2020,2020051131785705423
281,YUNIER EDUCATIONAL SUPPLIES,Single Proprietorship,08-Nov-2019,Platinum,Active,15-Jan-2020,15-Jan-2021,202003112741962902170
282,INNOVALITE ELECTRICAL ENTERPRISE,Single Proprietorship,09-Sep-2003,Platinum,Active,22-Jan-2020,15-Feb-2021,202004112551128556144
283,PROJECTS DESIGN PLUS ARCHITECTURE MANAGEMENT CORP.,Corporation,08-Nov-2019,Platinum,Active,19-Dec-2019,19-Dec-2020,202006112061083171778
284,COMCLARK NETWORK AND TECHNOLOGY CORPORATION,Corporation,14-Sep-2006,Platinum,Active,11-Dec-2019,14-Dec-2020,20200611135864790621
285,KIT UBIADAS CONSTRUCTION CORPORATION,Corporation,13-Sep-2006,Platinum,Active,21-Nov-2019,23-Nov-2020,202008111071511203105
286,MLT TRADING AND CONSTRUCTION,Single Proprietorship,08-Nov-2019,Platinum,Active,26-Nov-2019,26-Nov-2020,20200211096666306110
287,PBL BUILDERS & SUPPLY,Single Proprietorship,06-Sep-2006,Platinum,Active,26-Nov-2019,08-Dec-2020,20200711032199246078
288,IRON ELK HEAVY AND DIVING EQUIPMENT,Single Proprietorship,11-Nov-2019,Platinum,Active,11-Dec-2019,11-Dec-2020,202002109401741638348
289,"A N ESCALANTE CONSTRUCTION, INC.",Corporation,24-Aug-2006,Platinum,Active,04-Dec-2019,04-Dec-2020,20200310906914158256
290,SVI INFORMATION SERVICES CORPORATION,Corporation,15-Aug-2006,Platinum,Active,13-Dec-2019,17-Dec-2020,202007108482117425515
291,TSD BUILDERS CONSTRUCTION AND SUPPLY,Single Proprietorship,16-Jan-2007,Platinum,Active,23-Oct-2019,24-Oct-2020,20200612201766244080
292,EBSO ENTERPRISES,Single Proprietorship,15-Jan-2007,Platinum,Active,28-Nov-2019,22-Dec-2020,202007121871533857727
293,"ZAFIRE DISTRIBUTORS, INC.",Corporation,15-Jan-2007,Platinum,Active,21-Jan-2020,29-Jan-2021,202002121611154560699
294,CENTURY RESORT HOTEL CORPORATION,Corporation,04-Jan-2007,Platinum,Active,30-Aug-2019,30-Aug-2020,202003121061960550600
295,BAJ PHARMACEUTICALS,Single Proprietorship,18-Dec-2006,Platinum,Active,16-Jan-2020,19-Jan-2021,20200812029790679336
296,BACULI ENGINEERING CONSTRUCTION AND SUPPLY,Single Proprietorship,05-Nov-2019,Platinum,Active,13-Dec-2019,13-Dec-2020,202006120001340490770
297,P-SQUARE ASSOCIATES CO.,Partnership,11-Dec-2006,Platinum,Active,21-Nov-2019,21-Nov-2020,20200611987821462568
298,"CEBU 7H TECHNOCHEM INDUSTRIES, INC.",Corporation,08-Dec-2006,Platinum,Active,24-Oct-2019,24-Oct-2020,202002119752134436126
299,SWPKS IT SOLUTIONS INC.,Corporation,05-Nov-2019,Platinum,Active,11-Nov-2019,11-Nov-2020,202003119601968115405
300,"MOUNT CARMEL SECURITY AGENCY, INC.",Corporation,05-Dec-2006,Platinum,Active,15-Oct-2019,29-Oct-2020,20200811941149664999
301,SOLID ROCK CONSTRUCTION SERVICES,Single Proprietorship,28-Nov-2006,Platinum,Active,26-Sep-2019,26-Sep-2020,2020071188038409701
302,JUNNA INDUSTRIAL CORPORATION,Corporation,15-Jun-2001,Platinum,Active,30-Sep-2019,07-Nov-2020,202007118781030885297
303,PROFILES ASIA PACIFIC INC,Corporation,11-Jan-2005,Platinum,Active,04-Dec-2019,04-Dec-2020,202008118611257232813
304,URBAN ENGINEERS,Partnership,27-Nov-2006,Platinum,Active,24-Jan-2020,24-Jan-2021,202002118491844569235
305,F.R. DE LEON ENTERPRISES,Single Proprietorship,23-Nov-2006,Platinum,Active,08-Nov-2019,20-Nov-2020,202002118231293834923
306,FULL BLAST TRADING & CONSTRUCTION,Single Proprietorship,23-Nov-2006,Platinum,Active,30-Jul-2019,17-Aug-2020,202008118091893097037
307,PROTOSTAR CONSTRUCTION,Single Proprietorship,06-Nov-2019,Platinum,Active,24-Jan-2020,24-Jan-2021,202002117921935488363
308,"MMJ BIOSYSTEMS PHILIPPINES, INC.",Corporation,17-Nov-2006,Platinum,Active,30-Aug-2019,30-Aug-2020,202008117551904454470
309,JOHN-JANN CONST. AND SUPPLIES CORP.,Corporation,06-Nov-2019,Platinum,Active,28-Nov-2019,28-Nov-2020,20200211742558732021
310,COPY DATA SYSTEMS CORPORATION,Corporation,16-Nov-2006,Platinum,Active,14-Jan-2020,28-Jan-2021,20200311731134921899
311,BPV CONSTRUCTION INC.,Corporation,28-Oct-2019,Platinum,Active,21-Nov-2019,21-Nov-2020,202006131421811825547
312,"WELLPACK, INC.",Corporation,13-Mar-2007,Platinum,Active,30-Sep-2019,30-Sep-2020,202006131311398868989
313,EUS CONSTRUCTION,Single Proprietorship,07-Mar-2007,Platinum,Active,04-Nov-2019,04-Nov-2020,202002130491142378502
314,MIMI'S CATERING SERVICES,Single Proprietorship,28-Oct-2019,Platinum,Active,28-Jan-2020,28-Jan-2021,20200212991339852794
315,"D.C. SANDIL CONSTRUCTION & REALTY DEVELOPMENT, INC.",Corporation,27-Feb-2007,Platinum,Active,16-Sep-2019,19-Sep-2020,20200612888407146823
316,AKSUM CONTRACTING CORPORATION,Corporation,29-Oct-2019,Platinum,Active,21-Nov-2019,21-Nov-2020,202006128751077043562
317,M.S.D.L.R. CONSTRUCTION,Single Proprietorship,20-Feb-2007,Platinum,Active,19-Aug-2019,20-Aug-2020,20200212747521607704
318,DCMS TRADING & CONSTRUCTION,Single Proprietorship,16-Feb-2007,Platinum,Active,28-Oct-2019,09-Nov-2020,20200212698883270212
319,SVI SOFTWARE SERVICES CORPORATION,Corporation,12-Feb-2007,Platinum,Active,13-Dec-2019,14-Dec-2020,202007126111660622764
320,BOROBUDUR CONSTRUCTION,Single Proprietorship,12-Feb-2007,Platinum,Active,05-Nov-2019,08-Nov-2020,202003126022071619113
321,"ASSURANCE CONTROLS TECHNOLOGIES CO., INC",Corporation,12-Feb-2007,Platinum,Active,23-Aug-2019,14-Sep-2020,202006125931153886442
322,AGH CONSTRUCTION CORPORATION,Corporation,31-Oct-2019,Platinum,Active,12-Nov-2019,12-Nov-2020,20200212540201792492
323,EV-DYNAMIC SDN BHD,Foreign Company Organization,31-Oct-2019,Platinum,Active,27-Nov-2019,27-Nov-2020,202002124661920196587
324,JULITA BUILDERS,Single Proprietorship,01-Feb-2007,Platinum,Active,15-Jan-2020,15-Jan-2021,20200812450141946326
325,C.E. PADILLA CONSTRUCTION INCORPORATED,Corporation,10-Feb-2004,Platinum,Active,29-Aug-2019,12-Sep-2020,202002124251358236813
326,SAN ANDRES CONSTRUCTION & ENTERPRISES,Single Proprietorship,04-Nov-2019,Platinum,Active,25-Nov-2019,25-Nov-2020,202006124222146616182
327,FJ CONSTRUCTION & ENTERPRISES,Single Proprietorship,25-Jan-2007,Platinum,Active,10-Jan-2020,10-Jan-2021,20200612329884500425
328,"BIG PIX GRAPHIC SYSTEMS, INC.",Corporation,25-Jan-2007,Platinum,Active,20-Jan-2020,20-Jan-2021,202002123241544354566
329,"PHILIPPINE BRITISH ASSURANCE COMPANY, INC.",Corporation,19-Jan-2007,Platinum,Active,20-Aug-2019,30-Sep-2020,20200712246182171810
330,R. L. PACANA'S CONSTRUCTION & DEVELOPMENT,Single Proprietorship,17-Jan-2007,Platinum,Active,06-Jan-2020,06-Jan-2021,202003122201376048484
331,"ULTICON BUILDERS, INC.",Corporation,30-May-2007,Platinum,Active,27-Nov-2019,29-Nov-2020,202007139552104521433
332,TOPMOST DEVELOPMENT & MARKETING CORPORATION,Corporation,26-Mar-2002,Platinum,Active,28-Jan-2020,12-Feb-2021,202002139362113327636
333,BICOL GOLDROCK CONSTRUCTION CORPORATION,Corporation,29-May-2007,Platinum,Active,10-Jan-2020,10-Jan-2021,202003139191112583792
334,CREST92 CONSTRUCTION & DEVELOPMENT CORPORATION,Corporation,23-Oct-2019,Platinum,Active,14-Nov-2019,14-Nov-2020,202003139161191436539
335,MSF CONSTRUCTION,Single Proprietorship,28-May-2007,Platinum,Active,06-Nov-2019,04-Dec-2020,202002138812135810379
336,ADIMRE CONSTRUCTION,Single Proprietorship,25-May-2007,Platinum,Active,28-Nov-2019,15-Dec-2020,202005138451047835678
337,KIM JOAN CONSTRUCTION,Single Proprietorship,24-May-2007,Platinum,Active,30-Sep-2019,30-Sep-2020,2020071381441898931
338,LEYMARC CONSTRUCTION,Single Proprietorship,23-May-2007,Platinum,Active,07-Nov-2019,12-Nov-2020,20200613789261817771
339,U-NET DISTRIBUTORS CORPORATION,Corporation,20-Feb-2006,Platinum,Active,12-Dec-2019,14-Dec-2020,202002137631943445380
340,AJ TAYLAN CONSTRUCTION CORPORATION - LAOAG,Corporation,21-May-2007,Platinum,Active,03-Oct-2019,06-Nov-2020,202006137469535191
341,A. B. TAYLAN CONSTRUCTION & DEVELOPMENT,Single Proprietorship,15-May-2007,Platinum,Active,03-Sep-2019,03-Sep-2020,20200613689608858478
342,"GUUN CO. LTD., PHILIPPINE BRANCH",Corporation,24-Oct-2019,Platinum,Active,06-Nov-2019,06-Nov-2020,20200513571156600385
343,"J. M. LUCIANO CONSTRUCTION, INC.",Corporation,30-Apr-2007,Platinum,Active,20-Jan-2020,11-Feb-2021,202002135461816093809
344,L' MERIDIAN SUITES,Corporation,24-Oct-2019,Platinum,Active,07-Nov-2019,07-Nov-2020,202002135121971668233
345,VULCAN DEVELOPMENT CONSTRUCTION,Single Proprietorship,19-Apr-2007,Platinum,Active,02-Sep-2019,02-Sep-2020,202008134831621835020
346,MXC CONSTRUCTION,Single Proprietorship,24-Oct-2019,Platinum,Active,15-Nov-2019,15-Nov-2020,20200213482260574115
347,"PHILAND SECURITY AGENCY, INC.",Corporation,13-Jan-2003,Platinum,Active,25-Sep-2019,25-Sep-2020,20200213449676191932
348,ROBBINSDALE DEVELOPMENT CORPORATION,Corporation,06-May-2006,Platinum,Active,21-Jan-2020,21-Jan-2021,202002134091472276568
349,H. F. ENTERPRISES,Single Proprietorship,16-Mar-2007,Platinum,Active,06-Sep-2019,20-Sep-2020,20200813178137496326
350,OMEGAROS CONSTRUCTION SUPPLY AND SERVICES,Single Proprietorship,28-Oct-2019,Platinum,Active,06-Nov-2019,06-Nov-2020,20200613169601885255
351,UNITED TOURIST PROMOTIONS,Single Proprietorship,03-Jul-2007,Platinum,Active,26-Sep-2019,26-Sep-2020,20200214832958188825
352,BM CONSTRUCTION AND SUPPLY,Single Proprietorship,21-Oct-2019,Platinum,Active,07-Nov-2019,07-Nov-2020,202002147171313319703
353,S.S.R. CONSTRUCTION,Single Proprietorship,27-Jun-2007,Platinum,Active,14-Nov-2019,27-Nov-2020,202002146901492615560
354,CHINA WUYI CO. LTD.,Corporation,26-Jun-2007,Platinum,Active,21-Oct-2019,21-Oct-2020,202006146571136552373
355,"BORDER MACHINERY AND HEAVY EQUIPMENT COMPANY, INC.",Corporation,25-Jun-2007,Platinum,Active,24-Oct-2019,24-Oct-2020,20200514621691745821
356,UNITED AUTOMART,Single Proprietorship,25-Jun-2007,Platinum,Active,23-Dec-2019,14-Feb-2021,20200214619194014488
357,A.P.O. GENERAL CONSTRUCTION,Single Proprietorship,22-Jun-2007,Platinum,Active,15-Oct-2019,25-Oct-2020,202002145541594711528
358,JEPA CONSTRUCTION & SUPPLIES,Single Proprietorship,22-Jun-2007,Platinum,Active,03-Jan-2020,03-Jan-2021,20200814541234447562
359,ECDI ENGINEERING & CONSTRUCTION,Single Proprietorship,22-Jun-2007,Platinum,Active,23-Oct-2019,23-Oct-2020,20200614532259410113
360,ROMBER CONSTRUCTION & GENERAL MERCHANDISE,Single Proprietorship,21-Jun-2007,Platinum,Active,17-Oct-2019,17-Oct-2020,20200614500414322868
361,SBF CONSTRUCTION & DEVELOPMENT CORPORATION,Corporation,21-Jun-2007,Platinum,Active,22-Nov-2019,22-Nov-2020,202006144982038348132
362,BMJE MARKETING AND ELECTRICAL SERVICES INCORPORATED,Corporation,18-Jun-2007,Platinum,Active,11-Nov-2019,07-Dec-2020,202002143791128974530
363,AG CONSTRUCTION,Single Proprietorship,14-Jun-2007,Platinum,Active,21-Nov-2019,29-Nov-2020,202004142621919313758
364,J.N. DELA TORRE CONSTRUCTION,Single Proprietorship,14-Jun-2007,Platinum,Active,06-Sep-2019,06-Sep-2020,2020021424088768889
365,MEGA M BUILDERS,Single Proprietorship,12-Jun-2007,Platinum,Active,26-Nov-2019,11-Dec-2020,20200614199509107845
366,JECEL CONSTRUCTION SUPPLY,Single Proprietorship,08-Jun-2007,Platinum,Active,19-Dec-2019,19-Dec-2020,20200214168649361885
367,J.S. GENERAL CONTRACTOR,Single Proprietorship,06-Jun-2007,Platinum,Active,29-Aug-2019,29-Aug-2020,2020061409237227156
368,JRY CONSTRUCTION,Single Proprietorship,06-Jun-2007,Platinum,Active,17-Dec-2019,19-Dec-2020,202006140791017781231
369,PROGRESSIVE MEDICAL CORPORATION,Corporation,21-May-2002,Platinum,Active,28-Nov-2019,28-Nov-2020,202003140201267188922
370,"PANAMED PHILIPPINES, INC.",Corporation,21-May-2002,Platinum,Active,08-Jan-2020,11-Jan-2021,202002139901467435637
371,"BISLIG VENTURE CONSTRUCTION & DEV'T., INC.",Corporation,09-Aug-2007,Platinum,Active,18-Oct-2019,25-Oct-2020,20200215741757849636
372,"DISHNET ELECTRONICS, ELECTRICAL SUPPLY & SYSTEM INTEGRATION",Single Proprietorship,09-Aug-2007,Platinum,Active,09-Oct-2019,09-Oct-2020,20200615727549813693
373,VCC BUILDERS,Single Proprietorship,08-Aug-2007,Platinum,Active,19-Aug-2019,08-Sep-2020,202008157052029175119
374,LAGRIMAS CONSTRUCTION AND CONSULTANCY,Single Proprietorship,14-Oct-2019,Platinum,Active,13-Dec-2019,13-Dec-2020,202002156601751573343
375,"CHESTER ENTERPRISES, INC.",Corporation,06-Aug-2007,Platinum,Active,04-Oct-2019,11-Oct-2020,202002156361646909
376,"METALITE BUILDERS DEVELOPMENT CO., INC.",Corporation,02-Aug-2007,Platinum,Active,24-Jan-2020,24-Jan-2021,20200215570562589077
377,QUIRANTE CONSTRUCTION,Single Proprietorship,02-Aug-2007,Platinum,Active,24-Jan-2020,24-Jan-2021,202002155401111137126
378,"BAICAMAR CONSTRUCTION & SUPPLIES, INC.",Corporation,02-Aug-2007,Platinum,Active,05-Dec-2019,05-Dec-2020,202007155201619062791
379,CAGAYAN DE ORO GAS CORPORATION,Corporation,30-Jul-2007,Platinum,Active,28-Aug-2019,28-Aug-2020,202008154621579987360
380,"CULTURAID, INC.",Corporation,15-Oct-2019,Platinum,Active,04-Nov-2019,04-Nov-2020,202003154041490018747
381,KOUKEN CONSTRUCTION,Single Proprietorship,24-Jul-2007,Platinum,Active,27-Sep-2019,27-Sep-2020,20200315340135612032
382,GIOVANNI CONSTRUCTION,Single Proprietorship,24-Jul-2007,Platinum,Active,10-Jan-2020,10-Jan-2021,20200715332496840523
383,ALFEL CONSTRUCTION CORPORATION,Corporation,17-Jul-2007,Platinum,Active,21-Nov-2019,21-Nov-2020,2020021517742640561
