747,ADELA SERRA TY MEMORIAL MEDICAL CENTER
748,John Hay Management Corporation
749,"DPWH NEG. OCC. 4TH DEO, BAGO CITY, NEG. OCC."
750,Philippine Textile Research Institute
751,Sangguniang Kabataan ng Barangay Panikian Naujan Oriental Mindoro
752,DEPARTMENT OF AGRARIAN REFORM
753,"MUNICIPALITY OF MOLAVE, ZAMBOANGA DEL SUR"
754,"Municipality of Salug, Zamboanga del Norte"
755,Professional Regulation Commission
756,Municipality of Bauan
757,COMPOSTELA VALLEY STATE COLLEGE
758,DPWH-Cebu 1st District Engineering Office
759,Professional Regulation Commission
760,LGU CLAVER
761,Sangguniang Kabataan of Melgar B
762,Trisha Rebito Janda
763,BSP Ozamiz Branch
764,Mariano Marcos State University
765,DEPARTMENT OF BUDGET AND MANAGEMENT CAR
766,DOH - Davao Center for Health Development
767,LGU-LUPON
768,DEPARTMENT OF LABOR AND EMPLOYMENT XI
769,DEPARTMENT OF AGRARIAN REFORM-CAMARINES NORTE
770,"Government Service Insurance System, Cebu Branch"
771,"Government Service Insurance System, Cebu Branch"
772,COMMISSION ON POPULATION AND DEVELOPMENT REGION 3
773,METROPOLITAN WATERWORKS AND SEWERAGE SYSTEM - REGULATORY OFFICE
774,BSP ILOILO BRANCH
775,NATIONAL IRRIGATION ADMINISTRATION-CORDILLERA ADMINISTRATIVE REGION
776,DOST-PCAARRD
777,"LGU-VALDERRAMA, ANTIQUE"
778,Department of Agrarian Reform Sultan Kudarat
779,San Lazaro Hospital
780,DOH - Davao Center for Health Development
781,BUREAU OF JAIL MANAGEMENT AND PENOLOGY-NATIONAL HEADQUARTERS
782,National Economic and Development Authority (NEDA) XI
783,National Defense College of the Philippines (NDCP)
784,"LGU - Kabankalan City, Neg. Occ."
785,Progreso Elementary School
786,Bureau of Soils and Water Management
787,Bangko Sentral ng Pilipinas
788,Basilan General Hospital
789,Department of Labor and Employment Regional Office No. VIII
790,LGU Bugasong
791,LOCAL GOVERNMENT UNIT AURORA ZAMBO DEL SUR
792,Don Jose S. Monfort Medical Center Extension Hospital
793,LAS PI\\u00c3\\u2018AS GENERAL HOSPITAL AND SATELLITE TRAUMA CENTER
794,Local Government Unit of Passi City
795,Philippine Army
796,"MUNICIPALITY OF SANTA MARIA, PANGASINAN"
797,DSWD MIMAROPA REGION
798,TESDA - Nueva Vizcaya Provincial Office
799,DOH-Treatment and Rehabilitation Center-Tagaytay City
800,OCD Region 02
801,Local Goverment Unit Of Kabankalan City
802,"LGU -PANUKULAN, QUEZON"
803,Province of Zamboanga del Norte
804,Office of Civil Defense 5
805,LOCAL GOVERNMENT UNIT OF SOLANA
806,Northern Negros State College of Science and Technology
807,Northern Negros State College of Science and Technology
808,Municipality of Tanza
809,Sandiganbayan
810,Department of Tourism-National Capital Region
811,Municipality of RONDA
812,Bangko Sentral ng Pilipinas - Roxas Branch
813,"CITY OF VALENCIA, BUKIDNON"
814,BUREAU OF FIRE PROTECTION NATIONAL HEADQUARTERS
815,Civil Service Commission
816,Office of Civil Defense Caraga
817,"Municipality of Tubigon, Bohol"
818,"LANDBANK COUNTRYSIDE DEVELOPMENT FOUNDATION, INC."
819,Bangko Sentral ng Pilipinas - Roxas Branch
820,Western Visayas Medical Center
821,SANTA MARIA WATER DISTRICT
822,Municipal Government of Santo Tomas
823,"BUREAU OF JAIL MANAGEMENT AND PENOLOGY, REGION-IX"
824,"Municipality of Tubigon, Bohol"
825,LGU-SIBUTAD
826,LGU-MALAPATAN
827,glan.gov.ph
828,Ministry of Transportation and Communication - BARMM
829,MUNICIPAL GOVERNMENT OF SAN PASCUAL
830,DPWH REGIONAL OFFICE NO. IV-A
831,Local Government Unit of Concepcion
832,LGU LIDLIDDA
833,Ministry of Social Services BARMM
834,DEPARTMENT OF LABOR AND EMPLOYMENT-NCR
835,LGU-SALCEDO
836,Local Government Unit of Malapatan
837,PHILIPPINE AIR FORCE
838,NATIONAL MEAT INSPECTION SERVICE
839,DEPARTMENT OF LABOR AND EMPLOYMENT R02
840,"Municipality of Placer, Surigao del Norte"
841,Philippine Statistics Authority-National Capital Region
842,National Economic and Development Authority Region IV-A
843,City Government of Malaybalay
844,Ministry of Health - BARMM
845,CAMARINES NORTE STATE COLLEGE
846,LGU MAPANDAN
847,DEPARTMENT OF LABOR AND EMPLOYMENT X
848,Philippine Competition Commission
849,Department of Science and Technology- Central Office
850,LGU ALEOSAN
851,Bureau of Jail Management and Penology Regional Office-CALABARZON
852,Department of Trade and Industry
853,PARTIDO STATE UNIVERSITY
854,Partido State University
855,Central Board of Assessment Appeals
856,Philippine Science High School - Region II (CAgayan Valley Campus)
857,Municipality of Malay
858,Municipal Government of Paracelis
859,GPPB-TSO
860,san nicolas
861,SANGGUNIANG KABATAAN NG POB.II NAUJAN
862,sangguniang kabataan ng san nicolas
863,SANGGUNIANG KABATAAN NG BARANGAY PAGKAKAISA NAUJAN
864,Local Government Unit of San Remigio-Antique
865,Sangguniang Kabataan ng Barangay San Nicolas Naujan
866,PHILIPPINE COAST GUARD
867,Department of Labor and Employment- Caraga
868,BUREAU OF JAIL MANAGEMENT AND PENOLOGY - REGION VII
869,Sangguniang Kabataan ng San Nicolas Naujan Or. Mdo.
870,Sangguniang Kabataan ng Barangay Pagkakaisa
871,Municipality of Cabatuan
872,Deped Cabuyao
873,DAVAO CITY WATER DISTRICT
874,Mayor Hilarion A. Ramiro Sr. Medical Center
875,"Municipality of Jose Panganiban, Camarines Norte"
876,"Local Government Unit-Dinapigue, Isabela"
877,"Municipality of Cabiao, Nueva Ecija"
878,Bangko Sentral ng Pilipinas
879,LGU-Madridejos
880,"Bureau of Jail Management and Penology, Region III"
881,SOCIAL SECURITY SYSTEM
882,Philippine Amusement and Gaming Corporation
883,Philippine Amusement and Gaming Corporation
884,Bureau of Jail Management and Penology Regional Office 8
885,"Local Government Unit of ~Mabini, Pangasinan"
886,Municipality of Allacapan
887,NATIONAL POWER CORPORATION MINDANAO GENERATION HEADQUARTERS
888,Barangay Kanluran Malicboy
889,Department of Budget and Management - Regional Office VI
890,Department of Science and Technology - MIMAROPA
891,SCHISTOSOMIASIS HOSPITAL
892,DEPARTMENT OF AGRICULTURE - CARAGA
893,BATANGAS STATE UNIVERSITY ARASOF-NASUGBU
894,Northern Foods Corporation
895,Department of Information and Communications Technology
896,Philippine Textile Research Institute
897,RIZAL MEDICAL CENTER
898,DEPARTMENT OF AGRARIAN REFORM
899,Schools Division of Palawan
900,"Municipality of Baggao, Cagayan"
901,Pag-IBIG Fund - Corporate Headquarters
902,DPWH-Central Office
903,BIR RR9A - CaBaMiRo
904,Department of the Interior and Local Government - CAR
905,LGU TUGUEGARAO
906,Department of Public Works and Highways - Cordillera Administrative Region Regional Office
907,SOUTHERN LEYTE STATE UNIVERSITY
908,Department of Agrarian Reform Albay Provincial Office
909,DEPARTMENT OF LABOR AND EMPLOYMENT-REGIONAL OFFICE NO. 1
910,Poro Point Management Corporation
911,Light Rail Transit Authority
912,Zamboanga City Medical Center
913,DEPARTMENT OF EDUCATION DIVISION OF BATANGAS
914,"BUREAU OF INTERNAL REVENUE RR-15, ZAMBOANGA CITY"
915,COMMISSION ON ELECTIONS
916,PHILIPPINE CHILDREN\'S MEDICAL CENTER
917,"Municipal Government of Real, Quezon"
918,Philippine Center for Postharvest Development and Mechanization
919,LOCAL GOVERNMENT UNIT OF KATIPUNAN
920,Mayor Hilarion A. Ramiro Sr. Medical Center
921,Local Government Unit of Maripipi
922,"LGU Baclayon, Bohol"
923,"Municipality of Baggao, Cagayan"
924,Philippine Coconut Authority - Central Office
925,San Rafael Elementary School
926,Institute for Labor Studies
927,CITY GOVERNMENT OF URDANETA
928,NATIONAL ECONOMIC AND DEVELOPMENT AUTHORITY IX
929,Office of Civil Defense Region 3
930,Social Security System
931,"BUREAU OF INTERNAL REVENUE, RR NO. 9B-LAQUEMAR"
932,Davao Oriental State College of Science and Technology
933,"Local Government of Libjo, Dinagat Islands"
934,Department of Public Works and Highways Bulacan 1st District Engineering Office
935,DEPARTMENT OF AGRARIAN REFORM PROVINCIAL OFFICE - MATI CITY
936,OFFICE OF CIVIL DEFENSE BARMM
937,"Local Government Unit (LGU) of Pintuyan, Southern Leyte"
938,Department of Public Works and Highways Regional Office VI
939,Center for International Trade Expositions and Missions (CITEM)
940,DAR CALABARZON REGIONAL OFFICE
941,"Local Government Unit of Tomas Oppus, Southern Leyte"
942,DEPARTMENT OF AGRARIAN REFORM-CAVITE
943,"Sangguniang Kabataan ng San Nicolas, Naujan, Or.Mdo."
944,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE
945,City of Silay
946,DOLE-RO 7
947,COOPERATIVE DEVELOPMENT AUTHORITY
948,"Municipality of Barbaza, Antique"
949,BARBAZA
950,DBP Leasing Corporation
951,"Municipality of Estancia, Iloilo"
952,"CITY OF CALAMBA, LAGUNA"
953,Civil Aeronautics Board
954,Department of Agrarian Reform-Negros Occidental 2
955,BICOL REGION GENERAL HOSPITAL AND GERIATRIC MEDICAL CENTER (FORMERLY BICOL SANITARIUM)
956,DIPOLOG CITY GOVERNMENT
957,"LGU-San Ricardo, Southern Leyte"
958,"BUREAU OF JAIL MANAGEMENT AND PENOLOGY, REGION 3"
959,CLARK DEVELOPMENT CORPORATION
960,Philippine Army (PABAC 1)
961,METALS INDUSTRY RESEARCH & DEVELOPMENT CENTER
962,CITY OF BATAC
963,PHILIPPINE SCIENCE HIGH SCHOOL CALABARZON REGION CAMPUS
964,BJMP
965,CLARK DEVELOPMENT CORPORATION
966,PHILIPPINE NATIONAL RAILWAYS
967,DPWH Biliran District Engineering Office
968,DEPARTMENT OF AGRARIAN REFORM - NEGROS OCCIDENTAL 2 (SOUTH)
969,Mines and Geosciences Bureau - CAR
970,DEPARTMENT OF AGRARIAN REFORM - NEGROS OCCIDENTAL 2 (SOUTH)
971,DPWH Regional Office No. IV-A
972,"MUNICIPALITY OF LIMASAWA, SOUTHERN LEYTE"
973,"Local Government Unit of San Agustin, Isabela"
974,DAR PROVINCIAL OFFICE OF SARANGANI
975,Department of Agriculture-RFO 12
976,Tourism Infrastructure and Enterprise Zone Auhtority
977,LGU-BUBONG
978,Bureau of Jail Management and Penology XI
979,National Economic and Development Authority Region 7
980,Local Government Unit of Lingayen
981,DPWH Agusan del Sur 1st District Engineering Office
982,UNIVERSITY OF SOUHTERN MINDANAO BIDS AND AWARDS COMMITTEE OFFICE (BAC)
983,WESTERN VISAYAS SANITARIUM
984,BUREAU OF JAIL MANAGEMENT AND PENOLOGY REGION 5
985,Commission on Higher Education
986,LGU Barbaza
987,Commission on Higher Education
988,Far North Luzon General Hospital And Training Center
989,MUNICIPALITY OF SAINT BERNARD
990,Bataan General Hospital and Medical Center
991,Cagayan State University
992,Department of Agrarian Reform - Pampanga
993,Municipality of Jones
994,"Municipality of Valladolid, Negros Occidental"
995,DOST-METALS INDUSTRY RESEARCH AND DEVELOPMENT CENTER
996,City Government of Panabo
997,Far North Luzon General Hospital and Training Center
998,DEPARTMENT OF AGRICULTURE - CARAGA
999,Bureau of Jail Management and Penology-CAR
1000,Local Government Unit of Bingawan
1001,City Government of Lamitan
1002,Office of the Chie Minister-Bangsamoro Autonomous Region in Muslim Mindanao
1003,Bureau of Jail Management and Penology Regional Office 6
1004,DPWH - CATANDUANES DISTRICT ENGINEERING OFFICE
1005,"LANDBANK COUNTRYSIDE DEVELOPMENT FOUNDATION, INC."
1006,SSS Luzon South 2 Division
1007,DEPED-SCHOOLS DIVISION OF AKLAN
1008,UP Baguio
1009,UP Baguio
1010,Bureau of Jail Management and Penology Regional Office I
1011,DPWH-ILOCOS NORRE 2nd DISTRICT ENGINEERING OFFICE
1012,Department of Agrarian Reform (DAR) - Aklan
1013,Department of Agrarian Reform- Province of Guimaras
1014,President Ramon Magsaysay State University
1015,MUNICIPALITY OF BOLINAO
1016,Barangay Mapagong
1017,Barangay Daungan
1018,Bureau of Jail Management and Penology Regional Office XII
1019,DEPARTMENT OF AGRARIAN REFORM-NEGROS OCCIDENTAL 1
1020,DEPARTMENT OF AGRARIAN REFORM
1021,SOCIAL SECURITY SYSTEM - LUZON SOUTH 1 DIVISION
1022,SSS - Luzon South 2 Division
1023,Department of Social Welfare and Development Field Office IX
1024,Department of Agrarian Reform -Capiz- Region VI
1025,Deped  Schools Division of Cabuyao
1026,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - EASTERN SAMAR DEO
1027,Deped - City Schools Division O\\\\of Cabuyao
1028,LGU Galimuyod
1029,Department of Budget and Management Region XIII
1030,SSS- MINDANAO NORTH DIVISION
1031,SSS Visayas Central 2 Division
1032,Philippine Air Force Procurement Center
1033,Local Government Unit-City of Zamboanga
1034,MUNICIPALITY OF LABANGAN
1035,CAMARINES SUR II ELECTRIC COOPERATIVE INC. (CASURECO II)
1036,Department of Agrarian Reform Province of Antique
1037,PHILIPPINE SCIENCE HIGH SCHOOL CENTRAL LUZON CAMPUS
1038,Partido Development Administration
1039,"LGU-San Mateo, Isabela"
1040,GUIUAN WATER DISTRICT
1041,DAR Provincial Office of Cotabato
1042,SSS-NCR South Division
1043,BANGKO SENTRAL NG PILIPINAS - DUMAGUETE BRANCH
1044,"LGU-San Mateo, Isabela"
1045,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - Masbate 2nd District Engineering Office
1046,"LGU-LUBA, ABRA"
1047,SSS VISAYAS WEST-2 DIVISION
1048,"City Government of San Fernando, Pampanga"
1049,Bureau of Plant Industry
1050,BJMP 8
1051,SENATE OF THE PHILIPPINES
1052,COMMISSION ON HUMAN RIGHTS
1053,SOCIAL SECURITY SYSTEM
1054,Philippine Amusement and Gaming Corporation
1055,Department of Agrarian Reform-Negros Occidental 1
1056,Dr. Paulino J. Garcia Memorial Research and Medical Center
1057,SSS-NCR South Division
1058,"Local Government Unit - Cauayan City, Isabela"
1059,SOUTHERN LEYTE STATE UNIVERSITY
1060,Municipality of Manapla
1061,DPWH - NEGROS OCCIDENTAL 2ND DEO
1062,"Local Government Unit - Cauayan City, Isabela"
1063,"Local Government Unit - Cauayan City, Isabela"
1064,"406th Contracting Office, AFPPS"
1065,Sangguniang Barangay Bigo
1066,LGU - CAVITE CITY
1067,Department of the Interior and Local Government - National Capital Region
1068,Bohol Island State University - Main Campus
1069,Civil Service Commission Region II
1070,LGU Barangay Quinagaringan Peque\\u00c3\\u00b1o
1071,TESDA REGION IV-A CALABARZON
1072,Municipality of Allacapan
1073,Polytechnic University of the Philippines
1074,Municipality of Agno
1075,Municipality of Agno
1076,SOCIAL SECURITY SYSTEM - LUZON NORTH 1 DIVISION
1077,Department of Agrarian Reform Regional Office VI
1078,Department of Agrarian Reform-Negros Occidental 1
1079,Department of Agrarian Reform Regional Office VI
1080,DAR-NUEVA ECIJA
1081,LGU-Rosales
1082,Bangko Sentral ng Pilipinas Cabanatuan Branch
1083,Metropolitan Naga Water District
1084,DENR Regional Office No.1
1085,Barangay Ibaba Palsabangon
1086,Barangay Ibabang Polo
1087,President Ramon Magsaysay State University
1088,CIVIL SERVICE COMMISSION-CAR
1089,"LGU-MUNICIPALITY OF MALINAO, AKLAN"
1090,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - EASTERN SAMAR DEO
1091,Department of Labor and Employment - MIMAROPA
1092,"Department of Public Works and Highways, Ilocos Sur 1st District Engineering Office"
1093,LGU SAN MIGUEL ILOILO
1094,"Sangguniang Kabataan ng Sta. Cruz, Naujan, Or. Mdo."
1095,M\'LANG WATER DISTRICT
1096,LAND BANK OF THE PHILIPPINES
1097,CLARK DEVELOPMENT CORPORATION
1098,CLARK INTERNATIONAL AIRPORT CORPORATION
1099,Bicol Regional Training and Teaching Hospital
1100,Local Government of Gingoog City
1101,"Sangguniang Kabataan ng Barangay Sta.Cruz, Naujan, Or.Mdo."
1102,Philippine Economic Zone Authority
1103,Bureau of Jail Management and Penology Region V
1104,Region 1 Medical Center
1105,PHILIPPINE TRADE TRAINING CENTER
1106,Philippine Aerospace Development Corporation
1107,Sangguniang Barangay Silangang Malicboy
1108,LGU Giporlos
1109,Las Pi\\u00c3\\u00b1as Gen. Hospital and Satellite Trauma Center
1110,MUNICIPALITY OF BUCAY
1111,Mactan-Cebu International Airport Authority
1112,DPWH-ILOCOS NORTE 2ND DISTRICT ENGINEERING OFFICE
1113,MUNICIPALITY OF COMPOSTELA
1114,BARANGAY TALIPAN
1115,"LGU-Anilao, Anillao, Iloilo"
1116,Department of Social Welfare and Development
1117,Bureau of Jail Management and Penology Region 02
1118,"MUNICIPALITY OF NAGUILIAN, ISABELA"
1119,Department of Social Welfare and Development - Central Office
1120,PHILIPPINE ECONOMIC ZONE AUTHORITY
1121,LGU BAROTAC NUEVO
1122,SSS Visayas Central 1 Division
1123,Barangay Mapagong
1124,Sangguniang Barangay Tukalan
1125,"Department of the Interior and Local Government, Region 7"
1126,Barangay Binahaan
1127,DPWH CEBU 3RD DISTRICT ENGINEERING OFFICE
1128,Barangay Ikirin
1129,BENGUET STATE UNIVERSITY
1130,Local Government Unit of Pastrana
1131,DPWH-Ilocos Norte First District Engineering Office
1132,SSS NCR East Division
1133,Sangguniang Barangay Ibaba Bagumbungan
1134,SSS NCR NORTH DIVISION
1135,SSS LUZON NORTH 2 DIVISION
1136,SSS NCR West Division
1137,Department of Public Works and Highways - Batangas II District Engineering Office
1138,Local Government Unit of Sibalom
1139,SSS NCR North Division
1140,Philippine International Trading Corporation
1141,Local Government Unit of Sibalom
1142,Cavite State University
1143,Cadiz West Elementary School I
1144,Sangguniang Barangay Sta. Catalina
1145,"Municipality of Roxas, Palawan"
1146,Sangguniang Barangay Ilayang Polo
1147,MARITIME INDUSTRY AUTHORITY REGIONAL OFFICE IV
1148,"LGU-Belison, Antique"
1149,Department of Labor and Employment Regional Office III
1150,SSS NCR West Division
1151,DPWH-Baguio City District Engineering Office
1152,DON LUIS CONSING ELEMENTARY SCHOOL
1153,Department of Health - Drug Treatment and Rehabilitation Center Dagupan City
1154,Barangay Bukal
1155,ALUYAN ELEMENTARY SCHOOL
1156,DENR-PENRO La Union
1157,Department of Education
1158,PROFESSIONAL REGULATION COMMISSION - CAR
1159,LOCAL GOVERNMENT UNIT OF SAN MIGUEL ILOILO
1160,SOCIAL SECURITY SYSTEM - MINDANAO SOUTH 1 DIVISION
1161,SSS Visayas West 1 Division
1162,Bureau of Plant Industry
1163,"LGU BURGOS, ISABELA"
1164,Department of Tourism
1165,BANGKO SENTRAL NG PILIPINAS
1166,"LOCAL GOVERNMENT UNIT OF SANTA CRUZ, DAVAO DEL SUR"
1167,Pasay City Government
1168,LOCAL GOVERNMENT UNIT OF SAN MIGUEL ILOILO
1169,Bangko Sentral ng Pilipinas Cabanatuan Branch
1170,FLORO L. REBOTON ELEMENTARY SCHOOL
1171,City of Victorias
1172,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES
1173,Municipality of Manapla
1174,DSWD FIELD OFFICE IV-A (CALABARZON)
1175,DEPARTMENT OF AGRARIAN REFORM-AURORA
1176,"LGU-LEON, ILOILO"
1177,MUNICIPALITY OF LABANGAN
1178,DEPARTMENT OF AGRARIAN REFORM QUEZON I PROVINCIAL OFFICE
1179,MANILA INTERNATIONAL AIRPORT AUTHORITY
1180,Municipality of Libertad
1181,LGU-San Joaquin
1182,National Transmission Corporation
1183,PAROLE AND PROBATION ADMINISTRATION REGION X
1184,Cadiz East Elementary School II
1185,Philippine Institute of Traditional and Alternative Health Care
1186,DEPARTMENT OF AGRARIAN REFORM BATANGAS
1187,Philippine Fisheries Development Authority
1188,Visayas West 1 Division
1189,VETERANS MEMORIAL MEDICAL CENTER
1190,SOCIAL SECURITY SYSTEM - LUZON SOUTH 1 DIVISION
1191,SOCIAL SECURITY SYSTEM-VISAYAS WEST 1 DIVISION
1192,Department of Education City Schools Division of Dasmarinas
1193,DPWH - Misamis Oriental First District Engineering Office
1194,SOCIAL SECURITY SYSTEM - LUZON BICOL DIVISION
1195,Municipality of Hinoba-an
1196,Department of Agrarian Reform-Laguna
1197,Department of Tourism Region IV-B MIMAROPA
1198,Bicol State College of Applied Sciences and Technology
1199,PHILIPPINE AMUSEMENT AND GAMING CORPORATION
1200,DPWH SAMAR 1ST DISTRICT ENGINEERING OFFICE
1201,Technical Education and Skills Development Authority-Central Office
1202,National Transmission Corporation
1203,"LGU- Barangay Pagaypay, Passi City, Iloilo"
1204,DEPARTMENT OF AGRARIAN REFORM-QUEZON II
1205,Procurement Service
1206,NATIONAL SECURITY COUNCIL
1207,LGU CAMALANIUGAN
1208,PHILIPPINE SCIENCE HIGH SCHOOL - REGION VI
1209,"LGU-MUNICIPALITY OF ANILAO, ILOILO"
1210,"LGU -Municipality of Lasam, Cagayan"
1211,Games and Amusements Board
1212,City Government of Cadiz
1213,Bicol State College of Applied Sciences and Technology
1214,NDCP
1215,FLORO L. REBOTON ELEMENTARY SCHOOL
1216,"Barangay Daungan, Pagbilao, Quezon"
1217,Batangas State University
1218,Philippine Science High School-Central Visayas Campus
1219,DARPO Cagayan
1220,Movie and Television Review and Classification Board (MTRCB)
1221,LGU Lasam
1222,Davao Regional Medical Center
1223,DAR RIZAL PROVINCIAL OFFICE
1224,VETERANS MEMORIAL MEDICAL CENTER
1225,Development Bank of the Philippines
1226,PHILIPPINE ORTHOPEDIC CENTER
1227,Region II Trauma and Medical Center
1228,MACTAN-CEBU INTERNATIONAL AIRPORT AUTHORITY
1229,FOOD AND DRUG ADMINISTRATION
1230,LAND TRANSPORTATION OFFICE R10
1231,Polytechnic University of the Philippines
1232,BSP Tacloban Branch
1233,CADIZ EAST ELEMENTARY SCHOOL II
1234,"LOCAL GOVERNMENT UNIT OF SAN GUILLERMO, ISABELA"
1235,FOREST PRODUCTS RESEARCH AND DEVELOPMENT INSTITUTE
1236,PEDRO PITOGO ELEMENTARY SCHOOL
1237,VICENTE SOTTO MEMORIAL MEDICAL CENTER
1238,BJMP Caraga
1239,Department of Information and Communications Technology-Luzon Cluster 3
1240,Luis Uy Chiat Elementary School
1241,EAST AVENUE MEDICAL CENTER
1242,EGIDO-FERNANDEZ ELEMENTARY SCHOOL
1243,"Municipal Government of Patnanungan, Quezon"
1244,"Municipal Government of Patnanungan, Quezon"
1245,"Sangguniang Kabataan ng Barangay Santiago, Naujan, Or. Mdo."
1246,"Sangguniang Kabataan ng Barangay Santiago,Naujan, Or. Mdo."
1247,Board of Investments
1248,"Sangguniang Kabataan ng Barangay Mabini, Naujan, Or. Mdo."
1249,DOH- Malinao Treatment and Rehabilitation Center
1250,DILG - LOCAL GOVERNMENT ACADEMY
1251,Department of Social Welfare and Development Field Office XI
1252,Philippine Mining Development Corporation
1253,DEPARTMENT OF TOURISM - CAR
1254,Department of the Interior and Local Government - Region X
1255,Bangko Sentral ng Pilipinas- Dagupan Branch
1256,Department of Trade and Industry XI
1257,Agusan del Sur State College of Agriculture and Technology (ASSCAT)
1258,PROVINCE OF ZAMBOANGA SIBUGAY
1259,Local Government Unit of Alcala
1260,CIVIL SERVICE COMMISSION REGION XI
1261,NORTHERN ILOILO POLYTECHNIC STATE COLLEGE
1262,PROVINCIAL GOVERNMENT OF PAMPANGA
1263,PLGU- Mountain Province
1264,"Sangguniang Kabataan ng Mabini, Naujan, Oriental Mindoro"
1265,MUNICIPALITY OF PADRE BURGOS
1266,DEPARTMENT OF TOURISM - REGION 2
1267,Philippine Coconut Authority Region IV-A
1268,"BIDS AND AWARD COMMITTEE OF BRGY. PANGASCASAN, SUAL, PANGASINAN"
1269,LGU ANGADANAN
1270,DEPARTMENT OF LABOR AND EMPLOYMENT XII
1271,DSWD Regional Office III
1272,Environmental Management Bureau - CARAGA
1273,DPWH Tacloban City District Engineering Office (TCDEO)
1274,Department of Trade and Industry - Region I
1275,Department of Tourism Region III
1276,"Municipality of Victoria, Oriental Mindoro"
1277,BRGY. LANTIC
1278,Guimaras State College
1279,San Andres Elementary School
1280,NATIONAL CENTER FOR MENTAL HEALTH
1281,DPWH Tarlac 1st District Engineering Office
1282,"Barangay 11 Mabuhay Carmona, Cavite"
1283,Guimaras State College
1284,"Sangguniang Kabataan ng Barangay 8 Carmona, Cavite"
1285,BARANGAY 4 POBLACION CARMONA CAVITE
1286,Department of Tourism
1287,"BRGY 14 BANCAL, CARMONA, CAVITE"
1288,"BARANGAY 5 POBLACION CARMONA,CAVITE"
1289,"Barangay 3 Poblacion, Carmona, Cavite"
1290,Philippine Mining Development Corporation
1291,"LGU-San Andres, Quezon"
1292,Southern Isabela Medical Center
1293,"Local Government Unit, Echague, Isabela"
1294,"BRGY13LANTIC,CARMONA,CAVITE"
1295,Lgu - Lagangilang
1296,Lgu - lagangilang
1297,Barangay 6 Poblacion Carmona
1298,LOCAL GOVERNMENT UNIT OF MINA
1299,DEPARTMENT OF TOURISM XII
1300,Bureau of Jail Management and Penology 10
1301,Balandra Elementary School
1302,"Poblacion 6  Barangay Council Carmona, Cavite"
1303,Bureau of Jail Management and Penology 10
1304,LGU-San Antonio
1305,BARANGAY 4 POBLACION CARMONA CAVITE
1306,"Barangay 10 Cabilang Baybay Carmona,Cavite"
1307,Martin A. Quiachon Elementary School
1308,Barangay 7 Poblacion Carmona Cavite
1309,"BARANGAY 5 POBLACION CARMONA, CAVITE"
1310,Cadiz West II Elementary School
1311,"Sangguniang Kabataan ng Barangay 10 Cabilang Baybay Carmona,Cavite"
1312,MUNICIPALITY OF MAKATO
1313,DOLE-CORDILLERA ADMINISTRATIVE REGION
1314,Municipality of San Remigio
1315,CADUHA-AN ELEMENTARY SCHOOL
1316,Bangko Sentral Ng Pilipinas
1317,"Sangguniang Kabataan ng Barangay 10 Cabilang Baybay Carmona,Cavite"
1318,Commission on Higher Education Region 1
1319,"Department of the Interior and Local Government, MIMAROPA Region"
1320,Provincial Government of Agusan del Sur
1321,Tiglawigan Elementary School
1322,Sangguniang Kabataan ng Barangay 6 Carmona Cavite
1323,"Local Government Unit- San Clemente, Tarlac"
1324,City Government of Tabaco
1325,Philippine Science High School - Eastern Visayas Campus
1326,"BARANGAY 5 POBLACION CARMONA,CAVITE"
1327,City Government of Tabaco
1328,Dr. Vicente F. Gustilo Memorial National High School
1329,PhilHealth Regional OfficeIVA
1330,Philippine Statistics Authority
1331,National Maritime Polytechnic
1332,"Sangguniang Kabataan ng Barangay 7 Poblacion Carmona, Cavite"
1333,LGU TOBOSO
1334,BARANGAY 9 MADUYA
1335,LGU-Science City of Mu\\u00c3\\u00b1oz
1336,LGU TUBLAY
1337,Dr. V. F. Gustilo Elementary School
1338,Balamban Water District
1339,Bangko Sentral ng Pilipinas
1340,Department of Education- Danao City Division
1341,Department of Education-Danao City Division
1342,BARANGAY 2 POBLACION
1343,Cagayan Economic Zone Authority
1344,Municipality of Toboso
1345,COURT OF APPEALS
1346,Hiyang-Hiyang Elementary School
1347,Commission on Higher Education - National Capital Region
1348,"Sangguniang Kabataan ng Barangay 2 Poblacion, Carmona, Cavite"
1349,LGU Toboso
1350,Bangko Sentral ng Pilipinas - General Santos Branch
1351,DEPARTMENT OF TOURISM REGION 9
1352,Local Government Unit of Dumangas
1353,Department of Tourism Regional Office V
1354,Paniquion Elementary School
1355,Philippine Retirement Authority
1356,Sangguniang Barangay 8 Rosario Carmona Cavite
1357,Sombito Elementary School
1358,"Sangguniang Kabataan ng Barangay 10 Cabilang Baybay Carmona,Cavite"
1359,Sangguniang Barangay 1 Carmona Cavite
1360,Cadiz Viejo Elementary School
1361,Tagbanon Elementary School
1362,UNIVERSITY OF ANTIQUE
1363,Sangguniang Barangay 8 Carmona Cavite
1364,Bangko Sentral ng Pilipinas San Fernando (Pampanga) Branch
1365,barangay goenment of baybay sur
1366,"Municipal Government of Infanta, Quezon"
