,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
196,"SHINTARA CONSTRUCTION & SALES, INC.",Corporation,19-Aug-2014,Platinum,Active,12-May-2020,12-May-2021,2014081116201441131725
197,GRACEL'S ENTERPRISES,Single Proprietorship,23-Feb-2016,Platinum,Active,14-May-2020,14-May-2021,2016021627871699458878
198,E.M. PALOMARES CONSTRUCTION,Single Proprietorship,09-Aug-2006,Platinum,Active,13-May-2020,24-May-2021,20060810806993242724
199,"ACD INVESTIGATION SECURITY AGENCY, INC.",Corporation,27-May-2004,Platinum,Active,13-May-2020,31-May-2021,2004054039387945361
200,APB CONSTRUCTION,Single Proprietorship,14-Jul-2009,Platinum,Active,13-May-2020,13-May-2021,200907276391468697044
201,"URDUJA SECURITY SERVICES, INC.",Corporation,27-Nov-2002,Platinum,Active,13-May-2020,13-May-2021,2002111251935398990
202,APD CONSTRUCTION,Single Proprietorship,06-Jun-2007,Platinum,Active,18-May-2020,22-May-2021,20070614085197631853
203,LGY TRADING,Single Proprietorship,13-Feb-2007,Platinum,Active,14-May-2020,28-May-2021,200702126461329132719
204,NICLEDON CONSTRUCTION,Single Proprietorship,20-Mar-2014,Platinum,Active,14-May-2020,25-May-2021,201403973331785046307
205,"ARDCI PRIME SECURITY SERVICES (APSS), INC.",Corporation,08-Feb-2018,Platinum,Active,19-May-2020,19-Jun-2021,201802116351428371473
206,FREDEN CONSTRUCTION,Single Proprietorship,23-Feb-2004,Platinum,Active,13-May-2020,03-Jun-2021,20040230831564461296
207,SUSTAL MERCHANDISING,Single Proprietorship,27-Jan-2004,Platinum,Active,28-May-2020,28-May-2021,20040124391344088989
208,CHENOY CONSTRUCTION SUPPLIES,Single Proprietorship,21-Jun-2016,Platinum,Active,20-May-2020,20-May-2021,2016061749171042470225
209,BLUE SHARK DEVELOPMENT AND TRADING CORPORATION,Corporation,06-Apr-2020,Platinum,Active,20-May-2020,20-May-2021,2020042152641900986461
210,MNJ TRADING,Single Proprietorship,20-May-2013,Platinum,Active,18-May-2020,22-May-2021,201305720841164519767
211,ARZEN CATERING SERVICES,Single Proprietorship,23-Apr-2020,Platinum,Active,14-May-2020,14-May-2021,2020042157251779818076
212,DAYANAN INTERNATIONAL BUSINESS CONSULTANCY SERVICES INC.,Corporation,20-Jul-2016,Platinum,Active,18-May-2020,30-May-2021,201607178174704034228
213,CARLITE CONSTRUCTION SUPPLIES TRADING,Single Proprietorship,31-Mar-2020,Platinum,Active,14-May-2020,14-May-2021,2020032152021495226658
214,JAZZ INNOVATIVE OFFICE INTERIORS,Single Proprietorship,11-Mar-2015,Platinum,Active,19-Jun-2020,19-Jun-2021,2015031296301246301082
215,CRISTANELLE INTERNATIONAL INCORPORATED,Corporation,26-Aug-2008,Platinum,Active,27-May-2020,27-May-2021,200808221171648556778
216,FIVE GGM MARKETING,Single Proprietorship,01-Aug-2011,Platinum,Active,13-May-2020,03-Jun-2021,201108429111151509536
217,JOJIE'S BAKESHOP,Single Proprietorship,29-May-2019,Platinum,Active,18-May-2020,31-May-2021,20190540729565428939
218,DARYL & PIA. MARKETING,Single Proprietorship,03-Mar-2015,Platinum,Active,13-May-2020,13-May-2021,20150312856615007143
219,JMT PHARMA TRADING,Single Proprietorship,06-Mar-2018,Platinum,Active,14-May-2020,19-Jun-2021,2018031114211409081368
220,G. C. MALACAS SURVEYING SERVICES,Single Proprietorship,19-Apr-2007,Platinum,Active,21-May-2020,28-May-2021,200704134691271685613
221,JHERRY AUTO ELECTRICAL SERVICES,Single Proprietorship,29-Jun-2015,Platinum,Active,27-May-2020,27-May-2021,201506140158651290461
222,SLCS LOGISTICS,Single Proprietorship,09-Dec-2005,Platinum,Active,19-May-2020,28-May-2021,2005128972800119888
223,C L CARANDANG ENTERPRISES,Single Proprietorship,19-Jul-2007,Platinum,Active,14-May-2020,10-Jun-2021,200707152021483289238
224,ELAND TRADING CORPORATION,Corporation,29-Jul-2008,Platinum,Active,01-Jun-2020,01-Jun-2021,20080721744272813010
225,ASCOTT SECURITY & INVESTIGATION AGENCY INC.,Corporation,19-Apr-2017,Platinum,Active,18-May-2020,18-May-2021,201704166895938341544
226,CL SIA TRADING,Single Proprietorship,19-Jul-2010,Platinum,Active,02-Jun-2020,02-Jun-2021,201007346661721646776
227,CARAGA FARMERS AND ENVIRONMENTAL DEVELOPERS MPC,Cooperative,08-Jul-2014,Platinum,Active,18-May-2020,18-May-2021,2014071073621024500584
228,"HEALTHWELLNESSLIFETSYLE, INC.",Corporation,30-Apr-2020,Platinum,Active,14-May-2020,14-May-2021,2020042159781324243465
229,PINAYS CANTEEN,Single Proprietorship,11-May-2014,Platinum,Active,18-May-2020,18-May-2021,2014051016321534539290
230,DREI ENTERPRISES,Single Proprietorship,16-Aug-2006,Platinum,Active,14-May-2020,29-May-2021,20060810854835715243
231,NIK N D'TWINS ENTERPRISE,Single Proprietorship,24-Jan-2007,Platinum,Active,18-May-2020,18-May-2021,20070112291716413742
232,CHE ENTERPRISES,Single Proprietorship,01-Jul-2008,Platinum,Active,27-May-2020,23-Jun-2021,200807212911178366916
233,HUNDREDFOLDS INDUSTRIES CORP.,Corporation,06-Apr-2006,Platinum,Active,18-May-2020,23-May-2021,20060499081942001511
234,RDM FIVE DIAMONDS CORPORATION,Corporation,29-Jul-2017,Platinum,Active,14-May-2020,14-May-2021,201707148626816718716
235,QUASAR CONSTRUCTION AND SUPPLY,Single Proprietorship,06-May-2020,Platinum,Active,13-May-2020,13-May-2021,202005216135409192767
236,ALCOMAR ENTERPRISES,Single Proprietorship,11-Dec-2019,Platinum,Active,26-May-2020,26-May-2021,20191255291486129856
237,AL-JON CONSTRUCTION DEVELOPMENT INC.,Corporation,14-Mar-2020,Platinum,Active,13-May-2020,13-May-2021,202003214460773409538
238,KIOKONG CONSTRUCTION AND DEVELOPMENT CORPORATION,Corporation,20-Oct-2015,Platinum,Active,14-May-2020,28-May-2021,201510151879399841479
239,CIARA'S BALLOONS & PARTY NEEDS AND CATERING SERVICES,Single Proprietorship,04-Apr-2006,Platinum,Active,14-May-2020,14-May-2021,2006049886204870682
240,"DCTECH MICRO SERVICES, INC.",Corporation,12-Sep-2007,Platinum,Active,14-May-2020,23-May-2021,200709163981793111940
241,FNR BUILDERS AND SONS SUPPLY INC. (FORMERLY FNR BUILDERS),Corporation,23-Apr-2018,Platinum,Active,18-May-2020,28-May-2021,201804103261300894938
242,PINS CONSTRUCTION,Single Proprietorship,21-Aug-2007,Platinum,Active,14-May-2020,03-Jun-2021,20070815943491051107
243,PROFETA-CASTILLO WELDING SHOP,Single Proprietorship,14-Oct-2016,Platinum,Active,28-May-2020,28-May-2021,201610188842451289304
244,ATJ BUILDERS,Single Proprietorship,07-Feb-2019,Platinum,Active,26-May-2020,26-May-2021,2019025617530952530
245,PEOPLE'S CHRONICLE PUBLICATIONS,Single Proprietorship,23-Jan-2020,Platinum,Active,06-Jul-2020,06-Jul-2021,2020011165928108560
246,DAVERGE CONSTRUCTION AND HEAVY EQUIPMENTS RENTALS,Single Proprietorship,14-Sep-2016,Platinum,Active,14-May-2020,14-May-2021,2016091849541680405518
247,BRAKARR TRADING AND SERVICES,Single Proprietorship,18-Feb-2014,Platinum,Active,18-May-2020,18-May-2021,201402941661515133635
248,FARMTECH AGRILAND CORPORATION,Corporation,07-Jan-2016,Platinum,Active,20-May-2020,28-May-2021,2016011578301790853623
249,"TIONGSAN LA TRINIDAD, INC.",Corporation,11-Dec-2012,Platinum,Active,14-May-2020,14-May-2021,2012126316834859736
250,M.G. SALAZAR CONSTRUCTION CORP.,Corporation,17-Jul-2004,Platinum,Active,18-May-2020,18-May-2021,20040745151234951249
251,CMVILL TRADING,Single Proprietorship,15-Aug-2018,Platinum,Active,18-May-2020,18-May-2021,20180883503655390567
252,"OFFSHORE MARINE AND INDUSTRIAL WORKS, INC.",Corporation,23-Oct-2008,Platinum,Active,18-May-2020,18-May-2021,200810230601671631298
253,R. D. INTERIOR JUNIOR CONSTRUCTION,Single Proprietorship,24-May-2007,Platinum,Active,18-May-2020,18-May-2021,200705138321031873374
254,GREENERGY DEVELOPMENT CORP.,Corporation,11-Jul-2017,Platinum,Active,14-May-2020,22-May-2021,201707152048163377744
255,KEZ ENTERPRISES,Single Proprietorship,26-Jan-2005,Platinum,Active,14-May-2020,14-May-2021,20050161911311571446
256,RHIO CONSTRUCTION & ENTERPRISES,Single Proprietorship,10-Jan-2014,Platinum,Active,18-May-2020,14-Jun-2021,201401906282083509032
257,GEMAKA MARKETING AND CONSTRUCTION SERVICES,Single Proprietorship,22-Sep-2008,Platinum,Active,01-Jun-2020,01-Jun-2021,200809225201357192043
258,"RIDGE TO REEF ENVIRONMENTAL CONSULTANCY, INC.",Corporation,23-Sep-2014,Platinum,Active,18-May-2020,22-May-2021,2014091145761665288512
259,NESMARK CONSTRUCTION ENTERPRISES,Single Proprietorship,30-Jul-2014,Platinum,Active,14-May-2020,14-May-2021,2014071093671996743950
260,MODERN TIME ENTERPRISES INC.,Corporation,04-Jan-2012,Platinum,Active,18-May-2020,21-May-2021,20120146451521434056
261,"F AND E ENTERPRISES, INC.",Corporation,10-Mar-2008,Platinum,Active,19-May-2020,19-May-2021,20080319352612219922
262,"PUREGOLD PRICE CLUB, INC.",Corporation,14-Nov-2006,Platinum,Active,18-May-2020,18-May-2021,200611116971892533410
263,SILVER FERN CONSTRUCTION,Single Proprietorship,29-Sep-2016,Platinum,Active,18-May-2020,18-May-2021,2016091870711680554231
264,MELGENE AIRCON MARKETING AND SERVICES,Single Proprietorship,16-Aug-2010,Platinum,Active,29-Jun-2020,29-Jun-2021,201008352631622894729
265,PROPMECH CORPORATION,Corporation,05-Jul-2004,Platinum,Active,14-May-2020,14-May-2021,20040743431864683980
266,TZ-E TRADING,Single Proprietorship,12-May-2017,Platinum,Active,18-May-2020,18-May-2021,201705162719605936843
267,LAFEIGE FOOD SERVICES,Single Proprietorship,07-May-2020,Platinum,Active,18-May-2020,18-May-2021,2020052161731095919027
268,888 ROYAL CONSTRUCTION SUPPLY & SERVICES,Single Proprietorship,16-Jan-2018,Platinum,Active,26-May-2020,26-May-2021,2018011199291373196139
269,"TRUST TRADE ( OWNED & REGISTERED BY GIGI INDUSTRIES, INC.)",Corporation,19-Mar-2002,Platinum,Active,19-May-2020,20-May-2021,200203573332718254
270,R AND J CONSTRUCTION SUPPLY,Single Proprietorship,04-Jul-2018,Platinum,Active,18-May-2020,18-May-2021,201807916681844147985
271,LIMESTONE CONSTRUCTION AND DEVELOPMENT CORPORATION,Corporation,21-Sep-2005,Platinum,Active,21-May-2020,21-May-2021,2005098336555524935
272,ED SIXTY FOUR ENTERPRISES,Single Proprietorship,12-Jan-2018,Platinum,Active,18-May-2020,30-May-2021,2018011201051559683581
273,VINTECOM TECHNOLOGY SOLUTION INC.,Corporation,13-Sep-2012,Platinum,Active,14-May-2020,14-May-2021,20120958918332601494
274,LEXSYS TECHNOLOGIES INC.,Corporation,28-Mar-2005,Platinum,Active,01-Jun-2020,01-Jun-2021,200503694536210045
275,RJ CONSTRUCTION & SUPPLY,Single Proprietorship,04-Apr-2011,Platinum,Active,14-May-2020,29-May-2021,201104402161475156497
276,R. YAO CONSTRUCTION,Single Proprietorship,28-Feb-2019,Platinum,Active,18-May-2020,18-May-2021,20190252845470339271
277,A. PURCA STORE,Single Proprietorship,05-Aug-2016,Platinum,Active,19-May-2020,19-May-2021,2016081803301043687032
278,MPMALTO CONSTRUCTION SERVICES,Single Proprietorship,09-Mar-2020,Platinum,Active,03-Jun-2020,03-Jun-2021,2020032139551810992380
279,JOHANN'S CUISINE,Single Proprietorship,15-Mar-2013,Platinum,Active,14-May-2020,14-May-2021,20130368376695783730
280,MJL SHELL STATION,Single Proprietorship,23-Oct-2007,Platinum,Active,18-May-2020,18-May-2021,200710171941793260209
281,"N.N. YU CONSTRUCTION, INC.",Corporation,28-Jul-2016,Platinum,Active,19-May-2020,20-May-2021,2016071789721503665540
282,VHITS D.G. BUILDERS & ENTERPRISES,Single Proprietorship,21-Mar-2012,Platinum,Active,18-May-2020,18-May-2021,20120350740512483748
283,GENTRADE INTERNATIONAL PHILIPPINES INCORPORATED - DAVAO CITY,Corporation,22-Nov-2015,Platinum,Active,18-May-2020,18-May-2021,201511154504451246102
284,MARDI INFRA BUILDERS,Single Proprietorship,01-Jun-2016,Platinum,Active,28-May-2020,19-Jun-2021,201606172473381611587
285,EASYLIFE MEDICAL ENTERPRISE,Single Proprietorship,09-Nov-2017,Platinum,Active,27-May-2020,21-Jun-2021,2017111294561173348949
286,EUNICS MARKETING,Single Proprietorship,02-Mar-2005,Platinum,Active,26-May-2020,26-May-2021,20050320610256509668
287,COTABATO POWERTECH SALES CORPORATION,Corporation,01-Feb-2018,Platinum,Active,10-Jun-2020,10-Jun-2021,2018021173601015785316
288,SOUTH SHORE DIVERS,Single Proprietorship,11-Jul-2014,Platinum,Active,18-May-2020,23-May-2021,201407107794728389009
289,"TUV RHEINLAND PHILIPPINES, INC.",Corporation,09-Feb-2009,Platinum,Active,08-Jun-2020,08-Jun-2021,200902246261340367651
290,URC GASOLINE REFILLING STATION,Single Proprietorship,18-Nov-2016,Platinum,Active,18-May-2020,18-May-2021,2016111931941131269555
291,NORTHERN ASIA SALES CORPORATION,Corporation,23-Jul-2004,Platinum,Active,18-May-2020,18-May-2021,20040746111629112782
292,"SMARTMATIC PHILIPPINES, INC.",Corporation,10-Sep-2014,Platinum,Active,26-May-2020,26-May-2021,2014091136811557186808
293,DJAR TRADES,Single Proprietorship,25-Oct-2016,Platinum,Active,26-May-2020,20-Jun-2021,201610190208907524398
294,SANNOVEX PHARMACEUTICAL DISTRIBUTOR,Single Proprietorship,23-Feb-2010,Platinum,Active,26-May-2020,31-May-2021,201002102126671204001
295,ABDULBASIT CONSTRUCTION SUPPLY,Single Proprietorship,05-Feb-2020,Platinum,Active,18-May-2020,18-May-2021,2020022097361470074043
296,SYNCHROS POWER SOLUTIONS,Single Proprietorship,30-Sep-2013,Platinum,Active,01-Jun-2020,01-Jun-2021,20130983510676946675
297,AVINNOVZ TECHNOLOGIES INC.,Corporation,17-Feb-2016,Platinum,Active,18-May-2020,18-May-2021,201602162305121690225
298,C & A RICE MILLING,Single Proprietorship,22-Jan-2020,Platinum,Active,18-May-2020,18-May-2021,20200114581891352470
299,"BUEN VIAJE TIRE CENTER, INC.",Corporation,01-Mar-2013,Platinum,Active,19-May-2020,19-May-2021,201303671121017705416
300,BMCRP-G BUILDERS,Single Proprietorship,04-Dec-2018,Platinum,Active,18-May-2020,18-May-2021,20181264508872224793
301,E.C. PARUMOG TRADING,Single Proprietorship,22-Apr-2014,Platinum,Active,20-May-2020,23-May-2021,201404999671799177862
302,JC PALOMO CONSTRUCTION & CONSTRUCTION SUPPLY,Single Proprietorship,04-Sep-2013,Platinum,Active,18-May-2020,03-Jun-2021,201309810531368315645
303,ACESER CORPORATION,Corporation,15-Oct-2018,Platinum,Active,19-May-2020,21-Jun-2021,201810728911545425663
304,SOMA EXELON TRADING CORPORATION,Corporation,20-Dec-2018,Platinum,Active,05-Jun-2020,05-Jun-2021,201812620381362415569
305,MAIR CONSTRUCTION AND GENERAL MERCHANDISE,Single Proprietorship,05-May-2016,Platinum,Active,18-May-2020,18-May-2021,2016051704002131340743
306,WEST HEAVEN TRADING CORPORATION,Corporation,10-May-2012,Platinum,Active,20-May-2020,20-May-2021,201205526961760420855
307,ALIÑAB CONSTRUCTION AND SUPPLIES,Single Proprietorship,25-Sep-2007,Platinum,Active,18-May-2020,18-May-2021,20070916625262979427
308,TRI-ACE ENTERPRISE,Single Proprietorship,06-Sep-2010,Platinum,Active,08-Jun-2020,14-Jun-2021,20100935667366319761
309,RAEL INDUSTRIAL AND SAFETY ENTERPRISE,Single Proprietorship,06-Oct-2017,Platinum,Active,18-May-2020,21-May-2021,2017101352381030519605
310,BODEGUITA ENTERPRISES & SERVICES,Single Proprietorship,24-Feb-2015,Platinum,Active,26-May-2020,26-May-2021,2015021277181664906222
311,TEAMASIA (HAMLIN-ITURRALDE CORPORATION),Corporation,04-Aug-2004,Platinum,Active,19-May-2020,19-May-2021,200408387543706531
312,DIANE CONSTRUCTION & ENTERPRISES,Single Proprietorship,28-Jan-2010,Platinum,Active,18-May-2020,18-May-2021,201001316611889937862
313,DM CELAC ENTERPRISES,Single Proprietorship,11-Jul-2012,Platinum,Active,26-May-2020,26-May-2021,201207557891109287077
314,MMK CONSTRUCTION AND ENTERPRISES,Single Proprietorship,04-Jul-2018,Platinum,Active,18-May-2020,12-Jul-2021,201807917421961356051
315,SENTINA CONSTRUCTION AND SUPPLY,Single Proprietorship,07-Aug-2007,Platinum,Active,27-May-2020,30-May-2021,200708156882078924099
316,DOUBLE Z CONSTRUCTION AND SUPPLY,Single Proprietorship,06-Oct-2016,Platinum,Active,18-May-2020,18-May-2021,2016101878671344738904
317,MACPAN SEASCAPE PROPERTY RESORT CORPORATION,Corporation,31-May-2018,Platinum,Active,08-Jun-2020,08-Jun-2021,20180596859994195953
318,JDL GASOLINE STATION,Single Proprietorship,07-Jul-2015,Platinum,Active,02-Jun-2020,02-Jun-2021,2015071410911547077045
319,MUEGA'S LIVE FISH AND SEAWEEDS SEEDLING SELLER,Single Proprietorship,30-Oct-2015,Platinum,Active,26-May-2020,26-May-2021,2015101528271208808988
320,STEERINGWHEEL INC.,Corporation,08-Jan-2019,Platinum,Active,01-Jul-2020,01-Jul-2021,2019016090720843290
321,EMBAN ENTERPRISES,Single Proprietorship,30-Jan-2008,Platinum,Active,19-May-2020,19-May-2021,200801184811094048990
322,D.S.T METAL CRAFT AND ENGINEERING WORKS,Single Proprietorship,15-Mar-2010,Platinum,Active,19-May-2020,19-May-2021,201003327571835474924
323,SERV ENTERPRISES,Single Proprietorship,01-Dec-2005,Platinum,Active,21-May-2020,21-May-2021,20051289001074637814
324,WPQ MARKETING,Single Proprietorship,29-Jul-2013,Platinum,Active,02-Jun-2020,02-Jun-2021,20130777938833660358
325,"KANTAR PHILIPPINES, INC.",Corporation,06-Nov-2007,Platinum,Active,15-Jun-2020,15-Jun-2021,200711532171441139198
326,CHENG'S GENERAL MERCHANDISE,Single Proprietorship,23-Apr-2020,Platinum,Active,18-May-2020,18-May-2021,202004215743487542318
327,R. B. PANO CONSTRUCTION AND SUPPLY,Single Proprietorship,04-Oct-2016,Platinum,Active,18-May-2020,18-May-2021,2016101877641241286020
328,THREE BROTHERS'CONSTRUCTION,Single Proprietorship,08-Feb-2018,Platinum,Active,21-May-2020,21-May-2021,201802116007100625961
329,BIOTECH SYSTEMS TRADING CORPORATION,Corporation,26-Jun-2012,Platinum,Active,21-May-2020,21-May-2021,201206549291221743127
330,BRILLIANT PHARMA DISTRIBUTOR,Single Proprietorship,31-Mar-2008,Platinum,Active,01-Jun-2020,15-Jun-2021,20080319703100633199
331,ARMORED TRANSPORT PLUS INCORPORATED,Corporation,22-Dec-2014,Platinum,Active,21-May-2020,30-May-2021,2014121230451441100329
332,MDC ELECTRICAL SUPPLIES AND SERVICES,Single Proprietorship,02-May-2014,Platinum,Active,20-May-2020,20-May-2021,201405101011968812458
333,GREENFIELD CONSTRUCTION,Single Proprietorship,21-Jan-2010,Platinum,Active,18-May-2020,18-May-2021,201001305311406395097
334,JONGJONG MOTORPARTS,Single Proprietorship,22-Jul-2019,Platinum,Active,18-May-2020,18-May-2021,201907316201981543292
335,S.M. BALOYO DENTAL LABORATORY SUPPLIES AND EQUIPTMENTS,Single Proprietorship,23-Sep-2010,Platinum,Active,18-May-2020,01-Jul-2021,201009359901863326643
336,UNAYAN BUILDERS AND CONSTRUCTION SUPPLY,Single Proprietorship,22-Jun-2007,Platinum,Active,18-May-2020,18-May-2021,200706145431196465480
337,QUANTUMFLEX MARKETING,Single Proprietorship,02-Mar-2010,Platinum,Active,21-May-2020,21-May-2021,20100332463652772278
338,CEMPRON CONSTRUCTION AND DEVELOPMENT,Single Proprietorship,11-Dec-2009,Platinum,Active,19-May-2020,31-May-2021,20091230058319333690
339,SURIGAONON VISAYAN MARKETING CORPORATION,Corporation,03-Apr-2014,Platinum,Active,18-May-2020,18-May-2021,20140498658230998617
340,G. BUILDERS,Single Proprietorship,06-Sep-2012,Platinum,Active,18-May-2020,22-May-2021,201209585372104675471
341,HAPPYALL3 BUILDERS CORPORATION,Corporation,08-Mar-2017,Platinum,Active,18-May-2020,18-May-2021,2017031751611100531207
342,"VISAYAN VETS PORT SERVICES, INC.",Corporation,04-May-2020,Platinum,Active,19-May-2020,19-May-2021,2020052160681763789937
343,"ZION ACCUPRINT PUBLISHING, INC.",Corporation,08-May-2008,Platinum,Active,21-May-2020,28-May-2021,200805689621543152617
344,POWER FACTOR ELECTRICAL SERVICES,Single Proprietorship,20-Dec-2018,Platinum,Active,26-May-2020,26-May-2021,20181262118471834602
345,F. MATUNDAN TRADING,Single Proprietorship,19-Aug-2015,Platinum,Active,26-May-2020,26-May-2021,2015081457622102425632
346,ALL ABOUT HEALTH MARKETING,Single Proprietorship,25-Jul-2012,Platinum,Active,01-Jun-2020,01-Jun-2021,20120756389724248153
347,JO-LEA TRADING ENTERPRISES,Single Proprietorship,03-Feb-2004,Platinum,Active,18-May-2020,24-May-2021,2004021716211444042435
348,LOFER FAMILY MART,Single Proprietorship,19-Sep-2017,Platinum,Active,21-May-2020,21-May-2021,201709138907659797499
349,AMERICAN TECHNOLOGIES INC.,Corporation,01-Jun-2010,Platinum,Active,18-May-2020,18-May-2021,20100633863792913013
350,ABCM ENTERPRISE,Single Proprietorship,12-Apr-2017,Platinum,Active,19-May-2020,19-May-2021,2017041676931561638160
351,ALYHAR MARKETING,Single Proprietorship,05-Jan-2010,Platinum,Active,18-May-2020,18-May-2021,20100130224988107314
352,MA. BELEN B. LIM GOLDEN PRESS,Single Proprietorship,28-Jan-2004,Platinum,Active,19-May-2020,19-May-2021,20040124511023236608
353,HAMMER & NAILS TRADING & SERVICES,Single Proprietorship,08-Nov-2017,Platinum,Active,20-May-2020,11-Jun-2021,2017111296851016262418
354,ABELLA MARKETING & RICEMILL,Single Proprietorship,17-Mar-2020,Platinum,Active,08-Jun-2020,08-Jun-2021,2020032147311847832605
355,"RG MEDITRON, INC.",Corporation,03-Aug-2001,Platinum,Active,21-May-2020,25-May-2021,2001081316971474657073
356,"VIVENTIS SEARCH ASIA, INC.",Corporation,03-Sep-2015,Platinum,Active,21-May-2020,21-May-2021,2015091468111752539378
357,AG'S FLOWER & GIFT SHOP,Single Proprietorship,09-May-2017,Platinum,Active,22-Jul-2020,22-Jul-2021,201705163753453856815
358,HOME MART ENTERPRISES,Single Proprietorship,18-Mar-2009,Platinum,Active,21-May-2020,07-Jun-2021,200903255101653861725
359,FOUR PRINCESS MSDE,Single Proprietorship,09-Mar-2015,Platinum,Active,19-May-2020,19-May-2021,201503129263521399924
360,J&S ESCUADRA CONSTRUCTION AND SUPPLY,Single Proprietorship,26-Feb-2003,Platinum,Active,22-May-2020,23-May-2021,20030214651448840090
361,GILMED ENTERPRISES AND SERVICES,Single Proprietorship,07-Jul-2008,Platinum,Active,19-May-2020,19-May-2021,20080721371574176941
362,"ARMSCOR GLOBAL DEFENSE, INC.",Corporation,05-Jun-2001,Platinum,Active,19-May-2020,19-May-2021,200106641655356283
363,MEDICURE ENTERPRISES,Single Proprietorship,24-Feb-2016,Platinum,Active,18-May-2020,18-May-2021,2016021631911678324577
364,MINDALIFI CONSTRUCTION AND SUPPLY,Single Proprietorship,20-Aug-2018,Platinum,Active,22-May-2020,22-May-2021,20180882835150882561
365,M.I. JABSON ENTERPRISE,Single Proprietorship,17-Oct-2014,Platinum,Active,19-May-2020,27-Jun-2021,201410117467695469014
366,ROMARIE ENTERPRISES,Single Proprietorship,29-Mar-2016,Platinum,Active,19-May-2020,19-May-2021,2016031664211535246368
367,RNZB MARKETING,Single Proprietorship,12-Oct-2017,Platinum,Active,18-May-2020,18-May-2021,2017101337241106053666
368,N.T. ARGUELLES CONSTRUCTION SERVICES,Single Proprietorship,15-Mar-2020,Platinum,Active,21-May-2020,21-May-2021,2020032143361233635764
369,EAGLE WINGS ENTERPRISES,Single Proprietorship,06-Jul-2004,Platinum,Active,18-May-2020,18-May-2021,2004074370101040650
370,"BP INTEGRATED TECHNOLOGIES, INC.",Corporation,02-Feb-2004,Platinum,Active,19-May-2020,19-May-2021,2004022524312509534
371,FIRST PINNACLE TRADING CORPORATION,Corporation,06-May-2008,Platinum,Active,27-May-2020,01-Jun-2021,200805567102032169733
372,GTRB INDUSTRIAL CORPORATION,Corporation,05-Aug-2019,Platinum,Active,18-May-2020,18-May-2021,20190829472329598235
373,CEPEDOZA CONSTRUCTION AND SURVEYING OFFICE,Single Proprietorship,27-Apr-2018,Platinum,Active,19-May-2020,19-May-2021,201804102129423846859
374,"ANG DESIGN STUDIOS, INC",Corporation,24-May-2013,Platinum,Active,18-May-2020,18-May-2021,201305724912031314059
375,MRMJ EARTH MOVERS CORPORATION,Corporation,12-May-2020,Platinum,Active,18-May-2020,18-May-2021,2020052163411316213119
376,AGE SOLAR CONSTRUCTION AND GENERAL MERCHANDISE,Single Proprietorship,07-Nov-2017,Platinum,Active,19-May-2020,19-May-2021,2017111301031641177491
377,ME3 CONSTRUCTION,Single Proprietorship,22-Jun-2007,Platinum,Active,18-May-2020,18-May-2021,20070614539321330404
378,DAVE B. RELOJERO ARCHITECTS & ASSOCIATES,Single Proprietorship,28-Jul-2010,Platinum,Active,21-May-2020,21-May-2021,20100734823204736465
379,2 BROTHERS CONSTRUCTION ENTERPRISES,Single Proprietorship,21-May-2007,Platinum,Active,19-May-2020,19-May-2021,20070513721301254917
380,MEGAJES CONSTRUCTION CORP.,Corporation,28-Sep-2018,Platinum,Active,21-May-2020,21-May-2021,201809757981916750222
381,ISULAN ECT CONSTRUCTION & GENERAL MERCHANDISE INC.,Corporation,20-May-2015,Platinum,Active,26-May-2020,26-May-2021,2015051363722106734064
382,FRESCA AIRCONDITIONING PARTS AND SERVICES,Single Proprietorship,19-Sep-2017,Platinum,Active,19-May-2020,19-May-2021,2017091390151613739015
383,LIANCA TRADING,Single Proprietorship,22-Sep-2010,Platinum,Active,19-May-2020,19-May-2021,20100935942389011410
384,NANA BUILDERS,Single Proprietorship,24-Aug-2007,Platinum,Active,19-May-2020,13-Jun-2021,200708160651403695081
385,PHILJETS AERO CHARTER CORP.,Corporation,17-Apr-2018,Platinum,Active,21-May-2020,25-May-2021,201804104028523247418
386,M.C. ESCALA CONSTRUCTION AND SUPPLY,Single Proprietorship,17-Oct-2016,Platinum,Active,19-May-2020,19-May-2021,2016101889741682595949
387,CHELSEA BUILDERS,Single Proprietorship,22-Mar-2018,Platinum,Active,20-May-2020,13-Jun-2021,201803107581908831530
388,KURDZ CONSTRUCTION,Single Proprietorship,05-Mar-2019,Platinum,Active,19-May-2020,19-May-2021,201903522121001457396
389,BALANGIGA KAINAN AND CATERING SERVICES,Single Proprietorship,27-Jul-2015,Platinum,Active,18-May-2020,07-Jun-2021,201507143242203669187
390,RLVJ CONSTRUCTION AND SUPPLY,Single Proprietorship,11-Oct-2017,Platinum,Active,22-May-2020,22-May-2021,2017101340051291397752
391,MATERCA GENERAL MERCHANDISE,Single Proprietorship,03-Nov-2009,Platinum,Active,21-May-2020,21-May-2021,200911293401233550394
392,ACE RESTO,Single Proprietorship,21-Nov-2012,Platinum,Active,22-May-2020,16-Jun-2021,20121162272278333038
393,ANNETZTONE ENTERPRISES,Single Proprietorship,07-Sep-2016,Platinum,Active,19-May-2020,19-May-2021,2016091843531343904048
