,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
190,SWARA SUG MEDIA CORP.,Corporation,03-Feb-2009,Platinum,Active,16-Jul-2020,16-Jul-2021,2009027142165795725
191,"EPARTNERS SOLUTIONS, INC.",Corporation,08-Jul-2013,Platinum,Active,09-Jul-2020,11-Jul-2021,2013071199121340349134
192,D.L. CERVANTES CONSTRUCTION CORPORATION,Corporation,21-Jan-2004,Platinum,Active,13-Jul-2020,13-Jul-2021,2004012342975699634
193,"CLEAN WORLD TRADING AND SUPPLIES, INC.",Corporation,24-Apr-2012,Platinum,Active,09-Jul-2020,09-Jul-2021,201204520731968633872
194,BIOSOLUTIONS INT'L CORP.,Corporation,09-Sep-2013,Platinum,Active,13-Jul-2020,13-Jul-2021,20130981652224825433
195,THUNDERHEADS CONSTRUCTION CORPORATION,Corporation,21-May-2007,Platinum,Active,09-Jul-2020,09-Jul-2021,200705137301468306592
196,D&M CATERING SERVICES,Single Proprietorship,10-Apr-2013,Platinum,Active,28-Jul-2020,28-Jul-2021,201304697671794868746
197,HOSPICAREPHIL INC.,Corporation,20-Mar-2014,Platinum,Active,09-Jul-2020,09-Jul-2021,201403181242721512739
198,HKP CONSTRUCTION AND SUPPLY,Single Proprietorship,05-Mar-2008,Platinum,Active,09-Jul-2020,09-Jul-2021,20080319275356693607
199,WISMON CONSTRUCTION & DEVELOPMENT CORPORATION,Corporation,10-Mar-2008,Platinum,Active,09-Jul-2020,09-Jul-2021,200803193541376792847
200,"WAGNER GENERAL MERCHANDISE, INC.",Corporation,04-Jun-2009,Platinum,Active,13-Jul-2020,13-Jul-2021,20090626967469290539
201,ALABANA CONSTRUCTION SUPPLY,Single Proprietorship,22-May-2017,Platinum,Active,09-Jul-2020,09-Jul-2021,20170516154775203429
202,ALEJANDRA ENTERPRISES,Single Proprietorship,03-Oct-2017,Platinum,Active,09-Jul-2020,09-Jul-2021,2017101361152026603952
203,SUNSTAR REFRIGERATION AND AIR CONDITIONING,Single Proprietorship,22-Mar-2013,Platinum,Active,13-Jul-2020,19-Jul-2021,20130368757962804115
204,DIPOLOG DIAMOND HARDWARE AND ELECTRICAL SUPPLY,Single Proprietorship,09-Feb-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,2016021612581155287505
205,"AMSTAR COMPANY, INC.",Corporation,28-Apr-2003,Platinum,Active,09-Jul-2020,09-Jul-2021,20030413927110376182
206,LOVE YOUNG CONSTRUCTION SUPPLY,Single Proprietorship,27-Jun-2019,Platinum,Active,09-Jul-2020,09-Jul-2021,201906361021569801174
207,ALSID ENTERPRISES,Single Proprietorship,29-Jul-2008,Platinum,Active,09-Jul-2020,09-Jul-2021,20080721746218904263
208,VSE SARI-SARI STORE,Single Proprietorship,10-Sep-2018,Platinum,Active,13-Jul-2020,13-Jul-2021,20180979065740328125
209,BT CASTILLO TRADING,Single Proprietorship,10-Aug-2015,Platinum,Active,09-Jul-2020,30-Jul-2021,2015081447341248636409
210,RANDROSS TRADING,Single Proprietorship,21-Mar-2017,Platinum,Active,09-Jul-2020,09-Jul-2021,2017031722081274927753
211,SMC AGRI-VENTURE CORP.,Corporation,16-Jun-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,2020062184861718134813
212,E.C. EUGENIO CONSTRUCTION,Single Proprietorship,24-Jun-2015,Platinum,Active,09-Jul-2020,09-Jul-2021,2015061397832503886
213,BRAVEHEART TECHNICAL SERVICES,Single Proprietorship,11-Apr-2018,Platinum,Active,09-Jul-2020,09-Jul-2021,201804105716592364900
214,HIGHINTERCEDE CONSTRUCTION AND TRADING,Single Proprietorship,07-Nov-2017,Platinum,Active,28-Jul-2020,28-Jul-2021,2017111303491967145394
215,MOTO INDUSTRIAL TRADERS CORPORATION,Corporation,07-May-2001,Platinum,Active,09-Jul-2020,09-Jul-2021,20010530852055117
216,BSMA TRADING,Single Proprietorship,27-May-2016,Platinum,Active,14-Jul-2020,14-Jul-2021,201605172323357969064
217,DIAMED KINETICS HEALTHCARE ON THE GO,Single Proprietorship,16-May-2011,Platinum,Active,09-Jul-2020,09-Jul-2021,20110541072477176214
218,RIMPORT INDUSTRIES INC.,Corporation,01-Oct-2003,Platinum,Active,09-Jul-2020,09-Jul-2021,20031018691956782952
219,MVRN AGRI-MACHINERIES ENTERPRISES,Single Proprietorship,24-Jan-2018,Platinum,Active,09-Jul-2020,26-Jul-2021,2018011185652043432630
220,2J'S DESIGN AND CONSTRUCTION SERVICES,Single Proprietorship,06-Jan-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,2020013955315333636
221,VECTRAS INC.,Corporation,23-Apr-2012,Platinum,Active,09-Jul-2020,09-Jul-2021,20120451986958268001
222,MAGA CONSTRUCTION AND SUPPLIES,Single Proprietorship,19-Mar-2012,Platinum,Active,09-Jul-2020,19-Jul-2021,20120350527906614155
223,CHEMOSCIENCE PHILS. INC.,Corporation,31-Jul-2015,Platinum,Active,27-Jul-2020,06-Aug-2021,2015071438801501924778
224,QUIMAN TRADING,Single Proprietorship,11-Dec-2009,Platinum,Active,09-Jul-2020,09-Jul-2021,200912300511547972108
225,MYLITS RESTO BAR,Single Proprietorship,12-Aug-2015,Platinum,Active,09-Jul-2020,09-Jul-2021,2015081450761737718702
226,ARMSON CONSTRUCTION AND ENTERPRISES,Single Proprietorship,12-Oct-2012,Platinum,Active,09-Jul-2020,18-Jul-2021,201210603811715043175
227,HALL IT NOM ENTERPRISE,Single Proprietorship,01-Jul-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,2020072197921005451005
228,HANNAH'S DEPARTMENT STORE,Single Proprietorship,07-Mar-2008,Platinum,Active,13-Jul-2020,16-Jul-2021,200803193301190516154
229,BMDG CONSTRUCTION,Single Proprietorship,13-Mar-2013,Platinum,Active,21-Jul-2020,21-Jul-2021,201303680552062246229
230,MAHC LIAISON SERVICES,Single Proprietorship,11-Jul-2019,Platinum,Active,10-Jul-2020,10-Jul-2021,201907334041715714511
231,AVC TECHNOLOGY INDUSTRIES,Single Proprietorship,18-Jan-2006,Platinum,Active,13-Jul-2020,13-Jul-2021,2006019186875870057
232,JENCEL TRADING & TIRE CARE CENTER,Single Proprietorship,08-May-2008,Platinum,Active,09-Jul-2020,22-Aug-2021,200805203611681785551
233,GARAGE AUTOMOTIVE REPAIR SERVICES,Single Proprietorship,26-May-2020,Platinum,Active,13-Jul-2020,13-Jul-2021,202005217086881938496
234,REMNANT BUILDERS,Single Proprietorship,21-May-2006,Platinum,Active,09-Jul-2020,09-Jul-2021,200605149521688801057
235,JRC INDUSTRIAL SALES,Single Proprietorship,11-Jun-2004,Platinum,Active,14-Jul-2020,14-Jul-2021,20040641901500828848
236,FORMOST ASPHALT CORP.,Corporation,11-May-2005,Platinum,Active,09-Jul-2020,09-Jul-2021,20050573031331133928
237,"RVV MANPOWER SERVICES, INC.",Corporation,27-Jul-2010,Platinum,Active,14-Jul-2020,14-Jul-2021,20100734802648460792
238,EBTITIWA GENERAL ENGINEERING AND CONSTRUCTION SERVICES,Single Proprietorship,09-Jan-2017,Platinum,Active,09-Jul-2020,09-Jul-2021,2017011871271521827067
239,"TRENDS & TECHNOLOGIES, INC.",Corporation,23-Aug-2002,Platinum,Active,16-Jul-2020,03-Sep-2021,200208967756546329
240,ASCE CONSTRUCTION,Single Proprietorship,19-Jul-2016,Platinum,Active,10-Jul-2020,16-Jul-2021,201607177851276279412
241,KENICHIE GENERAL MERCHANDISE & TRADING,Single Proprietorship,05-May-2009,Platinum,Active,09-Jul-2020,07-Aug-2021,2009052636487814699
242,BACPHIL PLANTERS FERTILIZER CORPORATION,Corporation,11-Feb-2013,Platinum,Active,09-Jul-2020,19-Aug-2021,201302658971659953194
243,OWL FOODS CORPORATION,Corporation,01-Jul-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,2020072197258264677
244,JAYDEECARE MARKETING,Single Proprietorship,02-Oct-2015,Platinum,Active,13-Jul-2020,03-Sep-2021,2015101502181633115580
245,C CUBE GENERAL CONSTRUCTION AND SUPPLY CO.,Partnership,03-Jul-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,2020072199781333151165
246,AGILITY SECURITY GUARD EXPERT INC.,Corporation,18-Jan-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,2016011587401651176728
247,"WELEX CONSTRUCTION, INCORPORATED",Corporation,07-Feb-2006,Platinum,Active,09-Jul-2020,04-Aug-2021,20060219800882422414
248,KEAN VEA ENTERPRISES,Single Proprietorship,30-May-2014,Platinum,Active,10-Aug-2020,10-Aug-2021,2014051034601928813921
249,RADIAL CONSTRUCTION AND SUPPLY,Single Proprietorship,01-Oct-2009,Platinum,Active,10-Jul-2020,12-Jul-2021,20091028810110960443
250,"J. E. MANALO & CO., INC.",Corporation,19-Jul-2007,Platinum,Active,10-Jul-2020,26-Jul-2021,200707152001266017409
251,BLUE ROSE MARKETING,Single Proprietorship,01-Jun-2018,Platinum,Active,09-Jul-2020,09-Jul-2021,201806966531902663326
252,RED BRICKS CONSTRUCTION SERVICE AND SUPPLY,Single Proprietorship,16-Mar-2017,Platinum,Active,20-Jul-2020,22-Jul-2021,201703172866122827557
253,PANALAY TAILORING,Single Proprietorship,29-Jan-2015,Platinum,Active,10-Jul-2020,12-Jul-2021,2015011251831985630500
254,JML CONSTRUCTION SUPPLY,Single Proprietorship,18-Jul-2017,Platinum,Active,10-Jul-2020,10-Jul-2021,201707150797621035605
255,INCORE BUILDERS & DEVELOPMENT,Single Proprietorship,13-Jul-2006,Platinum,Active,10-Jul-2020,10-Jul-2021,200607105881798394703
256,AVN ELEVATOR AND ESCALLATOR INSTALLATION SERVICES,Single Proprietorship,23-Jun-2020,Platinum,Active,24-Jul-2020,24-Jul-2021,202006218984588495375
257,P. MODESTO FASTFOOD & CATERING SERVICE,Single Proprietorship,21-Apr-2010,Platinum,Active,09-Jul-2020,09-Jul-2021,20100433345768357263
258,MDC OFFICE SUPPLIES AND EQUIPMENT TRADING,Single Proprietorship,01-Jul-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,202007219752976605066
259,BMK CITY COOL MECHANDISING AND SERVICE CENTER,Single Proprietorship,09-May-2019,Platinum,Active,09-Jul-2020,09-Jul-2021,2019054323245440673
260,LEWIS & LUIGI ENTERPRISES,Single Proprietorship,25-Sep-2006,Platinum,Active,09-Jul-2020,09-Jul-2021,200609112361751986284
261,BOHOL QUALITY CORPORATION,Corporation,29-Sep-2009,Platinum,Active,09-Jul-2020,09-Jul-2021,2009092875748630067
262,SWISS-TECH ENTERPRISES,Single Proprietorship,02-Jun-2020,Platinum,Active,13-Jul-2020,13-Jul-2021,2020062176021984683155
263,ACVI ENTERPRISES,Single Proprietorship,06-Mar-2019,Platinum,Active,09-Jul-2020,18-Jul-2021,20190351843246567002
264,KEN STEEL SUPPLY AND GENERAL MERCHANDISE,Single Proprietorship,25-Aug-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,2016081828691825929650
265,AURORA PACIFIC RICELAND TRADING INC.,Corporation,13-Apr-2020,Platinum,Active,14-Jul-2020,14-Jul-2021,20200421537996341265
266,MHIKE SOLAR ENERGY SHOP,Single Proprietorship,29-Jul-2019,Platinum,Active,09-Jul-2020,09-Jul-2021,20190730843134649526
267,ABC BUILDING LESSOR,Single Proprietorship,04-Jun-2019,Platinum,Active,09-Jul-2020,09-Jul-2021,20190639765912987025
268,AVZ CONSTRUCTION & SUPPLY,Single Proprietorship,22-Feb-2011,Platinum,Active,13-Jul-2020,27-Aug-2021,201102388541033159278
269,NIMPHARMA DRUG,Single Proprietorship,18-Mar-2004,Platinum,Active,09-Jul-2020,09-Jul-2021,2004033489564163190
270,MAMURIC 7 TELECOMMUNICATIONS CORPORATION,Corporation,04-Dec-2018,Platinum,Active,09-Jul-2020,09-Jul-2021,201812644901086929100
271,SYREX CORPORATION,Corporation,07-Oct-2005,Platinum,Active,09-Jul-2020,09-Jul-2021,20051085111653725001
272,"FUTURESMART RESOURCES + STRATEGIES, INC.",Corporation,25-Oct-2018,Platinum,Active,09-Jul-2020,09-Jul-2021,201810713441078277273
273,ST. CHRIST INTERNATIONAL TRADING,Single Proprietorship,25-May-2005,Platinum,Active,09-Jul-2020,01-Aug-2021,20050574131766234878
274,ARTLINK TECHNOLOGIES & GENERAL MERCHANDISE,Single Proprietorship,10-Aug-2015,Platinum,Active,09-Jul-2020,09-Jul-2021,201508144697779414125
275,PHENS AUTO SUPPLY,Single Proprietorship,08-Mar-2018,Platinum,Active,09-Jul-2020,09-Jul-2021,20180311055973069013
276,PROVERBS ENTERPRISES,Single Proprietorship,16-Jan-2003,Platinum,Active,09-Jul-2020,09-Jul-2021,20030113351584265869
277,IGB DESIGN AND CONSTRUCTION,Single Proprietorship,17-Jul-2018,Platinum,Active,09-Jul-2020,09-Jul-2021,201807893101981538228
278,ERS ENTERPRISES,Single Proprietorship,11-Mar-2004,Platinum,Active,09-Jul-2020,24-Jul-2021,20040333861097390437
279,"DAVAO MARK ENTERPRISES, INC.",Corporation,10-Feb-2004,Platinum,Active,15-Jul-2020,15-Jul-2021,2004022707636182643
280,STRONGTOWER EDUCATIONAL RESOURCES AND SERVICES,Single Proprietorship,28-Aug-2018,Platinum,Active,13-Jul-2020,13-Jul-2021,20180881681634670669
281,MATATAG BOOK DISTRIBUTION AND TRADING CORPORATION,Corporation,08-Apr-2015,Platinum,Active,13-Jul-2020,31-Jul-2021,2015041323931802705005
282,CYLINDER ENTERPRISES,Single Proprietorship,27-Dec-2016,Platinum,Active,14-Jul-2020,14-Jul-2021,2016121884581807401165
283,CARUNUNGAN & PARTNERS CO.,Corporation,22-Jul-2013,Platinum,Active,16-Jul-2020,07-Aug-2021,201307772701180585865
284,"MASTERS FLYING SCHOOL, INC.",Corporation,20-Feb-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,202002211477555040865
285,LACURA MEDICAL EQUIPMENT AND SUPPLIES TRADING,Single Proprietorship,31-Jul-2019,Platinum,Active,09-Jul-2020,09-Jul-2021,20190730284938537993
286,GOLDEN TIGER MEGATRADE EQUIPMENTS CO. LTD.,Corporation,03-Aug-2018,Platinum,Active,14-Jul-2020,14-Jul-2021,201808859101465595490
287,"POWER-CHEK, INC.",Corporation,22-Dec-2005,Platinum,Active,09-Jul-2020,14-Jul-2021,200512271161572389203
288,GLUTHAMEED PHARMA AND GENERAL MERCHANDISE,Single Proprietorship,29-Jul-2017,Platinum,Active,16-Jul-2020,27-Jul-2021,2017071488941268919683
289,EMR INFORMATION TECHNOLOGY SERVICES,Single Proprietorship,10-Jan-2017,Platinum,Active,14-Jul-2020,22-Jul-2021,201701186317256284475
290,"POWER CLEAN BLDG. CARE & GENERAL SERVICES, INC.",Corporation,07-Apr-2015,Platinum,Active,09-Jul-2020,09-Jul-2021,201504132188769198153
291,LPS OFFICE PLUS,Single Proprietorship,07-Jan-2014,Platinum,Active,09-Jul-2020,09-Jul-2021,201401904141858728472
292,RRH CONSTRUCTION AND ENGINEERING SERVICES,Single Proprietorship,06-Dec-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,201612190638756344131
293,ROSTAN GASOLINE SERVICE STATION,Single Proprietorship,05-May-2017,Platinum,Active,15-Jul-2020,31-Jul-2021,2017051640832106086027
294,"PACIFIC CROSS HEALTH CARE, INC.",Corporation,09-Mar-2016,Platinum,Active,13-Jul-2020,13-Jul-2021,201603164812156175823
295,GANCHE TRADING,Single Proprietorship,05-Jun-2017,Platinum,Active,09-Jul-2020,30-Jul-2021,2017061592211179960237
296,CLUE CONSTRUCTION & CONSTRUCTION SUPPLY,Single Proprietorship,15-Jul-2004,Platinum,Active,09-Jul-2020,09-Jul-2021,2004074492613456723
297,E & B LIVESTOCK DEALER,Single Proprietorship,11-Oct-2007,Platinum,Active,03-Aug-2020,03-Aug-2021,20071016988288029070
298,E . A PHARMACY,Single Proprietorship,02-Jun-2015,Platinum,Active,09-Jul-2020,29-Jul-2021,2015061376061554967957
299,RADIOTEL ELECTRONIC SALES & SERVICES CO.,Partnership,26-Jun-2019,Platinum,Active,09-Jul-2020,08-Aug-2021,2019063617089470812
300,JAYRO CONSTRUCTION & SUPPLY,Single Proprietorship,30-Sep-2014,Platinum,Active,16-Jul-2020,16-Jul-2021,2014091155591129790301
301,TALACOGON AGRO-INDUSTRIAL MULTI PURPOSE DEVELOPMENTCOOPERATIVE (TAMDECO),Cooperative,10-Oct-2019,Platinum,Active,20-Jul-2020,20-Jul-2021,201910163501054520129
302,MEALSON CONSTRUCTION SUPPLY,Single Proprietorship,16-Jul-2012,Platinum,Active,13-Jul-2020,04-Sep-2021,2012075595115183409
303,RONDEX ENTERPRISES CORP.,Corporation,01-Aug-2013,Platinum,Active,10-Jul-2020,10-Jul-2021,20130878244878509057
304,"BIP STEADFAST GROUND, INC.",Corporation,12-Mar-2013,Platinum,Active,10-Jul-2020,10-Jul-2021,201303679591136468932
305,ASAHI MOTORS,Single Proprietorship,22-Jul-2008,Platinum,Active,09-Jul-2020,30-Aug-2021,200807216391273702457
306,AMBASSADOR CONSTRUCTION AND HAULING SERVICES,Single Proprietorship,26-Sep-2005,Platinum,Active,14-Jul-2020,14-Jul-2021,2005098382123440980
307,PCL CATERING SERVICES,Single Proprietorship,27-Jun-2018,Platinum,Active,16-Jul-2020,16-Jul-2021,201806926772087405540
308,E.L. THESAURUS INDUSTRIAL SALES,Single Proprietorship,23-Mar-2011,Platinum,Active,09-Jul-2020,18-Jul-2021,201103397801993682829
309,INTERTEK TESTING SERVICES PHILIPPINES INC.,Corporation,06-Jun-2007,Platinum,Active,17-Jul-2020,27-Aug-2021,200706169811195415713
310,A.H.E. CONSTRUCTION,Single Proprietorship,12-Aug-2008,Platinum,Active,09-Jul-2020,26-Jul-2021,20080821947400070857
311,C.A.L.M. PETRON GASOLINE STATION,Single Proprietorship,03-Mar-2008,Platinum,Active,13-Jul-2020,13-Jul-2021,200803191932058502630
312,SUZALLACON INC.,Corporation,24-Nov-2010,Platinum,Active,13-Jul-2020,13-Jul-2021,20101136976558537745
313,GOLD'N E ENTERPRISES,Single Proprietorship,11-Jul-2016,Platinum,Active,14-Jul-2020,31-Aug-2021,2016071770251629009964
314,MENTORS GENERAL MERCHANDISE,Single Proprietorship,23-Jul-2018,Platinum,Active,13-Jul-2020,13-Jul-2021,201807880711103232075
315,CELANHD'S PLACE,Single Proprietorship,27-Sep-2016,Platinum,Active,13-Jul-2020,13-Jul-2021,2016091865081312109607
316,SILVINO SURVEYING AND MAPPING,Single Proprietorship,28-May-2009,Platinum,Active,09-Jul-2020,09-Jul-2021,2009052684213914985
317,SHABAT ENTERPRISES,Single Proprietorship,01-Dec-2009,Platinum,Active,13-Jul-2020,07-Aug-2021,200912298771083740333
318,GEEV CERTIFICATION SOLUTIONZ,Single Proprietorship,04-Oct-2017,Platinum,Active,09-Jul-2020,09-Jul-2021,201710135800777521428
319,BITS - BIOMEDICAL INSTRUMENTATION & TECHNOLOGY SOLUTIONS CO.LTD.,Partnership,09-Mar-2017,Platinum,Active,16-Jul-2020,16-Jul-2021,2017031742341756411421
320,GRABATO INVESTIGATION RISK MANAGEMENT & SECURITY SERVICEINC.,Corporation,30-Jun-2015,Platinum,Active,09-Jul-2020,09-Jul-2021,201506140344207877668
321,HEROES TECHNOLOGY,Single Proprietorship,11-Jul-2011,Platinum,Active,13-Jul-2020,10-Aug-2021,20110742342411886811
322,AL-NOORWAY CORPORATION,Corporation,14-Mar-2020,Platinum,Active,30-Jul-2020,30-Jul-2021,2020032144111245473915
323,THUNDERGALE LUBES AND FUELS TRADING,Single Proprietorship,03-Apr-2019,Platinum,Active,09-Jul-2020,09-Jul-2021,20190447381810499217
324,YDA BUILDERS & CONSTRUCTION SERVICES,Single Proprietorship,05-Jul-2017,Platinum,Active,09-Jul-2020,18-Jul-2021,201707152994133478500
325,J AND G GENERAL MERCHANDISE,Single Proprietorship,16-Jan-2018,Platinum,Active,09-Jul-2020,09-Jul-2021,201801119758957827733
326,"GEOTECHNICS PHILIPPINES,INC.",Corporation,26-Jul-2007,Platinum,Active,10-Jul-2020,10-Jul-2021,200707153931285945254
327,DAVS TRADERS AND SERVICES,Single Proprietorship,27-Feb-2018,Platinum,Active,05-Aug-2020,05-Aug-2021,2018021128991835543156
328,BANTAY STAR PETROLEUM TRADING CORP.,Corporation,07-Aug-2014,Platinum,Active,10-Jul-2020,12-Jul-2021,2014081103251166720853
329,"COMPACT BUILDERS, INC.",Corporation,22-Nov-2004,Platinum,Active,22-Jul-2020,22-Jul-2021,20041157201757393562
330,ALZ CONSTRUCTION,Single Proprietorship,15-May-2018,Platinum,Active,24-Jul-2020,24-Jul-2021,201805996941797348290
331,B&A PHARMACY & DRUG DISTRIBUTOR GENERAL MERCHANDISE,Single Proprietorship,08-Jun-2011,Platinum,Active,09-Jul-2020,09-Jul-2021,20110641576817431300
332,ELMG TRADING AND ENGINEERING SERVICES,Single Proprietorship,21-Mar-2018,Platinum,Active,14-Jul-2020,14-Jul-2021,2018031082041182491756
333,LADROMA ENTERPRISE,Single Proprietorship,20-Apr-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,2016041689331429070787
334,GLEDCO MULTIPURPOSE COOPERATIVE,Cooperative,01-Oct-2013,Platinum,Active,09-Jul-2020,09-Jul-2021,201310836791098159289
335,BHF CORPORATION,Corporation,11-Sep-2007,Platinum,Active,09-Jul-2020,09-Jul-2021,2007093048119704213
336,"PNEUMATIC TECHNOLOGIES, INC.",Corporation,07-Mar-2006,Platinum,Active,09-Jul-2020,09-Jul-2021,200603966541594761
337,UNCLE BOB'S HOME & INDUSTRIAL SUPPLY,Single Proprietorship,09-Mar-2011,Platinum,Active,13-Jul-2020,13-Jul-2021,20110339292103504686
338,"E-GLORIA'S FLOWERSHOP, PARTY NEEDS & CATERING SERVICES",Single Proprietorship,29-Aug-2012,Platinum,Active,13-Jul-2020,13-Jul-2021,201208580311646662316
339,YAKAL LUMBER-TAGUDIN,Single Proprietorship,08-Feb-2010,Platinum,Active,13-Jul-2020,13-Jul-2021,201002318952006795119
340,CATALUNAN CONSTRUCTION CORPORATION,Corporation,06-Jul-2020,Platinum,Active,10-Jul-2020,10-Jul-2021,202007220166533576592
341,ALEXANDER BUILDERS,Single Proprietorship,07-Jun-2019,Platinum,Active,09-Jul-2020,06-Aug-2021,201906392641510714561
342,HYDRAUMIND (HC) CORPORATION,Corporation,27-Jun-2017,Platinum,Active,09-Jul-2020,17-Jul-2021,2017061548911581226671
343,ABM ENGINEERING AND DEVELOPMENT SERVICES,Single Proprietorship,26-Jun-2014,Platinum,Active,09-Jul-2020,09-Jul-2021,201406106221685567170
344,MT. GUITING-GUITING CONST.,Single Proprietorship,03-Apr-2009,Platinum,Active,09-Jul-2020,19-Jul-2021,200904259182061774813
345,MGC GENERAL ENTERPRISES,Single Proprietorship,16-Mar-2017,Platinum,Active,09-Jul-2020,12-Jul-2021,201703172939847142475
346,BOFFO SOLAR PRODUCTS TRADING,Single Proprietorship,06-May-2019,Platinum,Active,09-Jul-2020,09-Jul-2021,2019054375897257144
347,MEL-A MARKETING,Single Proprietorship,15-Apr-2008,Platinum,Active,10-Jul-2020,10-Jul-2021,200804199321760352905
348,RCC PRINTING AND MARKETING,Single Proprietorship,06-Aug-2007,Platinum,Active,10-Jul-2020,15-Jul-2021,200708156441756177405
349,BREW BERRY CAFE,Single Proprietorship,11-Jul-2014,Platinum,Active,09-Jul-2020,15-Jul-2021,2014071078281936563605
350,JAYTERKIEL BUILDERS,Single Proprietorship,05-Mar-2013,Platinum,Active,24-Jul-2020,24-Jul-2021,2013036746456406522
351,AQUARIES CONSTRUCTION AND SUPPLY,Single Proprietorship,07-Apr-2003,Platinum,Active,14-Jul-2020,14-Jul-2021,20030415671672056767
352,J: KHEZZNOV TRADING INDUSTRIES INC,Corporation,27-Jun-2014,Platinum,Active,09-Jul-2020,30-Jul-2021,201406106338743949634
353,ASSAB STEELS SINGAPORE (PTE) LTD,Foreign Company Organization,01-Jan-1970,Platinum,Active,10-Jul-2020,10-Jul-2021,197001217239747706357
354,ASR ENTERPRISES & AGRO SUPPLY,Single Proprietorship,20-May-2014,Platinum,Active,09-Jul-2020,09-Jul-2021,2014051023891955544824
355,AQUINO TRADING & GEN. MERCHANDISE,Single Proprietorship,06-Jul-2016,Platinum,Active,10-Jul-2020,16-Jul-2021,201607176203608103164
356,QGT ENTERPRISES,Single Proprietorship,03-Oct-2018,Platinum,Active,09-Jul-2020,08-Aug-2021,201810751251692390956
357,CRYSKENT AUTO REPAIR SHOP,Single Proprietorship,19-Jan-2018,Platinum,Active,14-Jul-2020,14-Jul-2021,201801119057908717776
358,P.S. FRANCISCO CONSTRUCTION,Single Proprietorship,16-Jul-2016,Platinum,Active,16-Jul-2020,19-Jul-2021,2016071776191479874177
359,ALPHA REAL ESTATE LESSOR,Single Proprietorship,11-Jun-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,2020062182471111805353
360,CHERRYMOBILE COMMUNICATIONS INC.,Corporation,01-Jul-2020,Platinum,Active,15-Jul-2020,15-Jul-2021,20200721971299722892
361,CAMP 1 MARKETING,Single Proprietorship,21-May-2014,Platinum,Active,09-Jul-2020,09-Jul-2021,201405102641305578598
362,APHRIAL'S DRUGS AND MERCHANDISE,Single Proprietorship,08-Sep-2014,Platinum,Active,10-Jul-2020,28-Aug-2021,2014091134011293897380
363,ADAD ENGINEERING SERVICES AND SUPPLY,Single Proprietorship,16-Aug-2004,Platinum,Active,10-Jul-2020,29-Jul-2021,20040848861777362159
364,BOOKQUICK MARKETING,Single Proprietorship,21-Jun-2012,Platinum,Active,10-Jul-2020,10-Jul-2021,20120654730724268020
365,DIAMOND SUPPLY CHAIN SOLUTIONS CORP.,Corporation,02-Aug-2019,Platinum,Active,21-Jul-2020,13-Aug-2021,201908297601528585832
366,VALDORA PHARMA TRADING,Single Proprietorship,20-Feb-2013,Platinum,Active,10-Jul-2020,10-Jul-2021,20130266311885825133
367,ROCKSPEED ELEVATOR & ESCALATOR CORPORATION,Corporation,13-Feb-2014,Platinum,Active,22-Jul-2020,22-Jul-2021,201402936681990833440
368,ELLE-BUILDERS AND CONSTRUCTION SUPPLY,Single Proprietorship,04-Dec-2014,Platinum,Active,29-Jul-2020,29-Jul-2021,2014121216351255212126
369,RL BONMEDICS DISTRIBUTORS,Single Proprietorship,19-Jul-2016,Platinum,Active,04-Aug-2020,04-Aug-2021,2016071780241807355895
370,UNIVERSAL WEAVERS CORPORATION,Corporation,02-Sep-2009,Platinum,Active,17-Jul-2020,17-Jul-2021,200909509712003995431
371,CHRISTINE HARESCO WASTEWATER TREATMENT SERVICES,Single Proprietorship,04-Feb-2020,Platinum,Active,20-Jul-2020,20-Jul-2021,20200220958111205996
372,MIDAS IT PHILIPPINES CORPORATION,Corporation,25-Oct-2016,Platinum,Active,10-Jul-2020,24-Jul-2021,2016101904691461811636
373,EARTHCLEAN ENVIRONMENTAL MANAGEMENT CORP.,Corporation,08-Aug-2014,Platinum,Active,09-Jul-2020,09-Jul-2021,201408110392875552135
374,XITRIX COMPUTER CORPORATION,Corporation,19-Dec-2002,Platinum,Active,09-Jul-2020,09-Jul-2021,2002121296465785763
375,DEWAN TRADING,Single Proprietorship,20-Apr-2015,Platinum,Active,14-Jul-2020,07-Aug-2021,2015041334411094881826
376,C3 CURRAHEE CONSTRUCTION CORPORATION,Corporation,25-May-2012,Platinum,Active,09-Jul-2020,09-Jul-2021,2012055343398024982
377,ALEM'S HOLLOW BLOCKS AND CONSTRUCTION SUPPLY,Single Proprietorship,15-Feb-2008,Platinum,Active,09-Jul-2020,09-Jul-2021,200802188831939703522
