Name Of Awarded Company,Amount Awarded
HEALTH OPTIONS ENTERPRISES,1992900.0
Inimed Trading,1992225.0
Raik Construction and Supply,1990199.97
Technomed International Inc.,1990000.0
STA. CATALINA MULTI-PURPOSE COOPERATIVE,1990000.0
3J Trading & General Merchandise,1988958.0
Sapphire Pharmaceuticals,1988700.0
MMJS PHARMACY AND MEDICAL SUPPLIES,1986855.0
"MARSMAN DRYSDALE MEDICAL PRODUCTS, INC.",1986853.96
"MARSMAN DRYSDALE MEDICAL PRODUCTS, INC",1986853.96
Westgate Integrated Farm Corporation,1981169.0
CHUMS Pharma Distributor,1980000.0
Procurement Service,1978700.0
Bacolod Prime Mover Industrial Incorporated and MG Gateway South Corp.,1973768.0
Vicente Grains Buying Station,1969350.0
CHARLYN GRAINS STATION,1968110.0
LAFORTEZA PHARMACY,1966362.0
AJ General Merchandise,1965888.0
DL Rice Mill,1964972.0
Albano Stock and Dairy Farms,1963025.0
Batangas Agribusiness Center,1962480.0
"B. BRAUN AVITUM PHILIPPINES, INC.",1960579.8
GLOBAL ARK TRADE CORP.,1960000.0
CASIPIT CONSTRUCTION AND SUPPLY,1958031.57
Aljeron Medical Enterprises,1950000.0
MELJENS GRAINS MERCHANDIS,1950000.0
Variance Trading Corporation,1950000.0
Dynasty Pharmaceuticals,1950000.0
Medexhealth Corp.,1950000.0
E.F. Faderon Ricemill,1950000.0
STM Drug Mart,1950000.0
EMJ Enterprises,1950000.0
Joel L. Mabalot,1950000.0
Buen Bella Pension House,1944000.0
RHODA RICE & CORN STORE,1943616.0
"Metro Retail Stores Group, Inc.",1940625.0
NATIONAL FOOD AUTHORITY,1937500.0
THREE BROTHERS RICE TRADING,1935000.0
SGS HEALTHCARE CO.,1927800.0
PRIFFYRD SUPPLIES,1927389.0
"Metro Retail Stores Group, Inc.",1923347.2
U-First Enterprises,1922700.0
Technomed International Inc,1921200.0
Angelson Store,1920706.94
"CME MEDBIO MARKETING, INC.",1917100.0
Aquamed Enterprise,1913735.0
JML Variety Store,1912948.0
JML VARIETY STORE,1912948.0
COMPADRE GLASS SUPPLY & HARDWARE/CAMARINES VET PRO PLUS,1912350.0
Agni Grocery,1906250.0
Exeliqe Med Co.,1905560.0
NEGROS PETROLEUM CORPORATION,1905000.0
F AND N ENTERPRISES & GEN. MERCHANDIZE,1904530.0
"Farmon Grains and Greens,Inc.",1900800.0
KINGZEN INTERNATIONAL,1900000.0
Prime Medix Enterprises,1900000.0
Prime Medix Enterprises,1900000.0
Prime Medix Enterprises,1900000.0
Prime Medix Enterprises,1900000.0
Prime Medix Enterprises,1900000.0
MEDICAL TRENDS & TECHNOLOGIES,1900000.0
5MJ Marketing,1900000.0
Filkohayes Services Inc.,1900000.0
STM Drug Mart,1900000.0
HERLYN'S STORE,1900000.0
Global Pharma Enterprise,1899550.0
"Metro Retail Stores Group, Inc.",1897500.0
Hospitec Co.,1896000.0
BIOSPECTRA MARKETING,1895000.0
LGY Trading,1890000.0
Kairos Pharma -Medical Supplies and Equipment,1876200.0
F. E. LEE ENTERPRISES,1876000.0
National Food Authority,1875000.0
LPO Enterprises,1875000.0
Gukenza Farm Supply,1874970.0
ABCM ENTERPRISES,1872990.0
DMAP TRADING AND MERCHANDISING,1869950.0
RCV Enterprise,1869500.0
Neala Enterprises,1869000.0
Chezka Rice Mill,1868500.0
"Omnibus Bio Medical Systems, Inc.",1866300.0
"Omnibus Bio Medical Systems, Inc.",1866300.0
Shooting Star Trading,1864500.8
C. Ortega General Merchandise,1861374.96
AMI Equipment Services & Solutions,1860000.0
MGAN TRADING,1859540.0
PROGRESSIVE Grains Milling Corporation,1858600.0
Multiline General Merchandise,1856572.8
XYZ GE. MDSE.,1855250.0
L.P.O. ENTERPRISES,1853920.0
BIOSITE MEDICAL INSTRUMENTS,1852000.0
BIOSITE MEDICAL INSTRUMENTS,1852000.0
BIOSITE MEDICAL INSTRUMENTS,1852000.0
BIOSITE MEDICAL INSTRUMENTS,1852000.0
BIOSITE MEDICAL INSTRUMENTS,1852000.0
BIOSITE MEDICAL INSTRUMENTS,1852000.0
Jaynet Enterprises,1850930.0
"RG MEDITRON, INC.",1850000.0
Areza Motor Sales,1850000.0
Jacqueline Flores Rice Retailing,1850000.0
DREI Enterprises,1850000.0
ZYMED MEDICAL DISTRIBUTORS,1850000.0
"CGC Grains, Incorporated",1850000.0
RESPICARE ENTERPRISES INC,1850000.0
E.I. Marketing,1850000.0
Estrall Marketing,1848000.0
MAGGOT PHARMA TRADING,1844800.0
WI-AL Construction Builders,1842444.0
"RESPICARE ENTERPRISES, INC.",1840100.0
F.P. Perez Minimart,1839312.0
PRO-LIFE HEALTHCARE SYSTEMS CORPORATION,1837650.0
LAFAYETTE PHARMACEUTICALS,1837500.0
LUCKY 8 MARKETING,1837500.0
LUCKY 8 MARKETING,1837000.0
PacificPhil Distribution Group Inc.,1836000.0
Wing-On Inc.,1835191.4
RODAMA AGRIVET SUPPLIES,1831054.0
MCFAITH AGRIVET & ENTERPRISES,1827500.0
DBM-Procurement Service,1825712.0
CHEMTRUST GLOBAL MARKET INC.,1825175.0
Shooting Star Trading,1823110.0
A.P.E.A. General Merchandise,1823042.0
Pandan Multi-Purpose Cooperative,1820456.0
Archinet International Inc.,1820390.0
South East Star Enterprises,1820000.0
EJ and JY Wet Market and Enterprises,1818675.0
RITE-TECH MARKETING,1815000.0
ALLIED HOSPITAL SUPPLY INTERNATIONAL CORPORATION,1814400.0
"National Food Authority, Taway, Ipil, Zamboanga Sibugay",1812500.0
"PHIL PHARMAWEALTH, INC.",1811118.0
"Medicotek, Inc.",1810000.0
Builtech Solutions,1803243.0
Diosa Commercial,1800000.0
Win Gold Marketing International Development,1800000.0
Jacqueline Flores Rice Retailing,1800000.0
KRYPTON INTERNATIONAL RESOURCES,1800000.0
Seventy Seven Consumer Sales Ventures Corp,1800000.0
Bansay Seafoods Restaurant and Cartering Services,1800000.0
Office Options,1800000.0
Isabela Livelihood Center and General Merchandise,1800000.0
"Zomedel Gas Center and Gen. Mdse., Inc.",1800000.0
VMED MEDICAL CO.,1800000.0
RMQ Grains Center Corporation,1800000.0
RMQ Grains Center Corporation,1800000.0
RMQ Grains Center Corporation,1800000.0
RMQ Grains Center Corporation,1800000.0
The Vine Holistic Medical Aesthetics & Spa,1800000.0
Affordrugs and General Merchandise,1800000.0
Sobimed Pharmaceuticals,1800000.0
LILY CAJUCOM SARISARI STORE,1800000.0
CS TRADING & GENERAL MERCHANDISE,1799600.0
BYRO PHARMA,1799000.0
JAL Rice Store,1795500.0
"AMI EQUIPMENT SERVICES AND SOLUTIONS, INC.",1795000.0
BENZEN CONSTRUCTION,1793800.35
JILIJHEN ENTERPRISES,1791550.0
RXCAREMED ENTERPRISES,1787252.0
"ARRIANNE MERCHANDISING SERVICES, INC.",1786582.89
CEMCEIR TRADING CORP.,1785000.0
MERAL ENTERPRISES,1782500.0
Romaniques Office Supplies and General Merchandise,1781475.0
RITETECH MARKETING,1780000.0
RITE-TECH MARKETING,1780000.0
MJP Enriquez Store,1779312.0
SUNTECH TRADING & MARKETING,1775500.0
Corbrige Group Inc,1769000.0
"Respicare Enterprises, Inc.",1760000.0
Affordrugs and General Merchandise,1760000.0
STA. ANA ENTERPRISES,1757231.0
SURGICO PHILIPPINES INCORPORATED,1755350.0
Loves Medical Equipment & Supplies Trading,1752000.0
ALBACOPA FEDERATION OF COOPERATIVES,1751198.98
RBD Enterprises Phils. Co. Ltd.,1750000.0
ZYMED MEDICAL DISTRIBUTORS,1750000.0
ARXMEDICA MARKETING,1749928.0
Avecilla Trading,1749000.0
MMJS PHARMACY & MEDICAL SUPPLIES,1748525.0
GY TRADING,1747500.0
FERSAL INTERNATIONAL CORPORATION,1747200.0
MEDICURE ENTERPRISES,1746144.0
"OMNIBUS Biomedical Systems, Inc.",1743000.0
L.M. RICO STORE,1742400.0
V8 HARDWARE AUTO SUPPLY & GENERAL MERCHANDISE,1741250.0
Medshield Pharma Corp.,1740878.0
LORYN PHARMACY,1740520.0
LMH MEDICAL SUPPLY DISTRIBUTOR,1740000.0
Aljeron Medical Enterprises,1740000.0
Chemvalley Resources Inc,1740000.0
Reign Enterprises,1739251.0
M. Palacios Variety Store,1736970.0
COLLIN'S PHARMACY,1734000.0
AH SHOPPER'S MART INC.,1731351.5
M. Palacios Variety Store,1731280.0
22M GENERAL MERCHANDISE,1731078.0
Blu Enterprises,1731000.0
"Health Line Medical Distributions, Inc.",1729800.0
LGT TRADING AND GENERAL MERCHANDISE,1729500.0
LGT TRADING AND GENERAL MERCHANDISE,1729500.0
Biosite medical Instruments,1722500.0
"ELIM AGRIBUSINESS VENTURER'S, INC.",1720944.0
Sophie's General Merchandise,1718950.0
QUASAR Trading,1717000.0
QUASAR Trading,1717000.0
JSGA Enterprises,1716385.0
Bagels Enterprises,1715845.0
7 HAVEN SOLUTIONS,1715000.0
B.U.Y. Property Development Corp.,1713129.6
KUSINA NI VICANG,1713040.0
"Metro Retail Stores Group, Inc.",1711656.9
PACIFIC PHIL DISTRIBUTION GROUP INC.,1710000.0
"MEDISAFE PHILIPPINES, INCORPORATED",1710000.0
LADYJEN MEDICAL TRADING,1708300.0
MCVSIX Enterprises,1708000.0
DONYA ARCELY TRADING,1704600.0
MACKYâ€™S CARINDERIA AND CATERING SERVICES,1700200.0
"Bullseye Solutions, Inc",1700000.0
CHARLIFE PALAY BUYING STATION,1700000.0
CHARLIFE PALAY BUYING STATION,1700000.0
Jamm's Office and Office Supplies,1700000.0
Global Pharma Enterprise,1699900.0
MELGRIE PHARMACEUTICAL DISTRIBUTOR,1699680.0
GEEMED Enterprises,1695235.0
"CEBU FAR EASTERN DRUG, INC.",1694341.0
KOMODO DRAGON BUILDERS & SUPPLIES,1690680.0
CFB MARKETING AND GENERAL MERCHANDISE,1690035.6
DADI ENTERPRISES AND CONSTRUCTION SUPPLY/ JAY-AR R. MALAPIT,1689800.0
DIAGNOSTICA TRADING,1688000.0
Navarro Mini-Mart,1683659.48
FORTUNE GROUP CORPORATION,1680000.0
Aljeron Medical Enterprises,1680000.0
Raphamed Pharmacy,1679400.0
Bi-Suns Build Ventures,1678266.0
BCVR Prime Enterprise,1677049.54
BCVR Prime Enterprise,1677049.54
BCVR Prime Enterprise,1677049.54
BCVR Prime Enterprise,1677049.54
KCC MALL OF MARBEL,1673726.0
77CSV CORPORATION,1669063.25
CLV Grocery,1664514.0
CLV Grocery,1664514.0
Caliber Industrial Sales Corp.,1663200.0
ALTHEA'S CATERING SERVICES,1662520.0
D'BEAM GENERAL MERCHANDISE CORP,1659980.0
D'BEAM GENERAL MERCHANDISE CORP,1659980.0
ESPJR Trading,1655310.0
Central Mart General Merchandise,1650860.0
G.R. JAUCULAN,1650000.0
BEEBO BAKESHOP,1650000.0
MEDICO EXELENTE MARKETING,1650000.0
RITE-TECH MARKETING,1650000.0
PLANTERS' TRADING & AGRO SERVICES,1647994.8
ELTRA ELECTRIC POWER CONTROL SYSTEM,1645980.0
Yveng Pharmacy,1645000.0
KIKAY Poultry,1644640.0
TSH CORPORATION,1641075.0
Mendo Enterprises,1640000.0
MED CORE PLUS ENTERPRISES,1640000.0
PHIL PHARMACEUTICALS INC.,1638892.5
Rite-Tech Marketing,1637500.0
"CENTURY PACIFIC FOOD, INC.",1634788.75
ASSIL ENTERPRISES,1634600.0
Ava Meds Drug Distribbution,1628400.0
GoodWill Shop -On Mart,1628000.0
Blu Enterprises,1627500.0
MMC STORE,1627500.0
RWJ Corrugating Board Machine Maintenance Services,1627000.0
Blu Enterprises,1625000.0
ALLIED HOSPITAL SUPPLY INT'L CORP.,1625000.0
Nash Mini Mart / Nasser U. Abduhari,1625000.0
"NPK MEDICAL TRADING, INC.",1620000.0
"ICARE LIFE MEDICAL DEVICES, INC.",1618500.0
JO-LEA TRADING ENTERPRISES,1614000.0
NIÃ‘OS GENERAL MERCHANDISE,1612500.0
DIAGNOSTICA TRADING,1606910.25
EASYLIFE MEDICAL ENTERPRISE,1605000.0
Southeastasia Retail Inc. (Landers Superstore),1604764.28
RICAF STORE,1604400.0
Cebu CKS Commodities Corp.,1601600.0
Gold Medlines Drug Distribution,1600000.0
Vesric Enterprises,1600000.0
Ramrod Supermarket Inc.,1600000.0
Loves Medical Equipment and Supplies Trading,1600000.0
"NPK MEDICAL TRADING, INC",1600000.0
Dryws Enterprises,1600000.0
Ara Sari Sari Store,1600000.0
Jeramy Commercial,1595460.0
"P & J Agricultural Trading, Inc.",1592500.0
ALOG & COMPANY INCORPORATED,1587090.48
DBM Procurement Service - Manila,1587040.0
Red Table Food Services,1586540.0
ASTRONMED TRADING,1584490.0
TRESMARIA OFFICE SUPPLIES TRADING,1584250.0
EFB Bio Farm Supply,1584000.0
FAR EAST AGRICULTURAL SEEDS MPC (FARCO),1581525.0
Blu Enterprises,1580000.0
Swab General Merchandise,1580000.0
Multi-Teknika DMDS,1580000.0
COLLIN'S PHARMACY,1577000.0
Lucky Six Poultry Farm,1574950.0
Lucky Six Poultry Farm,1574950.0
JEEF MERCHANDISING,1573597.5
"BIOMEDICA HEALTH CARE, INC.",1569550.0
RHOZLE JONAH'S ENTERPRISES,1569060.0
3K's Sari-Sari Store,1563840.0
AVS Marketing Corporation,1562520.0
AVS Marketing Corporation,1562520.0
MTLJ GENERAL MERCHANDISE,1562500.0
MTLJ GENERAL MERCHANDISE,1562500.0
RUBY'S PANCITERIA,1560500.0
FORTUNE GROUP CORPORATION,1560000.0
JUNIPER 3 PROC CORP,1560000.0
BRP JR TRADING,1559500.0
JY Bontilao Construction and Enterprises,1557482.18
AC3J CORPORATION,1557270.5
Sedsan Commercial,1555830.0
ZOOM ENTERPRISES,1555200.0
Nalamar Restaurant and Catering Services/ Alexander V. Estabillo,1550000.0
Powermeds Trading,1550000.0
SHANGRI-LA RICE MILL & BUYING STATION,1550000.0
MARJENN OFFICE SUPPLIES AND EQUIPMENT TRADING,1549760.0
Lunar Drugstore,1541850.0
Rite-Tech Marketing,1540000.0
RMJA TRADING & GENERAL MERCHADISE,1536000.0
Green Season Rice Mill & Grain Center,1535500.0
De-Liz Catering Services,1533300.0
G & K General Merchandise,1533200.0
KRESA NIRIIS TRADING,1530889.0
Tesoro Enterprises,1530000.0
RCV Enterprise,1527200.0
FLORY & BERNIE RICE TRADING,1523250.0
DUBBEL MEDICAL CORPORATION,1523200.0
SUPER SHOPRITE CENTER INC.,1522500.0
SUPER SHOPRITE CENTER INC.,1522500.0
RAMROD SUPERMARKET INC.,1520000.0
"Zamboanga del Norte Seed Producers, Inc.",1520000.0
Marinel Palay Trading,1516000.0
National Food Authority,1515000.0
Prowealth Industries,1512000.0
BEB's Dry Good Store,1511136.0
J AGRO TRADERS CORP,1507000.0
ASSIL ENTERPRISES,1505000.0
P.A. Mendoza Trading & General Merchandise,1504180.0
GRAND LOGISTICS AND HOLDING CORPORATION,1501083.84
VLP SAHARA FARM CORP.,1500750.0
CHARLYN GRAINS STATION,1500460.0
STA. ANA ENTERPRISES,1500190.0
O.J.G.C. Enterprises,1500000.0
NATIONAL FOOD AUTHORITY,1500000.0
23 AND ME PHARMACEUTICAL CORPORATION,1500000.0
VMS Trucking Services,1500000.0
VMS Trucking Services,1500000.0
"EADRIX PHARMACEUTICAL PHILS.,INC",1500000.0
PIONEER BUENAS COMMODITIES CORP.,1500000.0
"Asian Hybrid Seed Technologies, Inc.",1500000.0
NEGROS MEDICAL TRADING,1500000.0
Mariqueta G. Navarro,1500000.0
"Respicare Enterprises, Inc",1500000.0
"AMI Equipment Services & Solutions, Inc.",1500000.0
"AMI Equipment Services & Solutions, Inc.",1500000.0
"Market Strategic Firm, Inc.",1500000.0
INNERCORE HEALTHCARE ENT. INC.,1500000.0
Rhenamae's Trading,1500000.0
Rhenamae's Trading,1500000.0
FAIR & SQUARE MARKETING COMPANY,1500000.0
National Food Authority,1500000.0
Zanice Pharmaceutical,1499949.0
"DAVAO ATHENA DRUG & GENERAL MERCHANDISE, INC.",1499878.0
CANOMED CORPORATION,1499852.8
F & N Enterprises and Gen. Merchandise,1499750.0
ZANICE PHARMACEUTICAL,1499676.0
EASYLIFE MEDICAL ENTERPRISE,1499500.0
B-Shine Pharma,1499006.0
BLUEDRAGON PHARMACEUTICAL TRADING,1498900.0
F & N Enterprises and Gen. Mdse.,1498500.0
JNK MEDICAL SALES,1498500.0
SOFIA Enterprises,1497620.0
Melzon & Meldin Enterprises,1497600.0
VENZER'S TRADING,1496000.0
AJ General Merchandise,1493720.0
8J Pharmacy,1490340.0
AQUAMED ENTERPRISE,1490000.0
ESTRALL MARKETING,1488000.0
"Astro Builders and Construction Resources, Inc.",1487588.81
MFR Medical Equipment & Supply,1487400.0
Juniper 3 Procurement Corp,1486250.0
CARDOREE INC.,1485000.0
CHARLYN GRAINS STATION,1484540.0
FMG TRADING AND CONSTRUCTION SUPPLY,1482560.0
"Jet Construction, Supplies & Services",1482500.0
AJ General Merchandise,1481700.0
RAYOS TRADING & GENERAL MERCHANDISE,1480840.0
"TUCDAO-ANAS FARMERS IRRIGATORS' ASSOCIATION, INC.",1480325.0
"MANILA HEALTHTEK, INC.",1478400.0
MANILA HEALTHTEK INC,1478400.0
Drei Enterprises,1476000.0
KCX Supply Wholesaling,1475475.0
"PHIL PHARMAWEALTH, INC.",1475000.0
KING KENN ENTERPRISES,1472825.9
Bodeguita Enterprises,1470812.8
VICKY'S GROCERY,1468396.8
HIGH M ENTERPRISES,1465600.0
3E Drug,1465215.0
MAGGOT PHARMA TRADING,1463247.0
La Reina Fresh Vegetables & Young Indoor Plants Inc.,1462500.0
Megastar Printers Enterprises & Service,1462500.0
"Respicare Enterprises, Inc",1462500.0
77CSV Corporation,1461360.0
77CSV CORPORATION,1461360.0
Goldmedlines Drug Distribution,1460500.0
NML AND E WORLDWIDE FASHION,1460000.0
Eastern tanay Supermarket Inc.,1459140.0
Centennial Food Corporation,1458450.0
HIGH M ENTERPRISES,1458000.0
McGC Meditel Corporation,1457300.0
GRJC Agri Industrial Machineries,1457000.0
J.M. DIZON PHARMACEUTICALS & GEN. MDSE.,1456150.0
Reign Farm,1456046.06
Yakap at Halik Multi-Purpose Coop. Quezon II,1456000.0
CITY IMPORT COMMERCIAL,1455583.0
AVS Marketing Corporation,1454706.0
LSM Pharma & Medical Supply,1453000.0
Dynamic Global Soft Inc.,1453000.0
FOODSPHERE INC.,1452816.0
Mariqueta G. Navarro,1452000.0
Daniel Arteza,1450400.0
Agua Visions Trading,1450000.0
Alyhar Marketing,1450000.0
IDS MEDICAL SYSTEMS PHILIPPINES,1450000.0
Infinitrix Medical Equipment and Supplies Trading,1449214.0
Genruz Const. and Supplies,1449000.0
"Esco Philippines, Inc.",1448720.0
"Esco Philippines, Inc.",1448720.0
MELLMARR ENTERPRISES,1447747.0
Betina Kate Store,1445468.13
D2 Prints and Creatives Corp,1442555.0
BINHI PRODUCERS COOPERATIVE,1440143.99
Premium Grains Center,1440000.0
Premium Grains Center,1440000.0
Premium Grains Center,1440000.0
Premium Grains Center,1440000.0
Premium Grains Center,1440000.0
Premium Grains Center,1440000.0
Red Table Food Services,1439000.0
JRA MEDICAL SUPPLIES,1438000.0
NATIONAL FOOD AUTHORITY,1437500.0
Mabuhay Warehouse,1435000.0
Procurement Service -Department of Budget & Management,1434110.0
"Santiago Commercial Center, Inc",1433550.0
EFG MED DISTRIBUTOR,1433519.0
Albano Stock and Dairy Farms,1433110.0
Orient Star Construction Inc.,1432612.38
OLTEN INSTRUMENTS PHILS.CORP.,1432000.0
Lifeline Diagnostics Supplies Inc.,1430400.0
SINDY'S MINI DRESSING PLANT AND ABBATOIR,1430148.0
GINALYN P. REGIO STORE,1430000.0
Dagooc Farm,1428750.0
"Zomedel Gas Center and Gen. Mdse., Inc.",1428000.0
Sea Pro Agricultural Sales & Services,1428000.0
PAMPANGA HOSPITAL PRODUCT,1428000.0
NINO KARL JAY TRADING,1427500.0
"Mitsui Trading Phil., LTD. Co.",1425000.0
GREENSTONE PACKAGING CORPORATION,1425000.0
Centro Supersales INC.,1425000.0
ANICIA T. PAMPANGAN TRADING,1423000.0
APCO MEDICAL SUPPLY AND SERVICES,1419000.0
Candido G. Martir Agro Industrial Development Corporation,1417780.9
PCSM TRADING,1414956.0
KCJ General Merchandise,1413297.0
Sta. Ana Enterprises,1409010.0
"Harnwell Chemicals Corporation AE Alchemist, Inc Yana Chemodities Inc Glenwoods",1408487.97
Loriel Pharmaceuticare,1408150.0
SWANA MERCANTILE Inc.,1406500.0
CONSOLE MARKETING,1405700.0
"MEDICAL TEST SYSTEMS, INC.",1404400.0
VSAM PHARMACEUTICAL PRODUCT DISTRIBUTION,1403608.3
NCN MARKETING,1403000.0
TRIPLE-DOUBLE CONSTRUCTION AND SUPPLY,1401101.03
4KMB General Merchandise,1400320.0
NGB MARKETING,1400000.0
Marcela A. Pagsolingan,1400000.0
Rainphil Inc,1400000.0
BOSTON HOME INC.,1400000.0
77CSV CORPORATION,1399814.65
GOLDSEAL MEDICAL TRADING CORP.,1399570.0
GOLDEN CIRCLE ENTERPRISES,1399000.0
B-SHINE PHARMA,1396780.0
LEEAN MEDICAL AND SURGICAL SUPPLY,1395230.0
CASAL STORE,1395200.0
BEE BEE BAZAR,1392613.6
Angelson Store,1389116.8
Ellen's Agrivet Supplies,1385380.0
SRRN Trading,1385045.0
Globes Store or Gloria Rama,1384500.0
V-Tech Ventures,1382522.0
SUPPLY AND DELIVERY OF COVID RESPONSE-HYGIENIC HAND PAPER,1382500.0
SAN ANTONIO DISTRIBUTION,1380500.0
EJ Marketing,1380000.0
"ZAFIRE DISTRIBUTORS, INC.",1380000.0
REDWINGS TRADING,1379000.0
ROLANDO REYES JR FISH TRADING,1378850.0
CHUMS Pharma Distributor,1378800.0
A.G. CAPARROS MART,1375500.0
JDL SIPHONING AND PLUMBING SERVICES,1370403.07
Berovan Marketing Inc.,1370000.0
JUNIPER 3 PROC CORP,1370000.0
ADTEMPCO,1366792.27
Red Table Food Services,1366410.0
IMV RICE AND PALAY TRADING,1365000.0
Las Vegas Marketing,1363923.0
INDRINAL FARMER'S MART,1361777.0
Kingstar Pharma,1361000.0
Tejada-Ramos Dressed Chicken & Meatchop,1360000.0
"PHIL PHARMA WEALTH, INC",1360000.0
Tesoro Enterprises,1357635.0
YANA Chemodities,1357000.0
I.M. Alivia's Supermart,1356600.0
Greenland Agri-Business Trading,1355200.0
Medical Center Trading Corporation,1350000.0
Affordrugs and General Merchandise,1350000.0
Loves Medical Equipment & Supplies,1350000.0
DYNAMED HEALTHCARE INCORPORATED,1349600.0
Thea Computer Sales Services & Enterprises,1348563.75
COGNOA INTERNATIONAL INC,1348500.0
WMA BUY AND SELL,1346713.8
GRAMAN MEDICAL TRADING,1346563.68
Cred General Trading,1345000.0
P.T. CERNA CORPORATION,1344500.0
SELLMARK STORE,1344000.0
SUNFLOWER DRIVE INN,1344000.0
First Bay Pharma Distributor,1343868.4
AJJ Trading,1341000.0
Rainphil Inc,1340000.0
Reta Drug,1339658.72
L-Zay Medical Enterprise,1339600.0
MARA AGRIPOULTRY MARKETING CORPORATION,1338847.66
ONE TOP MEDICAL SYSTEMS RESOURCES,1335000.0
RHOLZE JONAH'S ENTERPRISES,1335000.0
Ritech Marketing,1334590.0
Marcela A. Pagsolingan,1333850.0
Marcela A. Pagsolingan,1333850.0
LOURDES PHARMACY,1332062.0
MARITON GROCERY,1331321.0
ASRT General Merchandise,1326534.0
RCV Enterprise,1325248.5
JARCARE TRADING CORPORATION,1325000.0
Yakap at Halik Multi-Purpose Coop. Quezon II,1324758.4
MEDICO EXELENTE MARKETING,1320000.0
DRED ANGLE GENERAL MERCHANDISE,1320000.0
"MEDICOTEK, INC.",1320000.0
"MOLAVE TRADING, INC.",1317725.0
Eight Integrated Development Corporation,1316510.0
L-ZAY MEDICAL ENTERPRISES,1308100.0
Zyre Pharmaceuticals Corporation,1305930.0
MC JEB TRADING,1305250.0
MC JEB TRADING,1305250.0
LKS-RX Convenience Store,1305000.0
"TECHNOMED INTERNATIONAL, INC.",1305000.0
ECLIPSE CRESCENT GENERAL MERCHANDISE,1301000.0
KAIRA-THOMAS RICE MILL,1300750.0
Ariel Sari-Sari Store,1300000.0
Astronmed Trading,1300000.0
"MERIJR ENTERPRISES, INC.",1300000.0
NiÃ±o Karl Jay Trading,1300000.0
"Rainphil,Inc.",1300000.0
Ariel Sari-Sari Store,1300000.0
Genruz Cons. & Supplies,1300000.0
Genruz Construction and Supplies,1300000.0
Genruz Const. & Supply,1300000.0
IDS MEDICAL SYSTEM PHIL.INC.,1299600.0
Mercogene Pharmacy and General Merchandise,1298880.0
ELEANOR MERCHANDISING,1298700.0
3K Builders,1296482.0
MADULAO'S TRADING,1296081.38
Nyer Petron Station,1296000.0
Glen Asi,1295000.0
Glen Asi,1295000.0
BAGE RICE & CORN TRADER,1293750.0
PS-DBM,1292865.6
Three Brothers Rice Trading,1290000.0
LOPUE'S MANDALAGAN CORPORATION,1285970.5
LEEAN MEDICAL AND SURGICAL SUPPLY,1285200.0
Pharma Business Management Trading (PBM) Corp,1281880.0
ROAM-MEDICA ENTERPRISES,1277943.8
KCJ GENERAL MERCHANDISE,1275000.0
"SEIRALAB, INC.",1275000.0
AZTECO CORPORATION,1274840.0
Davao Oriental Seed Producers Cooperative,1272600.0
"Getz Bros. Philippines, Inc.",1270000.0
VICTORINA P. CHAN CO.,1268841.32
ILOILO IZEEM COMMERCIAL,1268500.0
Angelson Store,1267642.66
L.R.N. Ventures Inc.,1267050.0
Chemvalley Resources Inc,1266000.0
Pharma Business Management Trading (PBM) Corp.,1264855.0
F.P. Perez Minimart,1264050.0
CFB MARKETING AND GENERAL MERCHANDISE,1263660.0
SACRED HEART SAVINGS COOPERATIVE,1261689.42
CRISHAMAY LANZ ENTERPRISES,1261550.0
Steritex Medical System,1260000.0
GGG Palay & Rice Trading,1260000.0
Rescue Life Industrial Sales Co.,1260000.0
JSJ AGRO-VET MARKETING,1260000.0
JOSMEF ENTERPRISES,1258600.0
PEPSONS TRADING,1256500.0
NATIONAL FOOD AUTHORITY,1256250.0
DAILY DOSE PHARMACY,1252500.0
SJ Marketing,1252500.0
STEPHEN STEVEN ENGINEERING SERVICES,1250068.12
National Food Authority,1250000.0
National Food Authority,1250000.0
NATIONAL FOOD AUTHORITY,1250000.0
NATIONAL FOOD AUTHORITY,1250000.0
NATIONAL FOOD AUTHORITY,1250000.0
National Food Authority,1250000.0
R. A. Matias Construction and Developers,1250000.0
National Food Authority,1250000.0
NATIONAL FOOD AUTHORITY,1250000.0
NATIONAL FOOD AUTHORITY,1250000.0
National Food Authority,1250000.0
NATIONAL FOOD AUTHORITY,1250000.0
Lucky Stars Grocers,1250000.0
National Food Authority - Aurora,1250000.0
NATIONAL FOOD AUTHORITY,1250000.0
"LTS RETAIL SPECIALIST, INC.",1250000.0
NFA - Kidapawan City,1250000.0
NFA - Kidapawan City,1250000.0
NFA - Kidapawan City,1250000.0
NFA - Kidapawan City,1250000.0
National Food Authority (NFA),1250000.0
"National Food Authority - Ipil, Zamboanga Sibugay",1250000.0
RD RICE TRADING,1250000.0
Melzon & Meldin Enterprises,1250000.0
National Food Authority,1250000.0
FERDINAND MULTIPURPOSE COOPERATIVE,1250000.0
Meet to U Trading and General Merchandise,1249500.0
Meet to U Trading and General Merchandise,1249500.0
Jacqueline Flores Rice Retailing,1248000.0
ATE GLEN'S RESTO AND CATERING SERVICES,1247400.0
VSAM PHARMACEUTICAL PRODUCT DISTRIBUTION,1245090.0
WESTPOINT PHARMA INC.,1243390.0
"TEAMS SALES & PROMOTION, INC.",1243000.0
JED JULIA GENERAL MERCHANDISE,1242886.0
LILYHILL TRADING,1242776.0
