Name Of Awarded Company,Amount Awarded (in hundred thousands),Company Age
UZIEL PHARMACEUTICAL PRODUCT DISTRIBUTION,30.0,0.01643835616438356
UZIEL PHARMACEUTICAL PRODUCT DISTRIBUTION,25.0,0.01643835616438356
UZIEL PHARMACEUTICAL PRODUCT DISTRIBUTION,7.55,0.01643835616438356
WESTERN FORTUNE TRADING,104.05584,4.986301369863014
WESTERN FORTUNE TRADING,104.05584,4.986301369863014
WESTERN FORTUNE TRADING,65.6568,4.986301369863014
WESTERN FORTUNE TRADING,1.9944,4.986301369863014
ALTURAS SUPERMARKET CORPORATION,101.65462439999999,14.449315068493151
ALTURAS SUPERMARKET CORPORATION,85.9505,14.449315068493151
ALTURAS SUPERMARKET CORPORATION,62.5,14.449315068493151
ALTURAS SUPERMARKET CORPORATION,11.716,14.449315068493151
ALTURAS SUPERMARKET CORPORATION,0.8995,14.449315068493151
ROSEN-LIAN TRADING,99.9936,10.180821917808219
NOVUS AVENIR PHARMACEUTICALS,99.7216798,2.5095890410958903
NOVUS AVENIR PHARMACEUTICALS,1.6513545,2.5095890410958903
CENTRO-MED ENTERPRISES,99.18,12.558904109589042
CENTRO-MED ENTERPRISES,20.0,12.558904109589042
CENTRO-MED ENTERPRISES,3.8,12.558904109589042
CENTRO-MED ENTERPRISES,0.7155,12.558904109589042
B-SHINE PHARMA,96.681,11.64109589041096
B-SHINE PHARMA,52.98936,11.64109589041096
B-SHINE PHARMA,14.99006,11.64109589041096
B-SHINE PHARMA,13.9678,11.64109589041096
B-SHINE PHARMA,10.1131572,11.64109589041096
B-SHINE PHARMA,9.949,11.64109589041096
B-SHINE PHARMA,7.60963,11.64109589041096
B-SHINE PHARMA,5.71664,11.64109589041096
B-SHINE PHARMA,5.591,11.64109589041096
B-SHINE PHARMA,5.279935699999999,11.64109589041096
B-SHINE PHARMA,4.98581,11.64109589041096
B-SHINE PHARMA,4.46093,11.64109589041096
B-SHINE PHARMA,3.4338,11.64109589041096
B-SHINE PHARMA,2.96,11.64109589041096
B-SHINE PHARMA,2.5,11.64109589041096
B-SHINE PHARMA,2.249727,11.64109589041096
B-SHINE PHARMA,1.145,11.64109589041096
B-SHINE PHARMA,0.965,11.64109589041096
B-SHINE PHARMA,0.69175,11.64109589041096
B-SHINE PHARMA,0.66144,11.64109589041096
CARMY ENTERPRISE,95.199945,1.904109589041096
NEXGEN BIODEVICES,93.0,0.03561643835616438
NEXGEN BIODEVICES,73.222,0.03561643835616438
NEXGEN BIODEVICES,9.775,0.03561643835616438
NEXGEN BIODEVICES,9.5,0.03561643835616438
NEXGEN BIODEVICES,6.95,0.03561643835616438
WIL-LYS CEREAL TRADING CORPORATION,92.9604,0.6109589041095891
PINWENCO ENTERPRISES,91.7632933,2.6164383561643834
PINWENCO ENTERPRISES,85.0338083,2.6164383561643834
PINWENCO ENTERPRISES,42.5,2.6164383561643834
PINWENCO ENTERPRISES,34.6484274,2.6164383561643834
PINWENCO ENTERPRISES,5.0,2.6164383561643834
ECO-HYGIENE INSTITUTIONAL SALES CORPORATION,90.18,5.673972602739726
ECO-HYGIENE INSTITUTIONAL SALES CORPORATION,8.93,5.673972602739726
ECO-HYGIENE INSTITUTIONAL SALES CORPORATION,7.35455,5.673972602739726
ECO-HYGIENE INSTITUTIONAL SALES CORPORATION,0.277,5.673972602739726
ECO-HYGIENE INSTITUTIONAL SALES CORPORATION,0.06,5.673972602739726
"CGC GRAINS, INCORPORATED",90.0,0.021917808219178082
"CGC GRAINS, INCORPORATED",35.002,0.021917808219178082
"CGC GRAINS, INCORPORATED",18.5,0.021917808219178082
"CGC GRAINS, INCORPORATED",6.66,0.021917808219178082
CALANASAN LGU EMPLOYEES MULTI PURPOSE COOPERATIVE,89.98,6.186301369863013
ST. ALMERS CONSTRUCTION AND ENTERPRISE,89.01661,3.706849315068493
ST. ALMERS CONSTRUCTION AND ENTERPRISE,3.4424578,3.706849315068493
ST. ALMERS CONSTRUCTION AND ENTERPRISE,2.2092328,3.706849315068493
ST. ALMERS CONSTRUCTION AND ENTERPRISE,0.490606,3.706849315068493
CAMSUR MULTI-PURPOSE COOPERATIVE,87.75,13.191780821917808
CAMSUR MULTI-PURPOSE COOPERATIVE,37.4,13.191780821917808
CAMSUR MULTI-PURPOSE COOPERATIVE,31.36,13.191780821917808
CAMSUR MULTI-PURPOSE COOPERATIVE,7.82793,13.191780821917808
CAMSUR MULTI-PURPOSE COOPERATIVE,3.63265,13.191780821917808
CAMSUR MULTI-PURPOSE COOPERATIVE,2.83115,13.191780821917808
CAMSUR MULTI-PURPOSE COOPERATIVE,1.389,13.191780821917808
CAMSUR MULTI-PURPOSE COOPERATIVE,0.7305,13.191780821917808
"RG MEDITRON, INC.",85.5,17.794520547945204
"RG MEDITRON, INC.",18.5,17.794520547945204
"RG MEDITRON, INC.",1.2,17.794520547945204
INFINITE MEDICAL TRADING,83.6,11.408219178082192
INFINITE MEDICAL TRADING,61.4,11.408219178082192
INFINITE MEDICAL TRADING,42.0,11.408219178082192
INFINITE MEDICAL TRADING,10.975,11.408219178082192
BI-SUNS BUILD VENTURES,83.503265,8.09041095890411
BI-SUNS BUILD VENTURES,16.78266,8.09041095890411
BI-SUNS BUILD VENTURES,7.990668,8.09041095890411
BI-SUNS BUILD VENTURES,4.998,8.09041095890411
BI-SUNS BUILD VENTURES,2.394,8.09041095890411
BI-SUNS BUILD VENTURES,0.3984,8.09041095890411
TRISTAN TEJADA CONSTRUCTION,82.51488,5.8191780821917805
AUTOSPEEDYGO CORPORATION,79.0,2.378082191780822
JERCENT ENTERPRISES & CONSTRUCTION,78.296,15.167123287671233
ONE ILOCOS NORTE SEED PRODUCERS COOPERATIVE,76.0,7.47945205479452
"RICA MARKETING OF BACOLOD, INC.",75.0,2.9287671232876713
"RICA MARKETING OF BACOLOD, INC.",75.0,2.9287671232876713
3E DRUG,74.99,14.821917808219178
3E DRUG,14.65215,14.821917808219178
3E DRUG,9.4696,14.821917808219178
3E DRUG,0.786,14.821917808219178
BENZEN CONSTRUCTION,74.85210070000001,2.5534246575342467
BENZEN CONSTRUCTION,17.9380035,2.5534246575342467
DUOMEDICS ENTERPRISES,72.81525,4.358904109589041
DUOMEDICS ENTERPRISES,65.85,4.358904109589041
DUOMEDICS ENTERPRISES,31.81805,4.358904109589041
DUOMEDICS ENTERPRISES,31.404,4.358904109589041
DUOMEDICS ENTERPRISES,31.176,4.358904109589041
DUOMEDICS ENTERPRISES,29.25,4.358904109589041
DUOMEDICS ENTERPRISES,23.9695,4.358904109589041
DUOMEDICS ENTERPRISES,11.0,4.358904109589041
DUOMEDICS ENTERPRISES,5.8,4.358904109589041
DUOMEDICS ENTERPRISES,3.75,4.358904109589041
"OMNIBUS BIO-MEDICAL SYSTEMS, INC.",72.768,17.17808219178082
"OMNIBUS BIO-MEDICAL SYSTEMS, INC.",9.5,17.17808219178082
"OMNIBUS BIO-MEDICAL SYSTEMS, INC.",4.8,17.17808219178082
"OMNIBUS BIO-MEDICAL SYSTEMS, INC.",3.97,17.17808219178082
"OMNIBUS BIO-MEDICAL SYSTEMS, INC.",3.49,17.17808219178082
GEORGEINA'S TRADING,72.32,1.1835616438356165
GEORGEINA'S TRADING,55.2276,1.1835616438356165
GEORGEINA'S TRADING,55.2276,1.1835616438356165
GEORGEINA'S TRADING,2.85,1.1835616438356165
GEORGEINA'S TRADING,1.8,1.1835616438356165
GEORGEINA'S TRADING,1.7295,1.1835616438356165
GEORGEINA'S TRADING,0.8072,1.1835616438356165
GEORGEINA'S TRADING,0.8072,1.1835616438356165
PAULEN GENERAL MERCHANDISE,72.0,14.43013698630137
PAULEN GENERAL MERCHANDISE,72.0,14.43013698630137
PAULEN GENERAL MERCHANDISE,3.9778,14.43013698630137
PAULEN GENERAL MERCHANDISE,2.5,14.43013698630137
PAULEN GENERAL MERCHANDISE,1.36,14.43013698630137
PAULEN GENERAL MERCHANDISE,1.36,14.43013698630137
PAULEN GENERAL MERCHANDISE,0.9988,14.43013698630137
PAULEN GENERAL MERCHANDISE,0.548566,14.43013698630137
PAULEN GENERAL MERCHANDISE,0.548566,14.43013698630137
PAULEN GENERAL MERCHANDISE,0.548566,14.43013698630137
PAULEN GENERAL MERCHANDISE,0.43,14.43013698630137
PAULEN GENERAL MERCHANDISE,0.43,14.43013698630137
PAMPANGA HOSPITAL PRODUCT,71.0,12.232876712328768
PAMPANGA HOSPITAL PRODUCT,14.28,12.232876712328768
VERSAFLEX ENTERPRISES,70.2,12.27945205479452
VERSAFLEX ENTERPRISES,3.6,12.27945205479452
RESPICARE ENTERPRISES,68.8,17.96712328767123
RESPICARE ENTERPRISES,61.6,17.96712328767123
RESPICARE ENTERPRISES,39.0,17.96712328767123
RESPICARE ENTERPRISES,26.0,17.96712328767123
RESPICARE ENTERPRISES,24.5,17.96712328767123
RESPICARE ENTERPRISES,23.8,17.96712328767123
RESPICARE ENTERPRISES,12.0,17.96712328767123
RESPICARE ENTERPRISES,4.14292,17.96712328767123
RESPICARE ENTERPRISES,3.48,17.96712328767123
CASIPIT CONSTRUCTION AND SUPPLY,66.676345,14.830136986301369
CASIPIT CONSTRUCTION AND SUPPLY,45.7249439,14.830136986301369
CASIPIT CONSTRUCTION AND SUPPLY,28.8242475,14.830136986301369
CASIPIT CONSTRUCTION AND SUPPLY,19.5803157,14.830136986301369
STONE OF DAVID CORPORATION,65.7,3.4136986301369863
STONE OF DAVID CORPORATION,25.032,3.4136986301369863
STONE OF DAVID CORPORATION,19.9442,3.4136986301369863
BOTIKA NG BAYAN SA PINAMALAYAN,65.6483,4.443835616438356
BOTIKA NG BAYAN SA PINAMALAYAN,7.1,4.443835616438356
BOTIKA NG BAYAN SA PINAMALAYAN,4.0,4.443835616438356
BOTIKA NG BAYAN SA PINAMALAYAN,0.5175,4.443835616438356
ZUELLIG PHARMA CORPORATION,65.0,18.372602739726027
ZUELLIG PHARMA CORPORATION,40.069,18.372602739726027
ZUELLIG PHARMA CORPORATION,4.2,18.372602739726027
ZUELLIG PHARMA CORPORATION,4.104,18.372602739726027
ZUELLIG PHARMA CORPORATION,3.457683,18.372602739726027
ZUELLIG PHARMA CORPORATION,3.080385,18.372602739726027
ZUELLIG PHARMA CORPORATION,1.71,18.372602739726027
ZUELLIG PHARMA CORPORATION,0.61524,18.372602739726027
ZUELLIG PHARMA CORPORATION,0.432,18.372602739726027
BIGFOOT CONSTRUCTION AND SUPPLY,61.989812300000004,13.917808219178083
NOVARAE BIOTECH,60.6,0.03561643835616438
NOVARAE BIOTECH,60.0,0.03561643835616438
CELIS BEACH RESORT HOTEL,60.0,0.16712328767123288
K101 PHARMA,59.5,10.323287671232876
K101 PHARMA,3.24,10.323287671232876
K101 PHARMA,1.7805,10.323287671232876
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",59.35656,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",31.4772,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",27.0,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",27.0,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",24.645,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",23.835,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",10.5072,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",9.04,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",8.66432,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",5.564,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",5.439,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",4.9,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",4.4499,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",2.815,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",2.72,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",2.445,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",2.4,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",1.2628,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",1.1178,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",0.978,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",0.8096,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",0.792,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",0.73,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",0.5379,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",0.3,16.208219178082192
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",0.0978,16.208219178082192
YAP PETRON MEGA STATION,59.28,6.764383561643836
YAP PETRON MEGA STATION,40.3,6.764383561643836
GREAT SWISS METAL BUILDERS CORP.,59.1,5.323287671232877
"BIOSYN HEALTHCARE SYSTEMS, INC.",59.0,4.698630136986301
"BIOSYN HEALTHCARE SYSTEMS, INC.",48.0,4.698630136986301
"BIOSYN HEALTHCARE SYSTEMS, INC.",25.2,4.698630136986301
WWW.CONSTRUCTION,58.742399299999995,9.421917808219177
"ARRIANNE MERCHANDISING AND CONSTRUCTION SERVICES, INC.",58.05145,4.1945205479452055
"LTS RETAIL SPECIALISTS, INC.",57.893,11.013698630136986
"LTS RETAIL SPECIALISTS, INC.",12.15,11.013698630136986
"LTS RETAIL SPECIALISTS, INC.",7.092,11.013698630136986
"LTS RETAIL SPECIALISTS, INC.",6.498,11.013698630136986
"LTS RETAIL SPECIALISTS, INC.",5.0135,11.013698630136986
"LTS RETAIL SPECIALISTS, INC.",3.772,11.013698630136986
"LTS RETAIL SPECIALISTS, INC.",1.02645,11.013698630136986
MC JADE MART,57.79732,10.035616438356165
"VIRGINIA FOOD, INC.",55.30896,7.347945205479452
SHOOTING STAR TRADING,55.0874,14.860273972602739
SHOOTING STAR TRADING,44.305,14.860273972602739
SHOOTING STAR TRADING,18.645008,14.860273972602739
SHOOTING STAR TRADING,18.2311,14.860273972602739
SHOOTING STAR TRADING,2.32,14.860273972602739
SHOOTING STAR TRADING,0.763,14.860273972602739
XAVIERY'S ENTERPRISES,54.4825,2.4465753424657533
GOSHEN MEDICAL SUPPLIES,54.0,4.657534246575342
GOSHEN MEDICAL SUPPLIES,25.5,4.657534246575342
GOSHEN MEDICAL SUPPLIES,6.5,4.657534246575342
GOSHEN MEDICAL SUPPLIES,4.24,4.657534246575342
GOSHEN MEDICAL SUPPLIES,3.816,4.657534246575342
GOSHEN MEDICAL SUPPLIES,3.816,4.657534246575342
GOSHEN MEDICAL SUPPLIES,0.36,4.657534246575342
PHILIPPINE TELEGRAPH AND TELEPHONE CORPORATION,53.2,1.010958904109589
JOHANN'S GENERAL MERCHANDISE,53.0975,5.134246575342465
EVERYDAY ENTERPRISE,52.0,6.605479452054794
EVERYDAY ENTERPRISE,41.25,6.605479452054794
EVERYDAY ENTERPRISE,37.5,6.605479452054794
EVERYDAY ENTERPRISE,25.5,6.605479452054794
EVERYDAY ENTERPRISE,4.0,6.605479452054794
EVERYDAY ENTERPRISE,1.725,6.605479452054794
EVERYDAY ENTERPRISE,0.45,6.605479452054794
FAYE AND SAM GENERAL MERCHANDISE,51.8175,14.627397260273973
NEALA ENTERPRISES,51.0,9.046575342465754
NEALA ENTERPRISES,18.69,9.046575342465754
NEALA ENTERPRISES,1.6185,9.046575342465754
CRED GENERAL TRADING,50.93,4.235616438356164
CRED GENERAL TRADING,26.0,4.235616438356164
CRED GENERAL TRADING,13.45,4.235616438356164
CRED GENERAL TRADING,0.26,4.235616438356164
MULTILINE GENERAL MERCHANDISE,50.6577,4.868493150684931
MULTILINE GENERAL MERCHANDISE,18.565728,4.868493150684931
MULTILINE GENERAL MERCHANDISE,9.693,4.868493150684931
MULTILINE GENERAL MERCHANDISE,1.626,4.868493150684931
MULTILINE GENERAL MERCHANDISE,1.2948,4.868493150684931
MULTILINE GENERAL MERCHANDISE,0.05,4.868493150684931
OWEN ENTERPRISES,50.1275,2.8273972602739725
OWEN ENTERPRISES,34.9875,2.8273972602739725
OWEN ENTERPRISES,34.9875,2.8273972602739725
OWEN ENTERPRISES,34.61975,2.8273972602739725
OWEN ENTERPRISES,29.1375,2.8273972602739725
OWEN ENTERPRISES,28.4,2.8273972602739725
OWEN ENTERPRISES,22.5,2.8273972602739725
OWEN ENTERPRISES,22.5,2.8273972602739725
OWEN ENTERPRISES,21.719683999999997,2.8273972602739725
OWEN ENTERPRISES,21.3946,2.8273972602739725
OWEN ENTERPRISES,19.98,2.8273972602739725
OWEN ENTERPRISES,12.35,2.8273972602739725
RHENAMAE'S TRADING,50.0,2.863013698630137
RHENAMAE'S TRADING,15.0,2.863013698630137
RHENAMAE'S TRADING,15.0,2.863013698630137
RHENAMAE'S TRADING,11.52,2.863013698630137
RHENAMAE'S TRADING,5.0,2.863013698630137
RHENAMAE'S TRADING,4.0,2.863013698630137
MEGATRADE ENTERPRISES,49.5408225,12.627397260273973
MEGATRADE ENTERPRISES,7.6724155000000005,12.627397260273973
MEGATRADE ENTERPRISES,6.8758775,12.627397260273973
MEGATRADE ENTERPRISES,3.6214645,12.627397260273973
SOUTHSIDE BIOMEDICAL SALES AND SERVICES CO. LTD.,49.14,3.4684931506849317
SOUTHSIDE BIOMEDICAL SALES AND SERVICES CO. LTD.,7.21,3.4684931506849317
SOUTHSIDE BIOMEDICAL SALES AND SERVICES CO. LTD.,1.4,3.4684931506849317
ASSIL ENTERPRISES,49.049,1.389041095890411
ASSIL ENTERPRISES,49.049,1.389041095890411
ASSIL ENTERPRISES,16.346,1.389041095890411
ASSIL ENTERPRISES,15.05,1.389041095890411
ASSIL ENTERPRISES,9.765,1.389041095890411
ASSIL ENTERPRISES,2.639,1.389041095890411
ASSIL ENTERPRISES,2.63375,1.389041095890411
ASSIL ENTERPRISES,1.8,1.389041095890411
ASSIL ENTERPRISES,1.8,1.389041095890411
ASSIL ENTERPRISES,1.496,1.389041095890411
ASSIL ENTERPRISES,1.496,1.389041095890411
ASSIL ENTERPRISES,1.496,1.389041095890411
ASSIL ENTERPRISES,1.41702,1.389041095890411
ASSIL ENTERPRISES,0.44,1.389041095890411
ASSIL ENTERPRISES,0.4235,1.389041095890411
ASSIL ENTERPRISES,0.315,1.389041095890411
ASSIL ENTERPRISES,0.2475,1.389041095890411
ASSIL ENTERPRISES,0.1155,1.389041095890411
TSH CORPORATION,48.3479,0.13150684931506848
TSH CORPORATION,24.57134,0.13150684931506848
TSH CORPORATION,16.41075,0.13150684931506848
TSH CORPORATION,9.25575,0.13150684931506848
"GAKKEN PHILIPPINES, INC.",48.0,17.92054794520548
"GAKKEN PHILIPPINES, INC.",0.8777777,17.92054794520548
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",48.0,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",48.0,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",48.0,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",48.0,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",48.0,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",48.0,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",48.0,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",3.0,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",2.34,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",1.1,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",0.8074017,3.010958904109589
"IDS MEDICAL SYSTEMS PHILIPPINES, INC.",0.21,3.010958904109589
RED ROCK GENERAL MERCHANDISE,47.90206,2.819178082191781
RED ROCK GENERAL MERCHANDISE,2.56,2.819178082191781
RED ROCK GENERAL MERCHANDISE,0.95,2.819178082191781
F AND N ENTERPRISES & GEN. MERCHANDIZE,47.55312,13.635616438356164
F AND N ENTERPRISES & GEN. MERCHANDIZE,41.4,13.635616438356164
F AND N ENTERPRISES & GEN. MERCHANDIZE,31.3640125,13.635616438356164
F AND N ENTERPRISES & GEN. MERCHANDIZE,22.66595,13.635616438356164
F AND N ENTERPRISES & GEN. MERCHANDIZE,19.0453,13.635616438356164
RCV ENTERPRISE,47.0,3.7041095890410958
RCV ENTERPRISE,35.25,3.7041095890410958
RCV ENTERPRISE,32.8322,3.7041095890410958
RCV ENTERPRISE,30.78,3.7041095890410958
RCV ENTERPRISE,28.478,3.7041095890410958
RCV ENTERPRISE,24.6275,3.7041095890410958
RCV ENTERPRISE,24.0425,3.7041095890410958
RCV ENTERPRISE,18.695,3.7041095890410958
RCV ENTERPRISE,15.272,3.7041095890410958
RCV ENTERPRISE,13.252485,3.7041095890410958
RCV ENTERPRISE,12.208,3.7041095890410958
RCV ENTERPRISE,11.75,3.7041095890410958
RCV ENTERPRISE,11.5,3.7041095890410958
RCV ENTERPRISE,11.445,3.7041095890410958
RCV ENTERPRISE,9.0678,3.7041095890410958
RCV ENTERPRISE,8.41369,3.7041095890410958
RCV ENTERPRISE,2.016915,3.7041095890410958
RCV ENTERPRISE,0.7425,3.7041095890410958
RCV ENTERPRISE,0.6022,3.7041095890410958
RCV ENTERPRISE,0.08,3.7041095890410958
RCV ENTERPRISE,0.0512,3.7041095890410958
RCV ENTERPRISE,0.05,3.7041095890410958
RCV ENTERPRISE,0.0385,3.7041095890410958
RCV ENTERPRISE,0.0325,3.7041095890410958
RCV ENTERPRISE,0.025,3.7041095890410958
PHARMA BUSINESS MANAGEMENT TRADING (PBM) CORP.,47.0,3.1945205479452055
PHARMA BUSINESS MANAGEMENT TRADING (PBM) CORP.,12.64855,3.1945205479452055
PHARMA BUSINESS MANAGEMENT TRADING (PBM) CORP.,4.0,3.1945205479452055
PHARMA BUSINESS MANAGEMENT TRADING (PBM) CORP.,3.214,3.1945205479452055
PHARMA BUSINESS MANAGEMENT TRADING (PBM) CORP.,2.4,3.1945205479452055
PHARMA BUSINESS MANAGEMENT TRADING (PBM) CORP.,1.4,3.1945205479452055
PHARMA BUSINESS MANAGEMENT TRADING (PBM) CORP.,1.4,3.1945205479452055
BAGELS ENTERPRISES,46.6875,8.975342465753425
BAGELS ENTERPRISES,29.99875,8.975342465753425
BAGELS ENTERPRISES,17.15845,8.975342465753425
BAGELS ENTERPRISES,11.19975,8.975342465753425
BAGELS ENTERPRISES,6.976,8.975342465753425
BAGELS ENTERPRISES,6.9245,8.975342465753425
BAGELS ENTERPRISES,6.54,8.975342465753425
BAGELS ENTERPRISES,3.23403,8.975342465753425
BAGELS ENTERPRISES,2.5179,8.975342465753425
BAGELS ENTERPRISES,1.56415,8.975342465753425
BAGELS ENTERPRISES,1.1,8.975342465753425
BAGELS ENTERPRISES,1.1,8.975342465753425
BAGELS ENTERPRISES,0.53,8.975342465753425
BAGELS ENTERPRISES,0.32585,8.975342465753425
MECH-AIR SYSTEMS CORPORATION,46.5539146,11.284931506849315
MECH-AIR SYSTEMS CORPORATION,2.099952,11.284931506849315
MECH-AIR SYSTEMS CORPORATION,0.34999199999999997,11.284931506849315
MECH-AIR SYSTEMS CORPORATION,0.100134,11.284931506849315
MECH-AIR SYSTEMS CORPORATION,0.064134,11.284931506849315
MECH-AIR SYSTEMS CORPORATION,0.0297,11.284931506849315
MECH-AIR SYSTEMS CORPORATION,0.015028,11.284931506849315
MECH-AIR SYSTEMS CORPORATION,0.01431,11.284931506849315
MEGILA CONSTRUCTION DEVELOPMENT & SUPPLY,46.3,15.452054794520548
AKZ CONSTRUCTION TRADING,46.0,0.40821917808219177
AKZ CONSTRUCTION TRADING,8.2456383,0.40821917808219177
"EAST-WEST SEED COMPANY, INC.",45.950132,15.178082191780822
GREENSTONE PACKAGING CORPORATION,45.9,3.8876712328767122
GREENSTONE PACKAGING CORPORATION,14.25,3.8876712328767122
JUNIPER 3 PROCUREMENT CORP.,45.0,1.8246575342465754
JUNIPER 3 PROCUREMENT CORP.,2.2,1.8246575342465754
MTLJ GENERAL MERCHANDISE,43.9931,0.0547945205479452
MTLJ GENERAL MERCHANDISE,43.9931,0.0547945205479452
MTLJ GENERAL MERCHANDISE,34.375,0.0547945205479452
MTLJ GENERAL MERCHANDISE,34.375,0.0547945205479452
MTLJ GENERAL MERCHANDISE,34.375,0.0547945205479452
MTLJ GENERAL MERCHANDISE,15.625,0.0547945205479452
MTLJ GENERAL MERCHANDISE,15.625,0.0547945205479452
MTLJ GENERAL MERCHANDISE,1.598,0.0547945205479452
MTLJ GENERAL MERCHANDISE,1.5944,0.0547945205479452
MTLJ GENERAL MERCHANDISE,0.74,0.0547945205479452
MTLJ GENERAL MERCHANDISE,0.3149,0.0547945205479452
MTLJ GENERAL MERCHANDISE,0.264,0.0547945205479452
MTLJ GENERAL MERCHANDISE,0.264,0.0547945205479452
PALAWAN UNO HOTEL,43.8,5.071232876712329
R2D2 TRADING,43.5,4.7753424657534245
R2D2 TRADING,2.0,4.7753424657534245
R2D2 TRADING,1.455,4.7753424657534245
R2D2 TRADING,1.11,4.7753424657534245
"BEROVAN MARKETING, INC.",43.2,15.72054794520548
"BEROVAN MARKETING, INC.",41.82,15.72054794520548
"BEROVAN MARKETING, INC.",33.6,15.72054794520548
"BEROVAN MARKETING, INC.",9.975,15.72054794520548
"BEROVAN MARKETING, INC.",9.2703,15.72054794520548
"BEROVAN MARKETING, INC.",7.38,15.72054794520548
"BEROVAN MARKETING, INC.",7.02975,15.72054794520548
"BEROVAN MARKETING, INC.",5.5,15.72054794520548
"BEROVAN MARKETING, INC.",5.16708,15.72054794520548
"BEROVAN MARKETING, INC.",5.035,15.72054794520548
"BEROVAN MARKETING, INC.",3.45258,15.72054794520548
"BEROVAN MARKETING, INC.",3.145,15.72054794520548
"BEROVAN MARKETING, INC.",2.65695,15.72054794520548
"BEROVAN MARKETING, INC.",2.55,15.72054794520548
"BEROVAN MARKETING, INC.",1.989,15.72054794520548
"BEROVAN MARKETING, INC.",1.76185,15.72054794520548
"BEROVAN MARKETING, INC.",1.75,15.72054794520548
"BEROVAN MARKETING, INC.",1.35,15.72054794520548
"BEROVAN MARKETING, INC.",1.258,15.72054794520548
"BEROVAN MARKETING, INC.",1.065,15.72054794520548
"BEROVAN MARKETING, INC.",0.96,15.72054794520548
"BEROVAN MARKETING, INC.",0.8245,15.72054794520548
"BEROVAN MARKETING, INC.",0.80525,15.72054794520548
"BEROVAN MARKETING, INC.",0.75,15.72054794520548
"BEROVAN MARKETING, INC.",0.18125,15.72054794520548
"BEROVAN MARKETING, INC.",0.0725,15.72054794520548
"BEROVAN MARKETING, INC.",0.00495,15.72054794520548
G-WELL GENERAL MERCHANDISE,42.0,11.219178082191782
TERANOVA COMPUTER SALES AND SERVICES,42.0,8.2
PETAL TRADING & SERVICES,41.7,13.986301369863014
PETAL TRADING & SERVICES,4.5,13.986301369863014
"ENDURE MEDICAL, INC.",41.595,14.052054794520547
"ENDURE MEDICAL, INC.",11.0,14.052054794520547
"ENDURE MEDICAL, INC.",10.0,14.052054794520547
"ENDURE MEDICAL, INC.",8.9185,14.052054794520547
"ENDURE MEDICAL, INC.",5.9,14.052054794520547
"ENDURE MEDICAL, INC.",5.9,14.052054794520547
"ENDURE MEDICAL, INC.",3.59334,14.052054794520547
"ENDURE MEDICAL, INC.",3.39611,14.052054794520547
"ENDURE MEDICAL, INC.",2.65,14.052054794520547
"ENDURE MEDICAL, INC.",2.36,14.052054794520547
