,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
189,CECILLE'S CATERING AND PENSION HOUSE- IPIL BRANCH,Single Proprietorship,16-Jan-2013,Platinum,Active,16-Mar-2020,16-Mar-2021,201301642821227764822
190,SUGO ENTERPRISE,Single Proprietorship,04-Jun-2010,Platinum,Active,14-Mar-2020,14-Mar-2021,201006339171926169610
191,"VICTORY GLOBAL UNLIMITED SYSTEMS, INC.",Corporation,24-Nov-2010,Platinum,Active,10-Aug-2020,10-Aug-2021,201011370411935506596
192,ROWEN'S LUMBER AND HARDWARE,Single Proprietorship,14-Oct-2008,Platinum,Active,27-Apr-2020,27-Apr-2021,20081022893290438559
193,INVERTAIRE AIRCONDITIONING AND REFRIGERATION CENTER,Single Proprietorship,20-Oct-2010,Platinum,Active,19-Mar-2020,19-Mar-2021,20101036520164010061
194,SHIERMY ENTERPRISES,Single Proprietorship,22-Jun-2017,Platinum,Active,15-Mar-2020,15-Mar-2021,201706155725194059059
195,B.S. BENIN CONSTRUCTION AND SUPPLIES,Single Proprietorship,03-May-2006,Platinum,Active,16-Mar-2020,16-Mar-2021,200605101042085360903
196,"DKT HEALTH,INC.",Corporation,11-Mar-2019,Platinum,Active,31-Mar-2020,03-Apr-2021,20190351031673830850
197,"D.M. CONSUNJI, INC.",Corporation,30-Jan-2002,Platinum,Active,26-May-2020,26-May-2021,200201146331578405976
198,"EMMI, INC.",Corporation,15-Nov-2001,Platinum,Active,14-Mar-2020,25-Mar-2021,2001111711691381327830
199,NORMA BAUZON RICEMILL,Single Proprietorship,09-Mar-2020,Platinum,Active,15-Mar-2020,15-Mar-2021,2020032139651683581793
200,TRES NIÑAS GENERAL MERCHANT & PRINTING,Single Proprietorship,02-Feb-2004,Platinum,Active,16-Mar-2020,16-Mar-2021,20040225321472062431
201,JOVANNI MOTOR WORKS,Single Proprietorship,07-Jan-2009,Platinum,Active,15-Mar-2020,15-Mar-2021,200901240051714727181
202,BIGFOUR GLOBAL TECHNOLOGIES INC.,Corporation,04-Jun-2015,Platinum,Active,15-Mar-2020,15-Mar-2021,201506137765837566840
203,R & LT SHIPYARD & REALTY DEVELOPMENT CORPORATION,Corporation,23-Aug-2007,Platinum,Active,14-Mar-2020,14-Mar-2021,20070877947588160740
204,HANABE TRADING AND SHIP REPAIR SERVICES,Single Proprietorship,21-Apr-2016,Platinum,Active,14-Mar-2020,14-Mar-2021,201604169103746798025
205,MINDANAO TIMES CORPORATION,Corporation,15-Sep-2014,Platinum,Active,04-Jun-2020,04-Jun-2021,2014091140652055202921
206,CHECKWAY ELECTROTECH,Single Proprietorship,19-Aug-2019,Platinum,Active,14-Mar-2020,14-Mar-2021,20190826681245848541
207,JHJN CONSTRUCTION & SUPPLY,Single Proprietorship,13-Dec-2018,Platinum,Active,14-Mar-2020,14-Mar-2021,201812629002094692465
208,RH-KEMP ENTERPRISES,Single Proprietorship,08-Jul-2013,Platinum,Active,15-Mar-2020,15-Mar-2021,201307757062007076268
209,WVS1 TRADING INC.,Corporation,26-Jan-2017,Platinum,Active,14-Mar-2020,14-Mar-2021,2017011838291295563424
210,CHELS & CLYDE TRADING,Single Proprietorship,02-Mar-2004,Platinum,Active,31-Mar-2020,31-Mar-2021,20040332251459323439
211,"CELTECH NETWORK SYSTEM & ELECTRICAL SERVICES, INC.",Corporation,26-Jun-2008,Platinum,Active,14-Mar-2020,21-Mar-2021,20080621204848166290
212,LV ENTERPRISE INC.,Corporation,19-Nov-2012,Platinum,Active,14-Mar-2020,14-Mar-2021,201211621111697709765
213,SIFU J BUILDERS CORPORATION,Corporation,18-May-2017,Platinum,Active,14-Mar-2020,14-Mar-2021,2017051618011997048439
214,KSC ENTERPRISES,Single Proprietorship,29-Apr-2015,Platinum,Active,18-Mar-2020,18-Mar-2021,2015041344301444378977
215,POLAR STAR SURVEYING &AMP; CONSTRUCTION,Single Proprietorship,09-Aug-2018,Platinum,Active,15-Mar-2020,15-Mar-2021,20180884827155878442
216,GATEWAY FUEL STATION,Single Proprietorship,27-Aug-2019,Platinum,Active,14-Mar-2020,14-Mar-2021,20190825273584192847
217,BENZEN OFFICE SUPPLIES TRADING,Single Proprietorship,06-Jan-2020,Platinum,Active,14-Mar-2020,14-Mar-2021,20200138831879600653
218,BIG B ENTERPRISES,Single Proprietorship,27-Aug-2019,Platinum,Active,18-Mar-2020,18-Mar-2021,20190825139647070216
219,CYO SMART TRADING,Single Proprietorship,09-Nov-2010,Platinum,Active,14-Mar-2020,21-Mar-2021,20101136786300420785
220,PJMJ TRADING AND CONSTRUCTION,Single Proprietorship,14-Mar-2014,Platinum,Active,16-Mar-2020,29-Mar-2021,201403968071435266415
221,PHILIPPINE GREEN BUILDING COUNCIL,Corporation,17-Feb-2015,Platinum,Active,21-Jul-2020,21-Jul-2021,201502127146335869220
222,SYNERGY CONSULTING AND SERVICES INC,Corporation,24-Jun-2019,Platinum,Active,16-Mar-2020,16-Mar-2021,201906366751016951114
223,MASULOT CONSTRUCTION,Single Proprietorship,06-Jul-2007,Platinum,Active,19-Mar-2020,19-Mar-2021,200707668031473819307
224,PACIFIC VISION INTERNATIONAL LIMITED,Foreign Company Organization,05-Mar-2020,Platinum,Active,16-Mar-2020,16-Mar-2021,202003213725952213969
225,KANKALOI CONSTRUCTION,Single Proprietorship,03-Feb-2020,Platinum,Active,15-Mar-2020,15-Mar-2021,2020022092611520210590
226,MARIA AVE RENT-A-CAR,Single Proprietorship,03-May-2016,Platinum,Active,16-Apr-2020,16-Apr-2021,2016051701751292837125
227,RICHDOLLY TRADING AND MARKETING ENTERPRISES,Single Proprietorship,16-Oct-2019,Platinum,Active,31-Mar-2020,31-Mar-2021,201910152521980729225
228,SALTAN RIVER CORPORATION,Corporation,23-Sep-2019,Platinum,Active,15-Mar-2020,15-Mar-2021,201909199351540512133
229,YCS RESTAURANT AND CATERING SERVICES,Single Proprietorship,29-Jul-2011,Platinum,Active,16-Mar-2020,16-Mar-2021,20110742883428297255
230,SAGA ENGINEERING,Single Proprietorship,16-Mar-2011,Platinum,Active,15-Mar-2020,15-Mar-2021,20110339503128858389
231,EAST AVENUE MEDICAL CENTER COOPERATIVE,Cooperative,29-Dec-2016,Platinum,Active,12-May-2020,12-May-2021,2016121877492041646133
232,FLOBAR CONSTRUCTION,Single Proprietorship,07-Nov-2017,Platinum,Active,15-Mar-2020,15-Mar-2021,2017111304381219506974
233,EIGHT KIDS CONSTRUCTION & TRADING,Single Proprietorship,08-Jan-2018,Platinum,Active,15-Mar-2020,15-Mar-2021,2018011211001661165820
234,DQMB CONSTRUCTION & SUPPLY CORP.,Corporation,15-Dec-2017,Platinum,Active,15-Mar-2020,01-Apr-2021,201712123871955698462
235,NEW PALAWAN GLASS SUPPLY & GENERAL MERCHANDISING,Single Proprietorship,18-Feb-2011,Platinum,Active,15-Mar-2020,15-Mar-2021,201102387301731197443
236,DREIRICH BUILDERS,Single Proprietorship,04-Jan-2016,Platinum,Active,24-Mar-2020,24-Mar-2021,201601157619184033655
237,RG TALARO SALES & SERVICES,Single Proprietorship,07-Feb-2017,Platinum,Active,16-Mar-2020,16-Mar-2021,201702181284978935710
238,VHP SECURITY PAPER B.V.,Foreign Company Organization,01-Feb-2019,Platinum,Active,15-Mar-2020,15-Mar-2021,20190257055940522055
239,PRO MEDIC PHARMA,Single Proprietorship,09-Mar-2011,Platinum,Active,15-Mar-2020,22-Mar-2021,201103392991226008003
240,ATHENA CONSTRUCTION AND DEVELOPMENT,Single Proprietorship,12-Oct-2012,Platinum,Active,16-Mar-2020,29-Apr-2021,201210604561816925561
241,AUC CONSTRUCTION SERVICES (FORMER NAME: AUYC BUILDERS ANDENGINEERING SERVICES),Single Proprietorship,29-Mar-2019,Platinum,Active,16-Mar-2020,16-Mar-2021,201903480691266638733
242,DIMAYA'S MERCHANDISING,Single Proprietorship,19-Oct-2004,Platinum,Active,16-Mar-2020,16-Mar-2021,20041054581716230455
243,ROLCO CONSTRUCTION AND DEVELOPMENT CORPORATION,Corporation,20-Feb-2004,Platinum,Active,16-Mar-2020,30-Apr-2021,2004023002477364093
244,DICK'S PROSOUNDS AND LIGHTS,Single Proprietorship,05-Apr-2010,Platinum,Active,15-Mar-2020,15-Mar-2021,201004331261510612428
245,RCBAR BUILDERS,Single Proprietorship,13-Mar-2013,Platinum,Active,19-Mar-2020,17-Apr-2021,201303681931522893482
246,"DANEIROS TRADING, INC.",Corporation,17-Apr-2015,Platinum,Active,14-Jul-2020,14-Jul-2021,2015041332241160561624
247,INFRAWORX CORPORATION,Corporation,23-Aug-2019,Platinum,Active,15-Mar-2020,15-Mar-2021,201908257411383776113
248,VJS ELECTRONICS SUPPLY,Single Proprietorship,10-Jan-2019,Platinum,Active,17-Mar-2020,17-Mar-2021,201901606101733731781
249,R. PRANILLA BUILDERS,Single Proprietorship,25-Jul-2011,Platinum,Active,15-Mar-2020,15-Mar-2021,20110742709335048813
250,ALNAP CONSTRUCTION AND ENGINEERING,Single Proprietorship,11-Jan-2012,Platinum,Active,15-Mar-2020,25-Mar-2021,201201467722054165098
251,KRSGT GENERAL MERCHANDISE,Single Proprietorship,21-Sep-2018,Platinum,Active,16-Mar-2020,26-Mar-2021,201809773381189338088
252,DS CATINGUB BROS. CORP.,Corporation,27-Sep-2017,Platinum,Active,31-Mar-2020,31-Mar-2021,2017091370441730751967
253,UNICO GENERAL MERCHANDISING,Single Proprietorship,15-Dec-2008,Platinum,Active,15-Mar-2020,03-Apr-2021,200812238871796350718
254,ASIAN TRADING,Single Proprietorship,15-Mar-2012,Platinum,Active,16-Mar-2020,20-Mar-2021,201203503121077973768
255,JOCRIS INDUSTRIES,Single Proprietorship,13-Feb-2014,Platinum,Active,26-May-2020,26-May-2021,20140293714366047156
256,TITO COOKS CATERING SERVICES,Single Proprietorship,16-Mar-2012,Platinum,Active,15-Mar-2020,22-Mar-2021,20120350443277200209
257,MARYKNOLL BUILDERS AND SUPPLY,Single Proprietorship,12-Apr-2016,Platinum,Active,16-Mar-2020,16-Mar-2021,2016041683211695336358
258,GDM FISH TRADING,Single Proprietorship,14-Aug-2017,Platinum,Active,16-Mar-2020,16-Mar-2021,2017081459291602691944
259,HOLY TRINITY UNIVERSITY SIENATEL TRAINING HOTEL,Corporation,16-Jul-2015,Platinum,Active,16-Mar-2020,16-Mar-2021,2015071423241195288454
260,SYNERGY AT WORK LEARNING & DEVELOPMENT CORPORATION,Corporation,12-Apr-2016,Platinum,Active,17-Jun-2020,17-Jun-2021,201604168383701836979
261,REKO GENERAL KONSTRUCT,Single Proprietorship,19-Feb-2007,Platinum,Active,16-Mar-2020,21-Apr-2021,200702127131923763568
262,A AND D STORE AND AGRIVET SUPPLIES,Single Proprietorship,26-Feb-2016,Platinum,Active,16-Mar-2020,16-Mar-2021,201602163489111915116
263,RL PEST CONTROL SERVICES,Single Proprietorship,08-May-2019,Platinum,Active,25-Mar-2020,25-Mar-2021,201905434181732019875
264,HOTEL ALEJANDRO INC.,Corporation,19-Mar-2017,Platinum,Active,16-Mar-2020,16-Mar-2021,2017031725221160541996
265,KWIKSMART OFFICE SUPPLIES AND EQUIPMENT TRADING,Single Proprietorship,26-Feb-2020,Platinum,Active,23-Mar-2020,23-Mar-2021,2020022119041311706369
266,"BRIGHT STAR INDUSTRIES, INC.",Corporation,11-Mar-2016,Platinum,Active,19-Mar-2020,31-Mar-2021,20160316504055549459
267,MAGSAYSAY HILLSIDE RESORT,Single Proprietorship,14-Feb-2014,Platinum,Active,16-Mar-2020,24-Mar-2021,201402938841557684011
268,"WIDUS PHILIPPINES, INC.",Corporation,11-Feb-2019,Platinum,Active,25-Jun-2020,25-Jun-2021,201902558911362771740
269,"NEW MIDES ENTERPRISES, INC.",Corporation,08-Mar-2004,Platinum,Active,16-Mar-2020,16-Mar-2021,20040333441748193634
270,ALELI LAUNDRY SHOP,Single Proprietorship,17-Dec-2015,Platinum,Active,16-Mar-2020,16-Mar-2021,2015121570091251078058
271,SUNLED TECHNOLOGY ENTERPRISE AND ENERGY CORP.,Corporation,07-Jan-2019,Platinum,Active,17-Mar-2020,17-Mar-2021,20190161115820471372
272,W. ASIATIC GLASS SUPPLY,Single Proprietorship,10-May-2018,Platinum,Active,18-Mar-2020,18-Mar-2021,201805100152737710891
273,DATUIN RICE MILL,Single Proprietorship,20-Mar-2009,Platinum,Active,16-Mar-2020,16-Mar-2021,20090325596147035731
274,GMEGS GENERAL MERCHANDISE,Single Proprietorship,13-Jun-2013,Platinum,Active,16-Mar-2020,16-Mar-2021,201306739891621018411
275,TEMEK ENGINEERING EQUIPMENT TRADING,Single Proprietorship,19-Aug-2019,Platinum,Active,16-Mar-2020,16-Mar-2021,20190826557486403460
276,KRB CONSTRUCTION SUPPLY,Single Proprietorship,22-Aug-2012,Platinum,Active,16-Mar-2020,16-Mar-2021,20120857777532142752
277,VS STORE,Single Proprietorship,23-Jun-2015,Platinum,Active,16-Mar-2020,19-Apr-2021,2015061395441113619410
278,FILPRIDE RESOURCES INC.,Corporation,06-Jun-2002,Platinum,Active,19-Mar-2020,19-Mar-2021,20020615027954843136
279,ACES & E HOTEL,Single Proprietorship,21-Feb-2017,Platinum,Active,16-Mar-2020,18-Mar-2021,2017021788281665846941
280,"BJ MARTHEL INTERNATIONAL, INC.",Corporation,23-Jan-2002,Platinum,Active,20-May-2020,20-May-2021,2002013741057891504
281,HEBA ENTERPRISES,Single Proprietorship,20-Feb-2018,Platinum,Active,18-Mar-2020,25-Mar-2021,2018021141011371783138
282,DANIEL ENTERPRISES,Single Proprietorship,23-Nov-2018,Platinum,Active,07-Aug-2020,07-Aug-2021,20181165940500381191
283,MARC GASOLINE STATION,Single Proprietorship,09-Dec-2019,Platinum,Active,16-Mar-2020,16-Mar-2021,2019125946374004866
284,ARLOR CONSTRUCTION,Single Proprietorship,17-Aug-2007,Platinum,Active,16-Mar-2020,11-Apr-2021,200708159351735942536
285,BUILTECH SOLUTIONS,Single Proprietorship,06-Mar-2018,Platinum,Active,18-Mar-2020,04-Apr-2021,201803111531766226240
286,3-L CONSTRUCTION,Single Proprietorship,21-Apr-2006,Platinum,Active,18-Mar-2020,18-Mar-2021,20060410006573028167
287,JENCO DANAO FURNITURE & SASH SHOP,Single Proprietorship,16-Nov-2013,Platinum,Active,16-Mar-2020,16-Mar-2021,201311872351017027009
288,RGC CONSTRUCTION,Single Proprietorship,04-Mar-2015,Platinum,Active,16-Mar-2020,16-Mar-2021,201503128572753445779
289,"GLOBALTEC WASTE MANAGEMENT, INC.",Corporation,24-Apr-2019,Platinum,Active,23-Mar-2020,23-Mar-2021,20190445000776318496
290,REIKI CONSTRUCTION & SUPPLIES,Single Proprietorship,17-Nov-2014,Platinum,Active,16-Mar-2020,16-Mar-2021,201411120045791490660
291,RENIE SHANEL CONSUMER GOODS TRADING,Single Proprietorship,03-May-2019,Platinum,Active,30-Apr-2020,30-Apr-2021,20190544094752290794
292,IDSY CONSTRUCTION,Single Proprietorship,24-Feb-2020,Platinum,Active,18-Mar-2020,18-Mar-2021,202002211663119900453
293,ALBEN TRADING AND GENERAL CONSTRUCTION COMPANY,Partnership,10-Mar-2020,Platinum,Active,16-Mar-2020,16-Mar-2021,202003214224661044126
294,"ARIELA MARKETING CO., INC.",Corporation,04-Oct-2016,Platinum,Active,15-Jun-2020,15-Jun-2021,2016101876231281726886
295,JLP CONSTRUCTION & SUPPLY,Single Proprietorship,03-Dec-2004,Platinum,Active,16-Mar-2020,16-Mar-2021,2004125818543459651
296,FERNANDEZ RICE MILL AND BUYING PALAY,Single Proprietorship,10-Mar-2020,Platinum,Active,16-Mar-2020,16-Mar-2021,2020032142521317811730
297,MARLENE BELARDO MANAIG GENERAL MERCHANDISE,Single Proprietorship,05-Mar-2015,Platinum,Active,18-Mar-2020,18-Mar-2021,20150312876620209770
298,PINK PEN COMMERCIAL,Single Proprietorship,10-Mar-2015,Platinum,Active,17-Mar-2020,17-Mar-2021,2015031294811287410166
299,"FUNCTIONAL, INC.",Corporation,12-Feb-2002,Platinum,Active,15-Jun-2020,15-Jun-2021,2002024331282661770
300,RUCS KONSULT CORPORATION,Corporation,30-Jun-2017,Platinum,Active,10-Jun-2020,10-Jun-2021,201706153847843394679
301,PRESENCE HARDWARE & GENERAL MDSE,Single Proprietorship,04-Dec-2013,Platinum,Active,24-Mar-2020,24-Mar-2021,201312887361945891262
302,"RBD WELDING SHOP, MACHINERIES AND MERCHANDISE",Single Proprietorship,11-Jun-2015,Platinum,Active,16-Mar-2020,16-Mar-2021,2015061384141349341479
303,PETROL REPUBLIC PHIL INC.,Corporation,27-Oct-2014,Platinum,Active,16-Mar-2020,16-Mar-2021,2014101181901089494451
304,BACOLOD ELKAN TRADING INC.,Corporation,28-Apr-2015,Platinum,Active,16-Mar-2020,26-Apr-2021,2015041343271978297445
305,"E. H. ANTIG, JR. CONSTRUCTION AND SUPPLY",Single Proprietorship,05-Jan-2015,Platinum,Active,16-Mar-2020,16-Mar-2021,201501123261278533086
306,"ANTS TECHNOLOGIES, INC.",Corporation,24-Aug-2009,Platinum,Active,20-Apr-2020,20-Apr-2021,20090828270643993854
307,LEDA CONSTRUCTION INCORPORATED,Corporation,02-Feb-2007,Platinum,Active,16-Mar-2020,16-Mar-2021,200702124731433555728
308,TWIN ACER BUILDERS AND SUPPLY,Single Proprietorship,26-Mar-2008,Platinum,Active,16-Mar-2020,21-Mar-2021,20080319673205955414
309,ALFREDO B. ONG ENTERPRISES & TRUCKING SERVICES,Single Proprietorship,07-Nov-2006,Platinum,Active,16-Mar-2020,16-Mar-2021,20061111631239691657
310,GNESIS 8 DESIGN AND DEVELOPMENT CONSTRUCTION SERVICES,Single Proprietorship,26-Dec-2019,Platinum,Active,16-Mar-2020,16-Mar-2021,20191243631195089961
311,BAYVIEW INN,Single Proprietorship,24-Jun-2015,Platinum,Active,18-Mar-2020,17-Apr-2021,201506139705182270338
312,KAE CONSTRUCTION AND SUPPLY,Single Proprietorship,26-Sep-2017,Platinum,Active,16-Mar-2020,16-Mar-2021,2017091373221621076143
313,"SAVERS ELECTRONIC WORLD INC,",Corporation,30-Oct-2015,Platinum,Active,16-Mar-2020,16-Mar-2021,2015101528871773631297
314,JEROME CONSTRUCTION SUPPLY,Single Proprietorship,25-Jan-2007,Platinum,Active,23-Mar-2020,17-Apr-2021,20070112331540664262
315,"EMOJI CORPORATION (FORMERLY ROWENA MINOO SAMURAI, INC.)",Corporation,07-Jan-2015,Platinum,Active,01-Jun-2020,01-Jun-2021,201501206931908685257
316,GOODMORNING INTERNATIONAL CORPORATION,Corporation,11-Feb-2008,Platinum,Active,02-Jun-2020,02-Jun-2021,20080218760951080805
317,LRD GASOLINE STATION,Single Proprietorship,29-Apr-2014,Platinum,Active,17-Mar-2020,17-Mar-2021,2014041007051593129132
318,RAYSE ELECTRICAL SUPPLY,Single Proprietorship,28-Aug-2014,Platinum,Active,15-Mar-2020,26-Mar-2021,2014081123971227454449
319,JAHANAH CONSTRUCTION AND GENERAL MERCHANDISE,Single Proprietorship,20-Jun-2007,Platinum,Active,16-Mar-2020,16-Mar-2021,20070614488274490386
320,J7 HOTEL AND RESORT CORP. DOING BUSINESS UNDER THE NAME ANDSTYLE OF J7 HOTEL AND RESORT; AND MILLENNIAL J7 SUITES,Corporation,18-Dec-2018,Platinum,Active,18-Mar-2020,18-Mar-2021,20181262508832927789
321,JUAN PASYALAN TRAVEL AND TOURS,Single Proprietorship,07-Jun-2016,Platinum,Active,03-Jun-2020,03-Jun-2021,2016061731151082734381
322,DIO IMPLANT PHILS. CORP.,Corporation,07-Aug-2015,Platinum,Active,08-Jun-2020,08-Jun-2021,201508144498203113386
323,STEWARDS MANPOWER SUPPLY AND SERVICES,Single Proprietorship,11-Mar-2003,Platinum,Active,18-Mar-2020,18-Mar-2021,20030315031341496331
324,BIDES MARKETING,Single Proprietorship,18-Jan-2016,Platinum,Active,19-Mar-2020,25-Mar-2021,201601158834401722502
325,JETMED ENTERPRISE,Single Proprietorship,15-Sep-2017,Platinum,Active,14-Apr-2020,17-Apr-2021,201709139637955375783
326,ERNIE AGROFOREST NURSERY,Single Proprietorship,23-Feb-2016,Platinum,Active,19-Mar-2020,19-Mar-2021,201602162963513129344
327,JUFEM TRADING,Single Proprietorship,30-Jul-2019,Platinum,Active,03-Jul-2020,03-Jul-2021,20190730652990739893
328,S.O.A. TRADING,Single Proprietorship,29-Oct-2019,Platinum,Active,18-Mar-2020,18-Mar-2021,20191012899644970833
329,ANZEN CONSTRUCTION AND SUPPLY,Single Proprietorship,09-Mar-2020,Platinum,Active,18-Mar-2020,18-Mar-2021,2020032139411195571277
330,DERF'S GRILL AND RESTAURANT,Single Proprietorship,28-Jul-2016,Platinum,Active,18-Mar-2020,18-Mar-2021,201607179186741465950
331,PUSO TI ILOCANDIA SOLAR POWER ZONE,Single Proprietorship,16-Aug-2017,Platinum,Active,17-Mar-2020,17-Mar-2021,2017081456011643367228
332,MY BUILDERS & CONSTRUCTION,Single Proprietorship,13-Apr-2005,Platinum,Active,13-May-2020,13-May-2021,20050471001916634639
333,R.A. NOLIDO CONSTRUCTION CORPORATION,Corporation,08-Apr-2005,Platinum,Active,03-Jun-2020,03-Jun-2021,2005047072226095759
334,XLA CONSTRUCTION,Single Proprietorship,24-Jan-2019,Platinum,Active,19-Mar-2020,19-Mar-2021,20190158432144679689
335,SMEC INTERNATIONAL PTY LTD,Foreign Company Organization,27-May-2008,Platinum,Active,24-Jul-2020,24-Jul-2021,200805206941887906478
336,TRIPLES STAR GROUP HOLDINGS INC,Corporation,03-Mar-2020,Platinum,Active,10-Jun-2020,10-Jun-2021,20200321296078077497
337,SMEC PHILIPPINES INC.,Corporation,18-Jun-2007,Platinum,Active,24-Jul-2020,24-Jul-2021,200706279321810740394
338,CEVCEG MARKETING INC.,Corporation,14-Jul-2010,Platinum,Active,18-Mar-2020,27-Mar-2021,20100734590305516263
339,GERTIES BAKESHOP AND FASTFOOD CORP.,Corporation,24-Jan-2020,Platinum,Active,18-Mar-2020,18-Mar-2021,20200193146076656
