,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
188,"KABABAYEN AN SA OPON NGA NAGKAHIUSA ALANG SA KALAMBOAN(KONKA), INC.",Cooperative,20-Mar-2012,Platinum,Active,07-Apr-2020,07-Apr-2021,20120350589533149180
189,MUTIARA ENTERPRISES,Single Proprietorship,16-Oct-2013,Platinum,Active,26-Mar-2020,22-Apr-2021,201310850281221533943
190,IZZO INDUSTRIAL SUPPLY,Single Proprietorship,23-Oct-2014,Platinum,Active,20-Apr-2020,20-Apr-2021,201410118081161992288
191,CHROMAR UNI-TRADE,Single Proprietorship,28-Jul-2008,Platinum,Active,23-Mar-2020,19-Apr-2021,200807217081946499619
192,NIKKA'S FRIED CHICKEN AND CATERING SERVICES,Single Proprietorship,25-Jan-2018,Platinum,Active,25-Mar-2020,25-Mar-2021,201801118095781433237
193,NIKKA'S GENERAL MERCHANDISE,Single Proprietorship,06-Jun-2019,Platinum,Active,25-Mar-2020,25-Mar-2021,201906396401347527309
194,VINZ SECURITY AND INVESTIGATION AGENCY,Single Proprietorship,14-Jul-2017,Platinum,Active,23-Mar-2020,23-Mar-2021,2017071510221747772344
195,PETER JOHN ENTERPRISES,Single Proprietorship,11-Oct-2012,Platinum,Active,23-Mar-2020,23-Mar-2021,201210603591055096898
196,STANDSTILL SECURITY AGENCY,Single Proprietorship,20-Jan-2011,Platinum,Active,22-Jun-2020,22-Jun-2021,201101378231407216889
197,KC&C MANUFACTURING AND MARKETING INDUSTRIES,Single Proprietorship,21-Oct-2004,Platinum,Active,23-Mar-2020,23-Mar-2021,20041054741689963301
198,HAZRAT CONSTRUCTION BUILDERS,Single Proprietorship,17-Mar-2020,Platinum,Active,23-Mar-2020,23-Mar-2021,202003214687366482076
199,ESTEROLAND FOOD AND CATERING SERVICES,Single Proprietorship,15-Mar-2020,Platinum,Active,23-Mar-2020,23-Mar-2021,2020032143801924945944
200,CENTER FOR RESEARCH AND COMMUNICATION FOUNDATION INC.,Corporation,23-Jun-2016,Platinum,Active,31-Mar-2020,26-Apr-2021,2016061752531430589615
201,"SMMT-TIM 2016, INC",Corporation,25-Mar-2017,Platinum,Active,07-May-2020,07-May-2021,2017031711391951336569
202,TYMORAUD ENGINEERING,Single Proprietorship,26-Feb-2015,Platinum,Active,08-Jun-2020,08-Jun-2021,2015021279991143835846
203,MEDCO TECHNICAL SERVICES AND ELECTRICAL SUPPLY CORPORATION,Corporation,11-Dec-2014,Platinum,Active,26-Mar-2020,26-Mar-2021,201412122364203031017
204,MAX BOAT MANUFACTURER AND REPAIR SERVICE,Single Proprietorship,13-Dec-2010,Platinum,Active,28-Apr-2020,28-Apr-2021,201012372921647481477
205,JM-MYEL CONSTRUCTION & SUPPLY,Single Proprietorship,12-Oct-2018,Platinum,Active,02-Apr-2020,10-Apr-2021,2018107322786685067
206,SNRB TRADING,Single Proprietorship,17-Apr-2018,Platinum,Active,24-Mar-2020,03-May-2021,201804104212912509027
207,B.S.R. ENTERPRISES,Single Proprietorship,21-Jul-2015,Platinum,Active,24-Mar-2020,03-May-2021,2015071426031823045169
208,L BROS CONSTRUCTION AND SUPPLY,Single Proprietorship,13-Feb-2014,Platinum,Active,30-Mar-2020,30-Mar-2021,20140293558458640221
209,"REBMANN, INCORPORATED",Corporation,02-Aug-2001,Platinum,Active,26-Mar-2020,28-Mar-2021,2001081191557716782
210,AGRO INDUSTRIYA TRADING,Single Proprietorship,29-May-2015,Platinum,Active,07-Apr-2020,07-Apr-2021,2015051373071697474365
211,"MODERN AIR CONDITIONING CONTRACTOR, INC.",Corporation,17-May-2006,Platinum,Active,30-Mar-2020,19-Apr-2021,20060510183151330328
212,GATEWAY 21-25 CONSTRUCTION CORPORATION,Corporation,14-Mar-2012,Platinum,Active,24-Mar-2020,28-Mar-2021,201203502041553405689
213,BLAZE SALES & SERVICES,Single Proprietorship,01-Feb-2012,Platinum,Active,30-Mar-2020,30-Mar-2021,20120247872933994834
214,CEDE GENERAL MERCHANDISE,Single Proprietorship,25-Jul-2013,Platinum,Active,24-Mar-2020,24-Mar-2021,20130777637233008463
215,SV BLUE SKY PHARMA,Single Proprietorship,16-Jan-2012,Platinum,Active,24-Mar-2020,24-Mar-2021,201201469601193383011
216,"CTEC TRADING & CONSTRUCTION, INC.",Corporation,09-Feb-2005,Platinum,Active,25-Mar-2020,24-Apr-2021,20050264401608865942
217,DARLENE GENERAL MERCHANDISE,Single Proprietorship,15-Mar-2020,Platinum,Active,25-Mar-2020,25-Mar-2021,2020032143441130341235
218,ACELOGIC COMPUTER SOLUTIONS,Single Proprietorship,07-Aug-2007,Platinum,Active,30-Mar-2020,30-Mar-2021,200708156811979490862
219,JEMPS EATERY AND CATERING,Single Proprietorship,29-Aug-2014,Platinum,Active,11-May-2020,11-May-2021,2014081125181694948791
220,JSY CONSTRUCTION,Single Proprietorship,30-Jun-2008,Platinum,Active,30-Mar-2020,30-Mar-2021,200806377761094450046
221,E. P. DE GUZMAN HARDWARE & GENERAL MERCHANDISE,Single Proprietorship,22-Jan-2008,Platinum,Active,26-Mar-2020,26-Mar-2021,200801183341110115651
222,HARDLINE BUILDERS AND SALES,Single Proprietorship,14-Oct-2009,Platinum,Active,25-Mar-2020,27-Mar-2021,20091029022638811706
223,JOED MERCHANDISED,Single Proprietorship,10-Feb-2009,Platinum,Active,25-Mar-2020,24-Apr-2021,200902246591271393796
224,EC AI-MEE-KI STORE,Single Proprietorship,29-Oct-2013,Platinum,Active,16-Apr-2020,16-Apr-2021,201310858721933083835
225,A.M. TABAYAG BUILDERS,Single Proprietorship,29-Oct-2009,Platinum,Active,26-Mar-2020,01-Apr-2021,20091029312513257380
226,CMJ HARDWARE & CONSTRUCTION SUPPLIES,Single Proprietorship,30-Sep-2019,Platinum,Active,08-Apr-2020,08-Apr-2021,201909186131424064752
227,IKF HOME FURNISHING & OFFICE FURNITURE,Single Proprietorship,25-Sep-2006,Platinum,Active,30-Mar-2020,30-Mar-2021,200609112451709770316
228,XY BUILDERS,Single Proprietorship,14-Oct-2013,Platinum,Active,26-Mar-2020,10-Apr-2021,20131084844712389215
229,SQUARE ONE BUILDERS,Single Proprietorship,25-Jan-2016,Platinum,Active,26-Mar-2020,13-Apr-2021,201601159638757583513
230,GRANSOL TRADING COMPANY INC.,Corporation,22-Mar-2004,Platinum,Active,30-Jul-2020,30-Jul-2021,20040335381641100428
231,LKS PHARMACY,Single Proprietorship,09-Mar-2015,Platinum,Active,26-Mar-2020,26-Mar-2021,2015031292331317443704
232,SMARTMATIC-TIM CORPORATION,Corporation,09-Aug-2012,Platinum,Active,07-May-2020,07-May-2021,201208572591315814387
233,VG & GE TRADING DIAGNOSTIC INC.,Corporation,07-Dec-2004,Platinum,Active,08-Apr-2020,08-Apr-2021,2004125837743218203
234,AGULLO'S CATERING SERVICES,Single Proprietorship,04-May-2015,Platinum,Active,30-Mar-2020,30-Mar-2021,2015051346771994602851
235,TAGO FAAR TRADING,Single Proprietorship,25-Feb-2017,Platinum,Active,26-Mar-2020,26-Mar-2021,2017021771181064674607
236,LIN CONSTRUCTION,Single Proprietorship,25-Jul-2013,Platinum,Active,26-Mar-2020,26-Mar-2021,201307777801315768230
237,RJJJ ENGINEERING SERVICES,Single Proprietorship,04-Apr-2016,Platinum,Active,25-Mar-2020,09-May-2021,2016041675741203536563
238,MKRJ MARKETING,Single Proprietorship,05-Apr-2016,Platinum,Active,25-Mar-2020,03-Apr-2021,201604167644634635456
239,PAGADIAN TIMES,Single Proprietorship,19-Jan-2012,Platinum,Active,24-Mar-2020,24-Mar-2021,20120147236725943020
240,"M.M. U-CHEM INDUSTRIES, INCORPORATED",Corporation,15-Sep-2006,Platinum,Active,18-May-2020,18-May-2021,200609111661790374143
241,ST. BEDE'S MERCHANDISING,Single Proprietorship,13-Jun-2011,Platinum,Active,26-Mar-2020,01-Apr-2021,20110641678608798029
242,JAPHET GENERAL MERCHANDISE,Single Proprietorship,04-Apr-2019,Platinum,Active,02-Apr-2020,02-Apr-2021,20190447247222810604
243,KS AGAD CONSTRUCTION,Single Proprietorship,28-Sep-2016,Platinum,Active,30-Mar-2020,30-Mar-2021,201609186882971796789
244,JAEJR ELECTRICAL CONSTRUCTION SUPPLY,Single Proprietorship,27-Apr-2015,Platinum,Active,01-Apr-2020,28-Apr-2021,201504134109807236993
245,"PHARMANORTH, INC",Corporation,16-Mar-2011,Platinum,Active,26-Mar-2020,26-Mar-2021,201103395481224844916
246,S.R. DOMINGO SURVEYING,Single Proprietorship,12-May-2018,Platinum,Active,26-Mar-2020,26-Mar-2021,201805998281186542401
247,ST. RUIZ AGRO FARM SUPPLY & GEN. MERCHANDISE,Single Proprietorship,03-Aug-2006,Platinum,Active,26-Mar-2020,24-Apr-2021,20060810756372687954
248,NESSOP CIVIL ENGINEERING CONSTRUCTION,Single Proprietorship,17-Jan-2020,Platinum,Active,30-Mar-2020,30-Mar-2021,20200121501549069710
249,LEE EDUCATIONAL SUPPLY AND GENERAL MERCHANDISE,Single Proprietorship,15-Nov-2016,Platinum,Active,26-Mar-2020,26-Mar-2021,201611192639208295979
250,TACLOBAN SAM'S TRADING,Single Proprietorship,02-Aug-2002,Platinum,Active,26-Mar-2020,26-Mar-2021,200208922864636340
251,MPA PHARMACARE,Single Proprietorship,25-Mar-2010,Platinum,Active,26-Mar-2020,23-May-2021,201003330501462292966
252,PIN APPLE MINI MART,Single Proprietorship,24-Apr-2015,Platinum,Active,26-Mar-2020,26-Mar-2021,201504133927179055018
253,MAKATI DEVELOPMENT CORPORATION,Corporation,17-Nov-2003,Platinum,Active,01-Apr-2020,01-Apr-2021,20031138282317869830
254,AY ENGINEERING & CONSTRUCTION,Single Proprietorship,11-Feb-2019,Platinum,Active,25-Mar-2020,25-Mar-2021,201902556591355970105
255,LONGHAPROS MARKETING AND ENGINEERING WORKS,Single Proprietorship,11-Feb-2008,Platinum,Active,26-Mar-2020,26-Mar-2021,200802187671477139863
256,LECEL PRINTERS,Single Proprietorship,30-Mar-2012,Platinum,Active,27-May-2020,27-May-2021,20120351220873355897
257,A.S.T BUILDERS,Single Proprietorship,16-Dec-2009,Platinum,Active,26-Mar-2020,24-Apr-2021,2009123013241720750
258,CEBU LEGACY MARKETING CORPORATION,Corporation,30-Jan-2012,Platinum,Active,25-Mar-2020,25-Mar-2021,201201476542102463494
259,GESPI INDUSTRIA E COMERCIO DE EQUIPAMENTOS AERONAUTICOS S.A.,Foreign Company Organization,01-Apr-2018,Platinum,Active,30-Mar-2020,19-Apr-2021,201804107072886375695
260,1ST INASAL UNIVERSITY CORP.,Corporation,08-Nov-2017,Platinum,Active,26-Mar-2020,26-Mar-2021,201711129800510906806
261,LUZON MEDICAL SYSTEM,Single Proprietorship,23-Sep-2011,Platinum,Active,27-Apr-2020,17-May-2021,201109442251636484488
262,KP CONSTRUCTION SUPPLIES,Single Proprietorship,28-Jan-2019,Platinum,Active,26-Mar-2020,26-Mar-2021,201901579072087991062
263,NACMAR AUTO PARTS & GENERAL MERCHANDISE,Single Proprietorship,10-May-2012,Platinum,Active,26-Mar-2020,26-Mar-2021,201205527341746290289
264,IGNACIO-REBECCA GENERAL MERCHANT,Single Proprietorship,26-Apr-2012,Platinum,Active,26-Mar-2020,28-Mar-2021,20120452244822221066
265,1AVC PRINTING INC.,Corporation,07-Jul-2015,Platinum,Active,18-May-2020,18-May-2021,2015071410781899115471
266,"PRIME RECALL ADVERTISING AND SERVICES, INC.",Corporation,31-May-2011,Platinum,Active,26-Mar-2020,28-Mar-2021,201105414341599268133
267,"EQUICOM, INC.",Corporation,11-Nov-2009,Platinum,Active,26-Mar-2020,26-Mar-2021,20091129572517915509
268,JIZAN BUILDERS,Single Proprietorship,06-Sep-2013,Platinum,Active,30-Mar-2020,17-Apr-2021,201309812541540226105
269,NIU.COM COMPUTER SHOP,Single Proprietorship,13-Mar-2012,Platinum,Active,01-Jul-2020,01-Jul-2021,201203921321812552270
270,XIANEX MARKETING,Single Proprietorship,15-May-2007,Platinum,Active,26-Mar-2020,28-Mar-2021,20070513691467063714
271,"PHARMASSIST TRADING, INC.",Corporation,22-Jan-2016,Platinum,Active,30-Mar-2020,30-Mar-2021,201601159481996720294
272,CNE CONSTRUCTION,Single Proprietorship,14-Nov-2006,Platinum,Active,26-Mar-2020,03-Apr-2021,200611116911241822130
273,"CONSYSTENT SOLUTIONS, INC.",Corporation,29-Jul-2013,Platinum,Active,31-Mar-2020,07-Apr-2021,201307778961185044378
274,SENSING TECHNOLOGY CORPORATION,Corporation,05-Jul-2007,Platinum,Active,06-May-2020,06-May-2021,200707148891832910623
275,BUKIDNON BREEZE SEAFOOD RESTAURANT AND EVENTS VENUE,Single Proprietorship,25-Oct-2016,Platinum,Active,30-Mar-2020,30-Mar-2021,2016101904061568772119
276,ROMIL'S STORE,Single Proprietorship,29-Mar-2016,Platinum,Active,26-Mar-2020,26-Mar-2021,20160316645138656529
277,HRJB GENERAL MERCHANDISING,Single Proprietorship,14-Jan-2016,Platinum,Active,25-Mar-2020,25-Mar-2021,2016011585911129784438
278,ARPILLEDA SURVEYING SERVICES,Single Proprietorship,17-May-2011,Platinum,Active,30-Mar-2020,30-Mar-2021,201105411081583798795
279,FIVE E PLASTIC MANUFACTURING INCORPORATED,Corporation,28-Aug-2013,Platinum,Active,13-May-2020,20-May-2021,201308800561794777605
280,BREDDAS INC.,Corporation,20-Aug-2015,Platinum,Active,01-Apr-2020,01-Apr-2021,2015081458821055014216
281,AGRIMACH CG CORPORATION,Corporation,09-Feb-2009,Platinum,Active,30-Mar-2020,20-May-2021,200902246201503349144
282,CK CONSTRUCTION,Single Proprietorship,17-Feb-2020,Platinum,Active,13-Jul-2020,13-Jul-2021,202002211017724771327
283,NAZARETH GARDEN SUPPLIES AND SERVICES,Single Proprietorship,14-Dec-2015,Platinum,Active,30-Mar-2020,30-Mar-2021,201512156718369716611
284,TRESTON CONSTRUCTION,Single Proprietorship,24-Mar-2020,Platinum,Active,30-Mar-2020,30-Mar-2021,2020032150431178925613
285,ALVI MARKETING,Single Proprietorship,15-Jul-2005,Platinum,Active,30-Mar-2020,04-Apr-2021,2005077820182918715
286,BCB CONSTRUCTION AND SUPPLY,Single Proprietorship,06-Nov-2018,Platinum,Active,04-May-2020,04-May-2021,201811699451615833455
287,GREEN ECO-SOLUTIONS & RESOURCES INC.,Corporation,26-Jan-2012,Platinum,Active,02-Apr-2020,02-Apr-2021,20120147568849094790
288,PCINERGY CONSULTING AND DEVELOPMENT CORPORATION,Corporation,02-Nov-2016,Platinum,Active,30-Mar-2020,30-Mar-2021,201611191162738928593
289,IMAGINIMAGE CORPORATION,Corporation,24-Jun-2004,Platinum,Active,26-Mar-2020,26-Mar-2021,20040642821259877877
290,UNICA IHA TRADING,Single Proprietorship,01-Oct-2009,Platinum,Active,29-Apr-2020,29-Apr-2021,20091028806747810898
291,R.C.R. EGG DEALER & BALUT INDUSTRY,Single Proprietorship,21-Mar-2018,Platinum,Active,29-Apr-2020,29-Apr-2021,2018031079601007584217
292,DANTON CONSTRUCTION AND ENTERPRISES,Single Proprietorship,08-Dec-2017,Platinum,Active,26-Mar-2020,26-Mar-2021,201712124492211120807
293,LEZAR TRADING,Single Proprietorship,28-Feb-2012,Platinum,Active,30-Mar-2020,01-Apr-2021,20120249407155709305
294,DIOCITAS HOTEL,Single Proprietorship,06-Sep-2013,Platinum,Active,30-Mar-2020,22-Apr-2021,20130981269316625156
295,"LUCERO HDA PARTS, INC.",Corporation,13-Feb-2015,Platinum,Active,26-Mar-2020,27-Mar-2021,201502126827481184045
296,GAIL CONSTRUCTION AND SUPPLY,Single Proprietorship,28-Oct-2009,Platinum,Active,30-Mar-2020,15-May-2021,200910292701684283021
297,J.E. SARMENTA CONSTRUCTION,Single Proprietorship,13-Apr-2018,Platinum,Active,30-Mar-2020,25-Apr-2021,201804104624687553919
298,ISABELA BAGS AND GENERAL MERCHANDISE,Single Proprietorship,03-Feb-2014,Platinum,Active,27-Apr-2020,27-Apr-2021,201402926761326981421
299,DAL-B ENTERPRISES,Single Proprietorship,04-Sep-2007,Platinum,Active,25-Jun-2020,25-Jun-2021,200709162471214765216
300,REBER ENTERPRISES AND CONSTRUCTION,Single Proprietorship,01-Feb-2016,Platinum,Active,06-Apr-2020,06-Apr-2021,201602160502298259799
301,3B & R ENGINEERING & ELECTRICAL SUPPLY SERVICES,Single Proprietorship,27-Aug-2009,Platinum,Active,01-Apr-2020,01-Apr-2021,20090828354453785237
302,DL BONITA MERCHANDISING,Single Proprietorship,09-Jan-2018,Platinum,Active,01-Apr-2020,01-Apr-2021,2018011208487721396
303,PHL413 AGRI TRADING,Single Proprietorship,14-Nov-2019,Platinum,Active,08-Apr-2020,08-Apr-2021,2019119906781115363
304,JLRM TRADING,Single Proprietorship,13-Mar-2019,Platinum,Active,01-Apr-2020,01-Apr-2021,201903505852145959361
305,MIXMUCH GENERAL MERCHANDISE,Single Proprietorship,03-Oct-2018,Platinum,Active,07-Apr-2020,07-Apr-2021,20181074807287489909
306,MICRO-ASIA BUILDERS CORPORATION,Corporation,28-Jun-2007,Platinum,Active,19-May-2020,19-May-2021,200706147201604992482
307,"CAFE SECURITY AGENCY, INC.",Corporation,24-May-2006,Platinum,Active,02-Apr-2020,06-May-2021,200605102222137887444
308,"ABC FURNITURE LINES, INC.",Corporation,19-May-2017,Platinum,Active,03-Jul-2020,03-Jul-2021,2017051617421407470910
309,ROCHE LUMBER & CONSTRUCTION SUPPLY,Single Proprietorship,26-Apr-2005,Platinum,Active,08-Apr-2020,08-Apr-2021,2005047196659593387
310,PILIPINAS SHELL PETROLEUM CORPORATION,Corporation,15-Feb-2007,Platinum,Active,10-Jun-2020,10-Jun-2021,200702956101351773632
311,ARTHIT CORPORATION,Corporation,10-Mar-2016,Platinum,Active,30-Mar-2020,24-Apr-2021,2016031648631714850582
312,DON K ENTERPRISES,Single Proprietorship,16-Nov-2015,Platinum,Active,22-Apr-2020,22-Apr-2021,201511154294737146909
313,R. G. ROSARIO BUILDERS & DESIGN CONCEPTS,Single Proprietorship,17-Dec-2018,Platinum,Active,01-Apr-2020,01-Apr-2021,201812626181511513165
314,"ZEMOG K-9 TRAINING CENTER, INC.",Corporation,23-Apr-2002,Platinum,Active,30-Mar-2020,11-Apr-2021,2002046771413386531
315,DANIELA MERZ RICE MILL RICE & PALAY TRADER,Single Proprietorship,24-Sep-2014,Platinum,Active,30-Mar-2020,30-Mar-2021,2014091148761727863340
316,SURREY SATELLITE TECHNOLOGY LIMITED,Foreign Company Organization,30-Jan-2018,Platinum,Active,30-Apr-2020,30-Apr-2021,201801117415262589878
317,ALEXIA CATERING SERVICES,Single Proprietorship,28-Aug-2017,Platinum,Active,04-May-2020,04-May-2021,201708143885168725108
318,VICTORY 77 VENTURES,Single Proprietorship,09-Feb-2012,Platinum,Active,31-Mar-2020,23-May-2021,201202483511558990334
319,DARMAE ENTERPRISES,Single Proprietorship,02-Sep-2004,Platinum,Active,31-Mar-2020,23-May-2021,20040950471161726791
320,OCM STEEL CORPORATION,Corporation,29-Jan-2007,Platinum,Active,01-Jul-2020,01-Jul-2021,200701123511528089098
321,"MAVERICK BUILDERS, INCORPORATED",Corporation,28-Jun-2006,Platinum,Active,12-May-2020,12-May-2021,20060610481855492241
322,SQJR TRADING,Single Proprietorship,21-Jul-2011,Platinum,Active,06-Apr-2020,06-Apr-2021,201107426371396943176
323,OTING CONSTRUCTION AND SUPPLY,Single Proprietorship,17-Mar-2008,Platinum,Active,01-Apr-2020,01-Apr-2021,20080319528589668291
324,DQT CONSTRUCTION AND ENTERPRISES,Single Proprietorship,17-Sep-2010,Platinum,Active,01-Apr-2020,29-Apr-2021,201009358871391877054
325,PRIME POWER ENERGIE SYSTEM INC.,Corporation,24-May-2012,Platinum,Active,15-Apr-2020,15-Apr-2021,201205723491990691825
326,AMC HOME DECOR & INTERIOR FURNISHING,Single Proprietorship,14-Mar-2008,Platinum,Active,01-Apr-2020,01-Apr-2021,200803195141494431256
327,KRJ CONSTRUCTION,Single Proprietorship,24-Nov-2015,Platinum,Active,01-Apr-2020,03-Apr-2021,2015111548951262812226
328,SAS GENERAL CONTRACTORS,Single Proprietorship,06-Dec-2006,Platinum,Active,01-Apr-2020,19-Apr-2021,20061211945231087778
329,MMJS PHARMACY AND MEDICAL SUPPLIES,Single Proprietorship,10-Oct-2008,Platinum,Active,01-Apr-2020,06-Apr-2021,20081022832633931140
330,ELIJENRAE BUILDERS AND CONSTRUCTION SUPPLY,Single Proprietorship,01-Apr-2009,Platinum,Active,06-Apr-2020,10-Apr-2021,200904258481048441860
331,GIBMA ENGINEERING SERVICES,Single Proprietorship,23-Jul-2006,Platinum,Active,01-Jun-2020,01-Jun-2021,200607106501681505551
332,M.C. PAZ ENTERPRISES,Single Proprietorship,17-Sep-2014,Platinum,Active,31-Mar-2020,31-Mar-2021,201409114155662725468
333,AG CHUNGALAN CONSTRUCTION,Single Proprietorship,20-Jan-2017,Platinum,Active,16-Apr-2020,16-Apr-2021,2017011847101394038183
334,ARCKIT BUILDERS AND SUPPLY,Single Proprietorship,15-May-2017,Platinum,Active,31-Mar-2020,02-Apr-2021,2017051626651397489632
335,BC EDUCATORS TRADING,Single Proprietorship,01-Apr-2008,Platinum,Active,27-Apr-2020,27-Apr-2021,200804197551470641636
336,"MCKLEENE PREMIUM PRODUCTS, INC.",Corporation,09-Jun-2006,Platinum,Active,01-Apr-2020,15-Apr-2021,20060610342653893321
337,JAMS LUBE-RICATION TECH. & MARKETING CO.,Partnership,29-Jul-2005,Platinum,Active,02-Apr-2020,02-Apr-2021,20050779201391719153
338,FUDIEN GENERAL MERCHANDISE,Single Proprietorship,01-Oct-2012,Platinum,Active,31-Mar-2020,19-Apr-2021,201210597591670442168
339,R.M. PADILLO BUILDERS,Single Proprietorship,11-Sep-2006,Platinum,Active,01-Apr-2020,13-Apr-2021,20060911078665712489
340,MADECS PHARMA CORPORATION,Corporation,08-May-2007,Platinum,Active,15-Apr-2020,21-Apr-2021,200705136311829800371
341,PRINCE VALIANT INT'L CORP.,Corporation,14-Oct-2002,Platinum,Active,15-Apr-2020,30-Apr-2021,2002101256161585753238
342,PAGADIAN MANHATTAN ENTERPRISES ZDS CO. LTD.,Partnership,18-May-2015,Platinum,Active,01-Apr-2020,05-Apr-2021,201505135737716792450
343,M.P. BANTASAN CONSTRUCTION AND ALLIED SERVICES,Single Proprietorship,13-May-2005,Platinum,Active,06-Apr-2020,06-Apr-2021,20050573341468900765
344,JN'J PHARMA & MEDICAL SUPPLIES,Single Proprietorship,27-Apr-2018,Platinum,Active,01-Apr-2020,01-Apr-2021,2018041020491619184052
345,ROTE ENGINEERING ENTERPRISES,Single Proprietorship,24-Jul-2017,Platinum,Active,02-Apr-2020,02-Apr-2021,201707149722643235111
346,SHAN PHARMACEUTICAL DEALER AND DRUGSTORE,Single Proprietorship,20-Feb-2009,Platinum,Active,02-Apr-2020,29-Apr-2021,20090224954398224145
347,FRAYNN GENERAL MERCHANDISE,Single Proprietorship,11-Jan-2018,Platinum,Active,01-Apr-2020,01-Apr-2021,201801120557934329361
348,"CJF BATTERY DEPOT, INC.",Corporation,24-Feb-2020,Platinum,Active,20-May-2020,20-May-2021,202002211743153977980
349,"C.J. FERNANDEZ ENTERPRISES, INC.",Corporation,31-Mar-2005,Platinum,Active,20-May-2020,20-May-2021,20050369832118656012
350,4MD JSL CONSTRUCTION INC.,Corporation,18-Oct-2017,Platinum,Active,16-Apr-2020,29-Apr-2021,20171013339293300788
351,PHARMAGEM MARKETING,Single Proprietorship,12-Feb-2004,Platinum,Active,02-Apr-2020,02-Apr-2021,20040227471969739405
352,CEBU CHAMPION HARDWARE AND ELECTRICAL DEPOT INC.,Corporation,11-Jun-2004,Platinum,Active,02-Apr-2020,02-Apr-2021,2004064192133155570
353,FARMERS BISIG MARKETING,Single Proprietorship,13-Sep-2016,Platinum,Active,02-Apr-2020,02-Apr-2021,2016091848521941868598
354,ELPOS CONST. & SUPPLY,Single Proprietorship,10-Oct-2016,Platinum,Active,20-May-2020,20-May-2021,2016101882411212057665
355,CTAN CONSTRUCTION,Single Proprietorship,21-Apr-2004,Platinum,Active,20-May-2020,20-May-2021,2004043806622849584
356,JOWICH CONSTRUCTION & MARKETING,Single Proprietorship,21-Feb-2017,Platinum,Active,01-Apr-2020,11-Apr-2021,2017021783431251662751
357,MINDANAO CONSTRUCTION SERVICES & LAND DEVELOPMENTCORPORATION,Corporation,15-Sep-2009,Platinum,Active,01-Apr-2020,12-Apr-2021,2009091061161652744921
358,AGRIBIOSCIENCE INCORPORATED,Corporation,03-Mar-2014,Platinum,Active,02-Apr-2020,02-Apr-2021,20140395519770147850
359,MOGARH TRADING,Single Proprietorship,30-Aug-2006,Platinum,Active,02-Apr-2020,02-Apr-2021,2006081097597173564
360,"WESTPOINT PHARMA, INC.",Corporation,18-Oct-2017,Platinum,Active,07-Apr-2020,07-Apr-2021,2017101328081330520532
361,"COLOR1 DIGITAL, INC.",Corporation,09-Oct-2014,Platinum,Active,06-Apr-2020,06-Apr-2021,2014101233601414295596
362,CDM MARKETING CENTER,Single Proprietorship,21-Feb-2011,Platinum,Active,06-Apr-2020,06-Apr-2021,20110238786910238109
363,"SMDI CONSULTANTS, INC.",Corporation,16-Jul-2015,Platinum,Active,01-Jun-2020,01-Jun-2021,2015071423481849129336
364,RHEGE CONSTRUCTION SUPPLY AND SERVICES,Single Proprietorship,25-Jun-2013,Platinum,Active,13-Apr-2020,13-Apr-2021,20130674983572399575
365,N.J. CHIPE CONSTRUCTION SERVICES,Single Proprietorship,29-Jan-2019,Platinum,Active,11-May-2020,11-May-2021,201901577801412560835
366,C & G REFRIGERATION AND AIRCONDITIONING SERVICE CENTER,Single Proprietorship,03-Oct-2008,Platinum,Active,06-Apr-2020,06-Apr-2021,200810226962010153658
367,DHADA PRINTSHOPPE AND MARKETING/ CHRISALYN P. MARASIGAN,Single Proprietorship,20-Feb-2018,Platinum,Active,07-Apr-2020,07-Apr-2021,2018021141721164109997
368,SIMON AGRIVENTURES CORPORATION,Corporation,26-Jan-2018,Platinum,Active,06-Apr-2020,06-Apr-2021,2018011177411500615605
369,TORYPINE CONSTRUCTION CORPORATION,Corporation,07-Mar-2013,Platinum,Active,06-Apr-2020,06-Apr-2021,201303676771932121426
370,SHAN DAU ENTERPRISE,Single Proprietorship,15-Jun-2009,Platinum,Active,08-Apr-2020,10-Apr-2021,20090627134558366017
371,SHMIC GENERAL MERCHANDISE,Single Proprietorship,10-Oct-2017,Platinum,Active,08-Apr-2020,30-May-2021,201710134586288579755
372,A.I.P. CONSTRUCTION,Single Proprietorship,08-Oct-2007,Platinum,Active,22-Apr-2020,30-Apr-2021,200710168681747342184
373,"STRONGHOLD BUSY OPTION, INC.",Corporation,03-Feb-2011,Platinum,Active,20-Apr-2020,20-Apr-2021,20110238278861302285
374,FPI ENTERPRISES,Single Proprietorship,08-Jul-2008,Platinum,Active,02-Jul-2020,02-Jul-2021,200807214121570028418
375,GREAT WALL BUILDERS,Single Proprietorship,06-Mar-2013,Platinum,Active,02-Apr-2020,02-Apr-2021,20130367546932602257
376,LEGIT ENTERTAINMENT & MEDIA COMPANY INC.,Corporation,31-Mar-2011,Platinum,Active,02-Apr-2020,02-Apr-2021,201103401291871946839
377,ESR CONSTRUCTION & DEVELOPMENT CORPORATION,Corporation,03-Mar-2015,Platinum,Active,06-Apr-2020,16-Apr-2021,2015031284612016647300
378,AMB HK ENTERPRISES INC.,Corporation,21-Jun-2011,Platinum,Active,06-Apr-2020,06-Apr-2021,20110631811922511015
