,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
197,SEN YOUNG GENERAL CONSTRUCTION AND SUPPLY CORPORATION,Corporation,12-Mar-2019,Platinum,Active,06-May-2020,06-May-2021,20190350825315970052
198,SUNRIDGE CONSTRUCTION,Single Proprietorship,16-Feb-2011,Platinum,Active,11-May-2020,14-May-2021,20110238671508928721
199,CENTURY PINNACLE LAND DEVELOPMENT INC,Corporation,28-Feb-2017,Platinum,Active,05-May-2020,05-May-2021,2017021766512086415159
200,"STEINBACH PRODUCTS, INC.",Corporation,29-Jul-2004,Platinum,Active,11-Jun-2020,11-Jun-2021,20040746752103411654
201,MEGAPRINT ADS AND TRADING,Single Proprietorship,21-Feb-2011,Platinum,Active,06-May-2020,29-May-2021,201102387962042355739
202,DESIGN HOUSE NINIA ZANE,Single Proprietorship,09-Jul-2009,Platinum,Active,07-May-2020,07-May-2021,20090727567931431141
203,MEDSTATION BIOLOGICALS INCORPORATED,Corporation,20-Apr-2011,Platinum,Active,19-May-2020,21-May-2021,201104406232070238701
204,KIMSON COMMERCIAL,Single Proprietorship,26-Mar-2004,Platinum,Active,06-May-2020,31-May-2021,2004033584742016614
205,HOTEL DE ESTRELLA,Corporation,28-Jul-2016,Platinum,Active,11-May-2020,11-May-2021,201607179096378678306
206,SHLA CONSTRUCTION AND SUPPLY,Single Proprietorship,07-Feb-2019,Platinum,Active,07-May-2020,14-May-2021,201902562631308569948
207,AGRF BUILDERS AND SUPPLY,Single Proprietorship,14-Oct-2016,Platinum,Active,07-May-2020,21-May-2021,2016101889361572276427
208,DTWOL ENTERPRISES,Single Proprietorship,02-Jan-2014,Platinum,Active,06-May-2020,06-May-2021,20140190134935555580
209,SONGCUAN MERCHANDISING,Single Proprietorship,15-Sep-2004,Platinum,Active,11-May-2020,11-May-2021,20040951471435605355
210,K.O.B.S. CUSTOMERS FIRST TRADING INC.,Corporation,02-May-2011,Platinum,Active,13-May-2020,15-May-2021,20110540816368888461
211,APEX MULTIPURPOSE COOPERATIVE,Cooperative,22-Aug-2007,Platinum,Active,11-May-2020,11-May-2021,200708159911100377699
212,CYPRUS ENTERPRISES,Single Proprietorship,17-May-2012,Platinum,Active,06-May-2020,06-May-2021,201205530041893594846
213,K101 PHARMA,Single Proprietorship,06-Jan-2009,Platinum,Active,06-May-2020,22-May-2021,20090123979997932126
214,CHRISTIAN LAUNDRY SHOPPE INC,Corporation,18-May-2009,Platinum,Active,18-Jun-2020,18-Jun-2021,200905265982110567678
215,"R.R.R. GASOLINE STATION, LPG RETAILER & CONVENIENCE STORE",Single Proprietorship,17-Mar-2016,Platinum,Active,06-May-2020,13-May-2021,201603165858771860937
216,INTEGRATED POWER & CONTROL PROVIDER INCORPORATED,Corporation,08-Sep-2006,Platinum,Active,12-May-2020,12-May-2021,20060911067702753260
217,MFA MARKETING,Single Proprietorship,12-Sep-2008,Platinum,Active,11-May-2020,20-May-2021,200809223961813906036
218,GIGA PRINT TRADING AND SERVICES,Single Proprietorship,05-Apr-2011,Platinum,Active,06-May-2020,29-May-2021,201104402382144207733
219,L. U. NATION CONST. SUPPLY,Single Proprietorship,03-Dec-2007,Platinum,Active,06-May-2020,06-May-2021,20071217829734778298
220,REMANENT BUILDERS,Single Proprietorship,30-Apr-2015,Platinum,Active,06-May-2020,20-May-2021,2015041346021701003658
221,FULLMAN ENTERPRISES,Single Proprietorship,18-Mar-2005,Platinum,Active,11-May-2020,11-May-2021,20050369151321594563
222,JPF CONSTRUCTION SUPPLY,Single Proprietorship,25-Oct-2012,Platinum,Active,07-May-2020,14-May-2021,201210611141287861197
223,"ENDURE MEDICAL, INC.",Corporation,13-Apr-2005,Platinum,Active,11-May-2020,03-Jun-2021,200504140624598321515
224,MADRAS SECURITY PRINTERS PRIVATE LIMITED,Foreign Company Organization,04-Jan-2017,Platinum,Active,07-May-2020,09-May-2021,2017011876861359723252
225,AL-ELECTRO AIRCON SERVICE,Single Proprietorship,12-Dec-2017,Platinum,Active,12-May-2020,12-May-2021,20171212412819388262
226,LA SENCILLEZ TRADING,Single Proprietorship,18-Mar-2016,Platinum,Active,07-May-2020,07-May-2021,2016031659201617800587
227,APAKLO KIN CONSTRUCTION AND ENG'G SERVICES,Single Proprietorship,30-Jul-2010,Platinum,Active,13-May-2020,13-May-2021,20100734913170272565
228,JPS TRADING & GENERAL MERCHANDISE,Single Proprietorship,19-Apr-2012,Platinum,Active,14-May-2020,14-May-2021,201204518971569094485
229,"PHIL PHARMAWEALTH, INC.",Corporation,13-Jul-2001,Platinum,Active,11-May-2020,03-Jun-2021,2001077323523994073
230,CEEJAY'S ENTERPRISES,Single Proprietorship,06-Dec-2005,Platinum,Active,20-May-2020,20-May-2021,20051289381878107113
231,EGB CONSTRUCTION,Single Proprietorship,08-Sep-2006,Platinum,Active,06-May-2020,06-May-2021,20060911076237487745
232,DOUBLE 8 TRADING,Single Proprietorship,26-Feb-2019,Platinum,Active,19-May-2020,19-May-2021,201902533541418053963
233,GJE BUILDERS CORPORATION,Corporation,04-Feb-2004,Platinum,Active,06-May-2020,06-May-2021,2004022564134845907
234,VIETNAM NORTHERN FOOD CORPORATION (VINAFOOD 1),Foreign Company Organization,21-Apr-2014,Platinum,Active,16-Jun-2020,16-Jun-2021,20140499872874612277
235,DRIHMS CONSTRUCTION,Single Proprietorship,05-Mar-2020,Platinum,Active,11-May-2020,11-May-2021,2020032136401738473839
236,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,Corporation,05-Apr-2003,Platinum,Active,06-May-2020,06-May-2021,2003041565318472664
237,"PRIMOVER CONSULTANCY SERVICES, INC.",Corporation,20-Sep-2013,Platinum,Active,03-Jul-2020,03-Jul-2021,201309827201006813227
238,"SANDZ SOLUTIONS PHILIPPINES, INC.",Corporation,05-Aug-2003,Platinum,Active,18-May-2020,04-Jun-2021,20030825986307791218
239,JEJOR'S CONSTRUCTION CORPORATION,Corporation,06-Sep-2006,Platinum,Active,06-May-2020,09-May-2021,20060922043906923981
240,BODEGA GLASSWARE,Single Proprietorship,11-Jul-2005,Platinum,Active,07-May-2020,07-May-2021,20050777871300423905
241,BF RETAIL AND DISTRIBUTION CORPORATION,Corporation,02-Apr-2014,Platinum,Active,18-May-2020,18-May-2021,201404983582109063428
242,JERICHO SECURITY & INVESTIGATION SERVICES,Single Proprietorship,10-Mar-2010,Platinum,Active,07-May-2020,07-May-2021,20100332713698576706
243,NINOTECH COMPUTER PARTS AND ACCESSORIES,Single Proprietorship,08-Jan-2016,Platinum,Active,06-May-2020,06-May-2021,201601157973320861279
244,"HLH MARKETING, INC.",Corporation,22-Feb-2008,Platinum,Active,11-May-2020,13-Jun-2021,200802190131844882178
245,SOUTHERN DAWN DEVELOPMENT COMPANY,Partnership,29-Jun-2007,Platinum,Active,06-May-2020,17-May-2021,20070614782154164600
246,AJPV TRADING,Single Proprietorship,11-Apr-2019,Platinum,Active,19-May-2020,19-May-2021,20190446440881953973
247,VAEMAR CONSTRUCTION AND SUPPLY,Single Proprietorship,30-Mar-2017,Platinum,Active,07-May-2020,02-Jul-2021,2017031697821371668331
248,LDCC BUILDERS AND CONSTRUCTION,Single Proprietorship,08-Feb-2017,Platinum,Active,06-May-2020,20-May-2021,2017021810851063815081
249,JMT CONSTRUCTION,Single Proprietorship,14-Jul-2004,Platinum,Active,06-May-2020,06-May-2021,20040744601708254318
250,MDIC TRADING,Single Proprietorship,04-Jul-2018,Platinum,Active,06-May-2020,06-May-2021,201807915441463284538
251,A.A. BALAOING TRADING & CONSTRUCTION,Single Proprietorship,19-Nov-2003,Platinum,Active,06-May-2020,06-May-2021,20031120631259983921
252,JERR MARKETING,Single Proprietorship,09-Jan-2001,Platinum,Active,13-May-2020,13-May-2021,200101142048974983
253,RAMISES CONSTRUCTION,Single Proprietorship,09-May-2008,Platinum,Active,07-May-2020,27-Jun-2021,200805203941295941289
254,GREPCOR DIAMONDE INC.,Corporation,16-Apr-2008,Platinum,Active,07-May-2020,13-May-2021,20080433901994600300
255,A.S. AQUA-AGRI PRODUCTS AND ENTERPRISES,Single Proprietorship,05-Sep-2016,Platinum,Active,06-May-2020,11-May-2021,201609183924914336198
256,OMENGAN CONSTRUCTION & DEVELOPMENT CORPORATION,Corporation,12-Jun-2007,Platinum,Active,06-May-2020,06-May-2021,200706142081708661029
257,MATRIX SOLUTIONS AND GENERAL MERCHANDISE,Single Proprietorship,28-Mar-2016,Platinum,Active,06-May-2020,06-May-2021,2016031661871859465920
258,ELOCIN CONSTRUCTION,Single Proprietorship,12-Jan-2009,Platinum,Active,11-May-2020,11-May-2021,200901240451987844186
259,J.E. GENERAL MERCHANDISE,Single Proprietorship,05-Dec-2016,Platinum,Active,06-Jul-2020,06-Jul-2021,2016121908841155367815
260,TFG CONSTRUCTION AND SUPPLIES,Single Proprietorship,05-Apr-2018,Platinum,Active,11-May-2020,11-May-2021,2018041060791521009642
261,GABRIELLAS ENTERPRISES,Single Proprietorship,16-Apr-2018,Platinum,Active,18-May-2020,18-May-2021,2018041043671974625183
262,DINAH JANE CONSTRUCTION AND SUPPLY,Single Proprietorship,29-Jun-2007,Platinum,Active,11-May-2020,11-May-2021,20070614784474798838
263,DK CONSTRUCTION,Single Proprietorship,09-Feb-2005,Platinum,Active,07-May-2020,14-May-2021,20050264541932622472
264,DELA CRUZ - CADELIÑA RICEMILL,Single Proprietorship,22-Jan-2009,Platinum,Active,07-May-2020,10-May-2021,200901242441106438323
265,WALLGREEN INDUSTRIAL VENTURES CORPORATION,Corporation,26-Apr-2002,Platinum,Active,07-May-2020,08-May-2021,2002046911254909465
266,KL ENTERPRISES,Single Proprietorship,12-Jan-2017,Platinum,Active,11-May-2020,11-May-2021,201701186055601658888
267,C-ANN TRADING AND COMPUTER SERVICE CENTER,Single Proprietorship,27-Sep-2007,Platinum,Active,11-May-2020,11-May-2021,20070916661296295657
268,CONVERGE INFORMATION & COMMUNICATIONS TECHNOLOGY SOLUTIONSINC.,Corporation,25-Jan-2012,Platinum,Active,19-May-2020,19-May-2021,201201106749741745722
269,THUNDER GENERAL MERCHANDIZE,Single Proprietorship,13-Mar-2013,Platinum,Active,11-May-2020,15-May-2021,201303681201819583655
270,SAN RAFAEL BUILDERS,Single Proprietorship,15-Mar-2005,Platinum,Active,15-Jun-2020,15-Jun-2021,2005036850283560566
271,GREEN THUMB MARKETING,Single Proprietorship,12-Mar-2007,Platinum,Active,07-May-2020,07-May-2021,200703131021125190437
272,FACILITIES PROTECTION INCORPORATED,Corporation,02-Oct-2004,Platinum,Active,20-May-2020,31-May-2021,2004105295219483654
273,PASAJERO MOTORS CORPORATION,Corporation,03-Mar-2006,Platinum,Active,27-May-2020,27-May-2021,20060396121580886508
274,JDG PETROLEUM STATION,Single Proprietorship,26-Sep-2016,Platinum,Active,12-May-2020,23-Jun-2021,2016091862202058316742
275,ADEC INNOVATIONS KNOWLEDGE MANAGEMENT CORPORATION,Corporation,06-Feb-2019,Platinum,Active,07-May-2020,07-May-2021,201902566891843918980
276,CALOOCAN GAS CORPORATION,Corporation,30-May-2002,Platinum,Active,12-May-2020,12-May-2021,200205809454801834
277,KEATTLE'S CATERING,Single Proprietorship,03-Sep-2012,Platinum,Active,07-May-2020,07-May-2021,20120958281252028003
278,GENPHARM INC.,Corporation,19-Jun-2008,Platinum,Active,13-May-2020,28-May-2021,200806210651777294126
279,"WILCON DEPOT, INC.",Corporation,28-Apr-2016,Platinum,Active,20-May-2020,20-May-2021,2016041699191747908437
