,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
190,ZYA MARINE PRODUCTS,Single Proprietorship,18-Feb-2020,Platinum,Active,03-Mar-2020,03-Mar-2021,202002211095154371461
191,4A AGROSCIENCE CORP,Corporation,18-Feb-2011,Platinum,Active,22-Apr-2020,22-Apr-2021,20110238720916705588
192,"TOP SOURCE MAINTENANCE AND CONTRACTING SERVICES, INC.",Corporation,19-Mar-2017,Platinum,Active,28-Feb-2020,25-Mar-2021,2017031723611195230526
193,CELESTINO-MANABAT MEDICAL TRADING,Single Proprietorship,07-Feb-2019,Platinum,Active,03-Mar-2020,03-Mar-2021,201902564271529681858
194,YJU CORPORATION,Corporation,28-Sep-2018,Platinum,Active,03-Mar-2020,03-Mar-2021,20180975853176282184
195,TRIPLE PEAK MOUNTAIN CONSTRUCTION AND SUPPLY,Single Proprietorship,19-Feb-2016,Platinum,Active,03-Mar-2020,09-Mar-2021,2016021626151030468161
196,SNOOK'S COMMERCIAL TRADING,Single Proprietorship,14-Oct-2010,Platinum,Active,03-Mar-2020,03-Mar-2021,20101036400362137277
197,EDRICK AND DERICK TRADING,Single Proprietorship,05-Feb-2018,Platinum,Active,05-Mar-2020,06-Mar-2021,201802117138131892835
198,TOP-ONE PHARMA - CUBAO BRANCH,Single Proprietorship,13-Aug-2007,Platinum,Active,05-Mar-2020,03-Apr-2021,20070815801366868045
199,YSL ENTERPRISES,Single Proprietorship,22-Aug-2006,Platinum,Active,28-Feb-2020,01-Mar-2021,200608108861028685821
200,RANKINE AND MAGNA TECH.CORP.,Corporation,11-Oct-2018,Platinum,Active,06-Jul-2020,06-Jul-2021,201810735682041388175
201,"JARDECO HEALTH SYSTEMS, INC.",Corporation,08-Aug-2006,Platinum,Active,03-Mar-2020,13-Mar-2021,200608107981202447559
202,"ROSEHALL MANAGEMENT CONSULTANTS, INC.",Corporation,15-Mar-2011,Platinum,Active,05-Mar-2020,14-Mar-2021,20110339481501416261
203,BUY N EARN FOOD MACHINERIES AND TECHNOLOGY INC,Corporation,04-Dec-2014,Platinum,Active,03-Aug-2020,03-Aug-2021,2014121218242131682631
204,GCV COPIER SUPPLIES AND SERVICES,Single Proprietorship,05-Aug-2004,Platinum,Active,03-Mar-2020,03-Mar-2021,2004084778551020492
205,MONTALBAN CONCRETE AND ASPHALT INC.,Corporation,14-Jun-2016,Platinum,Active,09-Mar-2020,09-Mar-2021,2016061741431152435478
206,ZMEDZ ENTERPRISES,Single Proprietorship,25-Apr-2007,Platinum,Active,30-Mar-2020,03-Apr-2021,200704135091244011306
207,"MAX FAIR GROUP PHILS., INC. (FORMERLY BG GLOBAL PHILS.,INC.)",Corporation,16-Oct-2008,Platinum,Active,05-Mar-2020,05-Mar-2021,20081062996254924478
208,PMK ENTERPRISES & INDUSTRIAL CORPORATION,Corporation,30-Jan-2020,Platinum,Active,03-Mar-2020,03-Mar-2021,202001209034105070257
209,A.L. ACHARON CONSTRUCTION AND SUPPLY,Single Proprietorship,03-Jun-2008,Platinum,Active,03-Mar-2020,11-Mar-2021,200806208302113199121
210,ARDRAW CONSTRUCTION AND SUPPLY CORPORATION,Corporation,24-Dec-2013,Platinum,Active,03-Mar-2020,06-Mar-2021,201312899491438054188
211,"MULTI-INFRA KONSULT, INC.",Corporation,14-Nov-2006,Platinum,Active,09-Mar-2020,09-Mar-2021,200611117011963497169
212,MALON'S HARDWARE AND CONSTRUCTION SUPPLIES`,Single Proprietorship,19-Feb-2020,Platinum,Active,28-Feb-2020,28-Feb-2021,202002211223603884129
213,STATEGUARD SECURITY CORPORATION,Corporation,09-Mar-2016,Platinum,Active,04-Mar-2020,04-Mar-2021,2016031646001279822754
214,"JB JAVELLANA VETERINARY SUPPLIES, INC.",Corporation,14-Sep-2018,Platinum,Active,23-Mar-2020,23-Mar-2021,201809783112121191790
215,HUGZELHON PEST MANAGEMENT SERVICES,Single Proprietorship,02-Mar-2018,Platinum,Active,05-Mar-2020,05-Mar-2021,201803112062867140460
216,ZEDNIK CONSTRUCTION AND DEVELOPMENT CORP,Corporation,31-Oct-2019,Platinum,Active,03-Mar-2020,03-Mar-2021,20191012554119732658
217,TIU MJ TEK DISTRIBUTOR,Single Proprietorship,01-Mar-2017,Platinum,Active,03-Mar-2020,03-Mar-2021,201703176420567356688
218,"SUNSHADE BLINDS, INC.",Corporation,28-Jun-2013,Platinum,Active,09-Mar-2020,09-Mar-2021,201306753081338994664
219,"JEDARIC CHEMICALS CO., INC.",Corporation,14-Feb-2014,Platinum,Active,11-Mar-2020,11-Mar-2021,201402939031215483460
220,CARLOS P. DIZON LAND SURVEYS,Single Proprietorship,15-Mar-2018,Platinum,Active,07-Aug-2020,07-Aug-2021,201803109602498331964
221,KNOWLEDGE BASE TECHNOLOGY SOLUTIONS INC.,Corporation,29-Mar-2011,Platinum,Active,05-Mar-2020,05-Mar-2021,201103399732141241354
222,ATLAS HAULING SERVICES INC.,Corporation,07-Feb-2020,Platinum,Active,03-Mar-2020,03-Mar-2021,202002210056929553730
223,EVR'S RICEMILL,Single Proprietorship,13-Mar-2009,Platinum,Active,02-Mar-2020,02-Mar-2021,200903253682098228026
224,R.G.ENRIQUEZ MOTOR WORKS,Single Proprietorship,01-Mar-2017,Platinum,Active,09-Mar-2020,31-Mar-2021,201703176557735130066
225,NORTH TREND MARKETING CORPORATION,Corporation,12-Apr-2016,Platinum,Active,13-Aug-2020,13-Aug-2021,201604168213844104280
226,NAGKAISANG MAGSASAKA NG ISABELA AGRICULTURE COOPERATIVE,Cooperative,26-Feb-2020,Platinum,Active,03-Mar-2020,03-Mar-2021,2020022120411038270623
227,JARR SECURITY AND INVESTIGATION AGENCY INC.,Corporation,08-Mar-2010,Platinum,Active,11-Mar-2020,11-Mar-2021,201003326431321727479
228,ISRAEL MULTI BUILDERS DEV'T. CORP.,Corporation,14-Oct-2015,Platinum,Active,09-Mar-2020,09-Mar-2021,2015101514531357794732
229,FRONT RUNNERS PROPERTY MAINTENANCE AND GEN. SERVICES CORP.,Corporation,04-Jun-2009,Platinum,Active,03-Mar-2020,03-Mar-2021,200906269651893003792
230,POWERCRAFT SOLUTIONS AND DATA INFRASTRUCTURE INC,Corporation,13-Nov-2013,Platinum,Active,05-Mar-2020,31-Mar-2021,20131187060415897822
231,EAVV GENERAL MERCHANDISE,Single Proprietorship,27-Dec-2016,Platinum,Active,03-Mar-2020,03-Mar-2021,2016121884121330778888
232,NTCCL RICE SUPPLY TRADING,Single Proprietorship,24-Jul-2018,Platinum,Active,02-Jul-2020,02-Jul-2021,20180787709683888539
233,LYNIX TRADING,Single Proprietorship,17-Feb-2011,Platinum,Active,03-Mar-2020,03-Mar-2021,201102386931740100164
234,EDANVI ENTERPRISES AND GENERAL SERVICES CO.,Partnership,23-Sep-2019,Platinum,Active,15-Mar-2020,15-Mar-2021,20190919813537829851
235,SPACEM DESIGN AND ASSOCIATES,Partnership,11-Dec-2013,Platinum,Active,03-Mar-2020,15-Mar-2021,201312891931092238828
236,3 AR'S CATERING SERVICES AND CARINDERIA,Single Proprietorship,10-Jun-2015,Platinum,Active,03-Mar-2020,03-Mar-2021,2015061382891597052804
237,EXTREME MUSIC AND SPORTS CENTER,Single Proprietorship,07-Nov-2017,Platinum,Active,05-Mar-2020,05-Mar-2021,201711130452805383486
238,JEADS ENTERPRISES,Single Proprietorship,14-Apr-2015,Platinum,Active,05-Mar-2020,05-Mar-2021,201504132820735985450
239,CZN ENTERPRISES,Single Proprietorship,20-Mar-2006,Platinum,Active,09-Mar-2020,09-Mar-2021,20060397661652381780
240,GOLDEN EMPIRE FOODSERVICE CORPORATION,Corporation,25-Oct-2018,Platinum,Active,05-Mar-2020,05-Mar-2021,20181071334202934560
241,GLJM DIVERSIFIED SALES AND SERVICES CORP.,Corporation,20-Jan-2010,Platinum,Active,05-Mar-2020,05-Mar-2021,201001304991966658812
242,8BTSI CORP.,Corporation,16-Nov-2007,Platinum,Active,05-Mar-2020,19-Mar-2021,20071117538318780848
243,FARMACIA SLA,Single Proprietorship,20-Oct-2016,Platinum,Active,23-Mar-2020,23-Apr-2021,201610189720637917437
244,CHARPAUNEIL CONSTRUCTION AND TRADING,Single Proprietorship,26-Jan-2012,Platinum,Active,05-Mar-2020,05-Mar-2021,20120147516278826388
245,KLEAN CARE GENERAL SERVICES,Single Proprietorship,15-Aug-2012,Platinum,Active,03-Mar-2020,03-Mar-2021,201208113708590916893
246,ROMINA MEDICA ENTERPRISES,Single Proprietorship,05-Jul-2016,Platinum,Active,02-Mar-2020,04-Mar-2021,2016071760311820769154
247,ARIM ALBAY ENTERPRISES,Single Proprietorship,25-Mar-2019,Platinum,Active,05-Mar-2020,05-Mar-2021,201903488711922681488
248,TWIN PEAKS TRADING,Single Proprietorship,10-Feb-2020,Platinum,Active,03-Mar-2020,03-Mar-2021,202002210198262734401
249,CHUY CHUY HARDWARE AND CONSTRUCTION SUPPLY,Single Proprietorship,07-Sep-2018,Platinum,Active,05-Mar-2020,05-Mar-2021,201809795182054977974
250,TN3 LAUNDRY SHOP,Single Proprietorship,02-Feb-2011,Platinum,Active,03-Mar-2020,03-Mar-2021,2011023821890885266
251,"TECHNO-TRADE RESOURCES, INC.",Corporation,11-Jul-2005,Platinum,Active,05-Mar-2020,05-Mar-2021,20050777852037231506
252,TG SURCON BUILDERS INC.,Corporation,25-Feb-2017,Platinum,Active,05-Mar-2020,05-Mar-2021,2017021773592022439932
253,THRIFTY ENTERPRISES,Single Proprietorship,29-Mar-2019,Platinum,Active,28-Feb-2020,28-Feb-2021,201903481041787234889
254,ANABAN SURVEYING SERVICES,Single Proprietorship,30-Oct-2016,Platinum,Active,05-Mar-2020,13-Mar-2021,2016101910251778301506
255,JC SOLIDARITY CONSTRUCTION,Single Proprietorship,29-Jan-2009,Platinum,Active,03-Mar-2020,03-Mar-2021,200901243861977348918
256,RITE ONE PHARMA,Single Proprietorship,15-Jun-2010,Platinum,Active,03-Mar-2020,05-Mar-2021,20100634067281549740
257,NINE MEDIA CORPORATION,Corporation,17-Jul-2014,Platinum,Active,10-Mar-2020,10-Mar-2021,2014071083851267748102
258,KIJEN BUILDERS,Single Proprietorship,28-Nov-2017,Platinum,Active,06-Mar-2020,06-Mar-2021,2017111262751004621458
259,RM MANGUBAT CONSTRUCTION & REALTY DEVELOPMENT CORPORATION,Corporation,02-Dec-2016,Platinum,Active,05-Mar-2020,13-Mar-2021,201612191118762633462
260,HYW IT DISTRIBUTOR,Single Proprietorship,13-Mar-2019,Platinum,Active,06-Mar-2020,06-Mar-2021,201903507431266109031
261,REMIX CONSTRUCTION AND TRADING CORPORATION,Corporation,17-Nov-2004,Platinum,Active,28-Feb-2020,28-Feb-2021,20041156751702498153
262,STAR GLASS TEMP & SIGNAGE PROFESSIONALS,Single Proprietorship,17-Jul-2014,Platinum,Active,04-Mar-2020,04-Mar-2021,2014071083001808678982
263,R.M. MANGUBAT CONSTRUCTION,Single Proprietorship,31-May-2010,Platinum,Active,10-Mar-2020,13-Mar-2021,201005338411171103231
264,YBK CONSTRUCTION,Single Proprietorship,12-May-2017,Platinum,Active,03-Mar-2020,03-Mar-2021,2017051627051601942886
265,AQUA EUCHARIST PURIFIED WATER REFILLING STATION,Single Proprietorship,12-May-2014,Platinum,Active,03-Mar-2020,03-Mar-2021,2014051016561073931461
266,"PARAGON ECOLOGICAL SOLUTIONS AND CONSTRUCTION, INC.",Corporation,02-May-2011,Platinum,Active,05-Mar-2020,05-Mar-2021,201105407761483111043
267,"PRIME DVS TRADING INT'L., INC.",Corporation,17-May-2016,Platinum,Active,05-Mar-2020,05-Mar-2021,2016051710741548025275
268,HOLCIM PHILIPPINES INCORPORATED,Corporation,28-May-2009,Platinum,Active,05-Mar-2020,05-Mar-2021,20090555744898672601
269,JP GAS STATION,Single Proprietorship,31-Mar-2015,Platinum,Active,02-Mar-2020,02-Mar-2021,201503131841671575619
270,LORMA MEDICAL CENTER INC,Corporation,23-Jun-2011,Platinum,Active,03-Mar-2020,15-Mar-2021,20110641926752239683
271,EPHRATHAH FARMS CORP,Corporation,25-Jun-2014,Platinum,Active,04-Mar-2020,04-Mar-2021,201406106036956772557
272,GRANDCONST BUILDERS CORPORATION,Corporation,29-Aug-2006,Platinum,Active,09-Mar-2020,09-Mar-2021,200608109321179912386
273,FOGSTOCKS REAL ESTATE LEASING CORPORATION,Corporation,25-Oct-2018,Platinum,Active,05-Mar-2020,05-Mar-2021,201810713548324921
274,GEMAR INTERNATIONAL PHILIPPINES CORPORATION,Corporation,01-Oct-2018,Platinum,Active,03-Mar-2020,03-Mar-2021,201810755002120355294
275,"ATLANTA CONSTRUCTION COMPANY, INC.",Corporation,27-Jul-2007,Platinum,Active,04-Mar-2020,04-Mar-2021,200707154251613725934
276,"JERICOPIM PUBLISHING HOUSE, INC.",Corporation,02-Dec-2009,Platinum,Active,09-Mar-2020,14-Mar-2021,20091229916596454833
277,JONARRAH BUILDERS,Single Proprietorship,30-Oct-2015,Platinum,Active,05-Mar-2020,13-Mar-2021,2015101527431050595737
278,"JUANTONG AGRI-VENTURES, INC.",Corporation,28-Feb-2013,Platinum,Active,05-Mar-2020,05-Mar-2021,201302669851587418466
279,"MBK GRAND LEISURE, INC.",Corporation,21-Jan-2014,Platinum,Active,03-Mar-2020,11-Mar-2021,201401915772139091014
280,SOLCHI SOLUTIONS,Single Proprietorship,07-Apr-2017,Platinum,Active,10-Mar-2020,10-Mar-2021,2017041683551422486588
281,4D PLUS ENTERPRISES,Single Proprietorship,11-Dec-2015,Platinum,Active,05-Mar-2020,05-Mar-2021,2015121566441984741296
282,T.ISURITA'S TAILORING SHOP,Single Proprietorship,14-Feb-2020,Platinum,Active,09-Mar-2020,09-Mar-2021,202002210781203511681
283,IRISH KELSEY GENERAL MERCHANDISE,Single Proprietorship,16-Feb-2017,Platinum,Active,05-Mar-2020,05-Mar-2021,201702179503657978166
284,"CCCORTEZ CONSTRUCTION, ENGINEERING, AND SUPPLIES",Single Proprietorship,23-Feb-2016,Platinum,Active,04-Mar-2020,05-Mar-2021,2016021628711825741955
285,GMVL MARKETING,Single Proprietorship,13-Jan-2015,Platinum,Active,06-Mar-2020,02-Apr-2021,201501123827858872775
286,SHARQ COUTURE HOUSE,Single Proprietorship,03-Nov-2011,Platinum,Active,05-Mar-2020,05-Mar-2021,20111145181575174192
287,BIOND INC.,Corporation,03-Oct-2019,Platinum,Active,05-Mar-2020,05-Mar-2021,201910177541466514527
288,JTB FUEL STATION,Single Proprietorship,09-Jul-2013,Platinum,Active,03-Mar-2020,03-Mar-2021,201307760531283903464
289,TRANE PHILIPPINES,Corporation,10-Oct-2003,Platinum,Active,05-Mar-2020,05-Mar-2021,200310195551714627253
290,ALZAM ENTERPRISES INCORPORATED,Corporation,11-Feb-2018,Platinum,Active,04-Mar-2020,04-Mar-2021,201802115428650552888
291,JAMEETRIX CONSTRUCTION INCORPORATED,Corporation,25-May-2017,Platinum,Active,04-Mar-2020,04-Mar-2021,2017051606061126751532
292,MAE MAR CONSTRUCTION AND SUPPLY,Single Proprietorship,14-Nov-2013,Platinum,Active,05-Mar-2020,05-Mar-2021,20131187152106479005
293,"DIAMOND INDUSTRIAL SYSTEMS PROVIDER, INC.",Corporation,26-Aug-2005,Platinum,Active,04-Mar-2020,04-Mar-2021,20050881461953359502
294,"SM PRIME HOLDINGS, INC. (SMX CONVENTION CENTER)",Corporation,12-Feb-2009,Platinum,Active,05-Mar-2020,22-Mar-2021,20090250947638939999
295,CCT GROUP OF COMPANIES TRADING CORP. DOING BUSINESS UNDERTRADE NAME PERFECT STAR PC SHOPPE,Corporation,09-May-2007,Platinum,Active,16-Jun-2020,16-Jun-2021,200705136391747924181
296,DIWA PRINTING PRESS,Single Proprietorship,16-Sep-2009,Platinum,Active,05-Mar-2020,12-Mar-2021,200909286201413912249
297,MOMOIRO TRADING,Single Proprietorship,23-May-2014,Platinum,Active,04-Mar-2020,04-Mar-2021,2014051028721181745662
298,SIMPSON'S PHILS. INC.,Corporation,30-Oct-2019,Platinum,Active,28-Feb-2020,28-Feb-2021,20191012717616434670
299,"WEIHAI ZHONGFU XIGANG SHIP CO., LTD",Foreign Company Organization,10-Jan-2020,Platinum,Active,28-Feb-2020,28-Feb-2021,2020013171120973271
300,LGC BUILDERS & ENTERPRISES,Single Proprietorship,23-Nov-2018,Platinum,Active,04-Feb-2020,04-Feb-2021,202007212067940137894
301,"TROJAN MARKETING, INC.",Corporation,27-Feb-2002,Platinum,Active,03-Feb-2020,03-Feb-2021,202003212063907475206
302,CM'S GENERAL MERCHANDISE AND CONSTRUCTION SUPPLY,Single Proprietorship,17-Dec-2013,Platinum,Active,04-Feb-2020,18-Feb-2021,2020042120621384589211
303,EASYLINK PRINT SOLUTIONS INC.,Corporation,02-Aug-2017,Platinum,Active,31-Jan-2020,31-Jan-2021,2020072120591570231406
304,R & R MARKETING & SERVICES,Single Proprietorship,20-Jun-2017,Platinum,Active,05-Mar-2020,06-Mar-2021,2017061557871206051299
305,DURIAN MARKETING,Single Proprietorship,30-Jan-2017,Platinum,Active,05-Mar-2020,07-Mar-2021,201701183190462292741
306,JEAN'S EATERY & CATERING SERVICES,Single Proprietorship,15-Jul-2016,Platinum,Active,05-Mar-2020,05-Mar-2021,201607177301191945905
307,E. F. FADERON TRUCKING & SERVICES,Single Proprietorship,31-Jul-2007,Platinum,Active,29-Apr-2020,29-Apr-2021,20070715472516374969
308,J.V. ANGELES CONSTRUCTION CORPORATION,Corporation,19-Jan-2007,Platinum,Active,10-Mar-2020,11-Mar-2021,20070112238843290124
309,R. BERDIN TRADING,Single Proprietorship,13-Dec-2013,Platinum,Active,05-Mar-2020,05-Mar-2021,20131289510275044736
310,LINMER PHARMA INCORPORATED,Corporation,24-Sep-2001,Platinum,Active,09-Mar-2020,09-Mar-2021,2001091721678275901
311,INTERPACE CORPORATION,Corporation,26-Jun-2008,Platinum,Active,05-Mar-2020,05-Mar-2021,200806211981219294163
312,3FJ CONSTRUCTION,Single Proprietorship,25-Oct-2013,Platinum,Active,05-Mar-2020,20-Mar-2021,20131085759988622681
313,YAYANG'S STORE,Single Proprietorship,08-Jun-2014,Platinum,Active,05-Mar-2020,14-Mar-2021,2014061042702086430942
314,EMR ENTERTAINMENT MUSIC & RECREATION CENTER,Single Proprietorship,14-Jun-2012,Platinum,Active,09-Mar-2020,09-Mar-2021,201206543541908313183
315,R.R DAVID CONSTRUCTION & ELECTRICAL SERVICES,Single Proprietorship,15-Jan-2008,Platinum,Active,05-Mar-2020,05-Mar-2021,200801182471420014741
316,METROCOLOR CORPORATION,Corporation,27-Nov-2001,Platinum,Active,09-Mar-2020,09-Mar-2021,200111171101880037414
317,TAGUDIN GLASS AND ALUMINUM SUPPLY,Single Proprietorship,23-Jul-2007,Platinum,Active,18-May-2020,18-May-2021,20070715293849706169
318,INTERNATIONAL MORIAH ECO TECH INCORPORATED,Corporation,25-Oct-2018,Platinum,Active,14-Mar-2020,14-Mar-2021,20181071292746679804
319,MARBEL GLASS SUPPLY,Single Proprietorship,19-Feb-2016,Platinum,Active,05-Mar-2020,05-Mar-2021,201602162627255504441
320,HI-TONE PRO-SOUNDS &AMP; LIGHTS,Single Proprietorship,21-Oct-2014,Platinum,Active,04-Feb-2020,04-Feb-2021,2020032121871604212235
321,JODAAR CORPORATION,Corporation,04-Jan-2019,Platinum,Active,03-Feb-2020,08-Feb-2021,2020032121642001672036
322,L.P.O. ENTERPRISES,Single Proprietorship,03-Oct-2002,Platinum,Active,04-Feb-2020,05-Mar-2021,202006212137571198498
323,A-CUBE CONSTRUCTION AND SUPPLY,Single Proprietorship,14-Jul-2015,Platinum,Active,05-Mar-2020,05-Mar-2021,20150714187378011548
324,RAQ J BUILDERS,Single Proprietorship,21-Feb-2013,Platinum,Active,03-Feb-2020,22-Feb-2021,202005212126708732667
325,MECHTRONICS TRADING AND SERVICES,Single Proprietorship,25-Sep-2013,Platinum,Active,03-Feb-2020,03-Feb-2021,20200321212482663010
326,TRANSNATIONAL E-BUSINESS SOLUTIONS INC.,Corporation,11-Dec-2015,Platinum,Active,30-Jan-2020,30-Jan-2021,2020032121161686945921
327,TABLAS CONSTRUCTION CORPORATION,Corporation,04-Mar-2019,Platinum,Active,31-Jan-2020,15-Mar-2021,2020032121151332018885
328,GEDMAR TRADING,Single Proprietorship,26-Aug-2014,Platinum,Active,03-Feb-2020,03-Feb-2021,2020032121101050165237
329,"ISLA LIPANA & CO., A MEMBER FIRM OF PWC",Partnership,03-Oct-2018,Platinum,Active,04-Feb-2020,04-Feb-2021,2020032121052036684744
330,G CHEMTRADING CORP.,Corporation,24-Jul-2008,Platinum,Active,31-Jan-2020,09-Feb-2021,20200721210321826356
331,"OBF HEALTHCARE PLUS, INC.",Corporation,20-Feb-2008,Platinum,Active,29-Jan-2020,29-Jan-2021,2020062121011468350518
332,"FREEDOM INDUSTRIES, INC. DOING BUSINESS UNDER THE NAME ANDSTYLE OF FREEDOM COMMERCIAL PRINTERS",Corporation,21-Mar-2004,Platinum,Active,29-Jan-2020,31-Jan-2021,2020072120941062345759
333,"ONE PHARMA CO., INC.",Corporation,07-Aug-2001,Platinum,Active,30-Jan-2020,07-Feb-2021,202003212088237320047
334,M-RIEL MARKETING,Single Proprietorship,14-Jun-2017,Platinum,Active,31-Jan-2020,31-Jan-2021,2020032120851801594132
335,GBV CONSTRUCTION,Single Proprietorship,05-Dec-2014,Platinum,Active,03-Feb-2020,14-Feb-2021,202003212082854214022
336,JAIME B. CHING ENTERPRISES,Single Proprietorship,11-Feb-2003,Platinum,Active,03-Feb-2020,06-Feb-2021,20200721207887879109
337,ACIER AND BETON CONSTRUCTION,Single Proprietorship,20-Jan-2020,Platinum,Active,31-Jan-2020,31-Jan-2021,2020072120771669691524
338,KYLE CONSTRUCTION SERVICES,Single Proprietorship,16-Aug-2017,Platinum,Active,29-Jan-2020,28-Feb-2021,2020032120741955264660
339,TOUCH XDA INC.,Corporation,09-Dec-2014,Platinum,Active,04-Feb-2020,04-Feb-2021,202006212073743124107
340,GEOTRIX INDUSTRIAL SUPPLIES,Single Proprietorship,06-Feb-2019,Platinum,Active,04-Feb-2020,04-Feb-2021,2020022122971836617565
341,ZUELLIG PHARMA CORPORATION,Corporation,20-Sep-2001,Platinum,Active,30-Jan-2020,10-Feb-2021,2020072122961096916725
342,FOUR S HARDWARE AND CONSTRUCTION SUPPLIES,Single Proprietorship,12-Mar-2015,Platinum,Active,31-Jan-2020,22-Feb-2021,2020032122941420260492
343,MVJD TRADING,Single Proprietorship,25-Aug-2015,Platinum,Active,04-Feb-2020,04-Feb-2021,202006212292312871078
344,DYNASTY PHARMACEUTICALS,Single Proprietorship,08-Mar-2005,Platinum,Active,04-Feb-2020,07-Mar-2021,202003212288470827040
345,"GDS SECURITY AGENCY, INC.",Corporation,04-Mar-2005,Platinum,Active,31-Jan-2020,31-Jan-2021,202005212287676627332
346,JR. JIRO ERICA ACUÑA AGRIVENTURES COMPANY,Partnership,16-Dec-2016,Platinum,Active,31-Jan-2020,22-Mar-2021,202006212278198570772
347,VARIANCE SECURITY AGENCY CORP.,Corporation,02-Aug-2004,Platinum,Active,03-Feb-2020,03-Feb-2021,202007212269747210471
348,ROVINVAL ENGINEERING AND CONSTRUCTION,Single Proprietorship,20-May-2013,Platinum,Active,31-Jan-2020,28-Feb-2021,2020062122601669047835
349,SWC CONSTRUCTION AND GENERAL MERCHANDISE CORP.,Corporation,09-Nov-2018,Platinum,Active,04-Feb-2020,04-Feb-2021,202006212255121026335
350,JRD-D2 ENTERPRISES,Single Proprietorship,04-Feb-2005,Platinum,Active,31-Jan-2020,08-Feb-2021,202006212252932906262
351,CAREWELL BIO-MEDICAL SYSTEMS CO.,Partnership,06-Feb-2008,Platinum,Active,04-Feb-2020,12-Mar-2021,2020062122451651469870
352,E.G BATIANCILA CONSTRUCTION,Single Proprietorship,15-Jan-2019,Platinum,Active,31-Jan-2020,31-Jan-2021,2020082122392094959077
353,RILEY CORPORATION,Corporation,18-Dec-2012,Platinum,Active,04-Feb-2020,20-Mar-2021,2020072122291016446233
354,"CIRCA SECURITY AND INVESTIGATION, INC.",Corporation,21-Oct-2009,Platinum,Active,04-Feb-2020,25-Feb-2021,202003212228306114192
355,M. SALES ENTERPRISES,Single Proprietorship,27-Jan-2006,Platinum,Active,31-Jan-2020,07-Feb-2021,202005212215978786575
356,J-ARK TRADING AND GENERAL MERCHANDISE,Single Proprietorship,19-Jun-2015,Platinum,Active,03-Feb-2020,03-Feb-2021,20200621220837716385
357,KRATOS DEVELOPMENT CORP,Corporation,06-Feb-2018,Platinum,Active,04-Feb-2020,04-Feb-2021,2020072121971587230590
358,C.F. TRINIDAD CONSTRUCTION AND SUPPLIES CORP.,Corporation,10-Aug-2007,Platinum,Active,29-Jan-2020,20-Feb-2021,2020032121921089804904
359,RITEGROUP INCORPORATED,Corporation,19-Apr-2006,Platinum,Active,29-Jan-2020,29-Jan-2021,202006212191120837587
360,ECD ENTERPRISES,Single Proprietorship,09-Feb-2015,Platinum,Active,31-Jan-2020,01-Feb-2021,2020032124591392150841
361,RAC PITSTOP CO.,Partnership,09-Aug-2017,Platinum,Active,04-Feb-2020,04-Feb-2021,2020062124491097714595
362,SOV BUILDERS AND CONSTRUCTION SUPPLY CORP.,Corporation,29-Jan-2020,Platinum,Active,03-Feb-2020,03-Feb-2021,2020082124451245164116
363,BLACK NAZARENE BUILDERS AND ENTERPRISES,Single Proprietorship,06-May-2014,Platinum,Active,04-Feb-2020,04-Feb-2021,2020072124261842899196
364,SAGADANIAN BUILDERS,Single Proprietorship,04-Dec-2018,Platinum,Active,03-Feb-2020,03-Feb-2021,202003212425919077184
365,GNS CENTRAL TRADING,Single Proprietorship,22-Jul-2017,Platinum,Active,31-Jan-2020,31-Jan-2021,202006212416283475715
366,REYDAN BUILDERS,Single Proprietorship,30-Aug-2006,Platinum,Active,04-Feb-2020,27-Feb-2021,2020072124121355149036
367,EASTASIA SOLUTIONS TECHNOLOGIES CORPORATION,Corporation,30-Mar-2009,Platinum,Active,04-Feb-2020,18-Feb-2021,2020072124001048183820
368,HGDS CONSTRUCTION SERVICE AND SUPPLY,Single Proprietorship,08-Oct-2019,Platinum,Active,29-Jan-2020,29-Jan-2021,2020082123922129966761
369,A&M ENTERPRISES,Single Proprietorship,31-Jan-2019,Platinum,Active,29-Jan-2020,29-Jan-2021,202002212388898676208
370,DJY CONSTRUCTION,Single Proprietorship,16-Jan-2012,Platinum,Active,03-Feb-2020,03-Feb-2021,202005212384678189817
371,NENETTE CASTILLO CAKES & CATERING SERVICES,Single Proprietorship,17-Mar-2005,Platinum,Active,31-Jan-2020,06-Mar-2021,2020032123741781907873
372,CELEDIO CONSTRUCTION BUILDERS AND SUPPLY,Single Proprietorship,02-Jan-2013,Platinum,Active,03-Feb-2020,03-Feb-2021,202003212368429399208
373,CENTRO-MED ENTERPRISES,Single Proprietorship,17-Jul-2007,Platinum,Active,04-Feb-2020,16-Feb-2021,2020072123622087089280
374,RUCS KONSULT & CONSTRUCTION SERVICES,Single Proprietorship,24-Nov-2011,Platinum,Active,31-Jan-2020,05-Feb-2021,202003212361529702958
375,N. SALES CONSTRUCTION,Single Proprietorship,15-Feb-2006,Platinum,Active,31-Jan-2020,07-Feb-2021,202005212345516149451
376,VIAN BUILDERS,Single Proprietorship,28-Jan-2008,Platinum,Active,31-Jan-2020,06-Feb-2021,2020072123381802204556
377,J.R. FERNANDEZ SURVEYING AND ENGINEERING SERVICES,Single Proprietorship,16-Nov-2006,Platinum,Active,04-Feb-2020,04-Feb-2021,2020032123091723717737
